@RELATION FEATURE_RUNSTATUS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE DIA {ok, timeout, memout, crash, other, unknown}
@ATTRIBUTE LOBJOIS {ok, timeout, memout, crash, other, unknown}
@ATTRIBUTE BASE {ok, timeout, memout, crash, other, unknown}
@ATTRIBUTE UNIT {ok, timeout, memout, crash, other, unknown}
@ATTRIBUTE SP {ok, timeout, memout, crash, other, unknown}
@ATTRIBUTE LS {ok, timeout, memout, crash, other, unknown}
@ATTRIBUTE LP {ok, timeout, memout, crash, other, unknown}
@ATTRIBUTE GNN {ok, timeout, memout, presolved, crash, other, unknown}

@DATA
baseballcover14with25.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
sted1_0x0_n438-636.cnf,1.0,ok,ok,ok,ok,ok,ok,ok,memout
size_5_5_5_i041_r12.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
Steiner-81-21-bce.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
ps_300_314_20.cnf,1.0,ok,ok,timeout,ok,ok,ok,timeout,ok
009-80-8.cnf,1.0,ok,ok,ok,ok,ok,ok,ok,memout
Kakuro-easy-127-ext.xml.hg_6.cnf,1.0,timeout,ok,timeout,ok,timeout,timeout,timeout,memout
rbsat-v2400c266431gyes6.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
GreenTao_2-5-5_34308.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
170059081.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
size_4_5_5_i035_w31_r9.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
ncc_none_3_16_3_3_0_0_435991723.cnf,1.0,ok,ok,timeout,timeout,ok,ok,timeout,ok
LED_round_29-32_faultAt_29_fault_injections_5_seed_1579630418.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
58-134003.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
schur-triples-7-90.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
ncc_none_12477_5_3_3_0_0_435991723.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
ccp-s8-facto4.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
abw-N-bcsstk07.mtx-w44.cnf,1.0,ok,ok,timeout,ok,ok,ok,timeout,memout
vlsat2_57038_10572502.dimacs.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,memout
sv-comp19_prop-reachsafety.newton_2_2_true-unreach-call_true-termination.i-witness.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
simon03:sat02bis:k2fix_gr_2pinvar_w8.used-as.sat04-349.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
Steiner-15-7-bce.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
4g_6color_180_100_02.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
bv-term-small-rw_1220.smt2.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
IBM_FV_2004_rule_batch_1_31_1_SAT_dat.k90.debugged.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
f6bidw.cnf,1.0,ok,ok,ok,ok,ok,ok,ok,ok
mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
6g_5color_170_020_04.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
combined-crypto1-wff-seed-102-wffvars-500-cryptocplx-31-overlap-2.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
fermat-834855329100173267.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
abw-N-bcsstk07.mtx-w35.cnf,1.0,ok,ok,timeout,ok,ok,ok,timeout,memout
vlsat2_24450_2770239.dimacs.cnf,1.0,ok,ok,ok,timeout,ok,ok,timeout,ok
ssp-0.497665446947731.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
Kakuro-easy-157-ext.xml.hg_4.cnf,1.0,ok,ok,timeout,ok,timeout,ok,timeout,memout
newpol29-4.cnf,1.0,ok,ok,timeout,timeout,ok,ok,timeout,memout
crafted_n12_d6_c4_num9.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,memout
TT7F-33-24E.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
size_5_5_5_i235_r12.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
full-bf-ga-9-ce.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
Timetable_C_181_E_34_Cl_12_S_10.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
baseballcover12with22_and2positions.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
Kakuro-easy-041-ext.xml.hg_4.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
simon-mixed-s02bis-05.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
TT7F-33-24D.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
bv-term-small-rw_350.smt2.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
combined-crypto1-wff-seed-110-wffvars-500-cryptocplx-31-overlap-2.cnf,1.0,ok,ok,ok,ok,ok,ok,ok,memout
b1904P3-8x8c11h0SAT.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
size_4_5_5_i028_w31_r9.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
TT7F-34-24E.cnf,1.0,ok,ok,ok,ok,timeout,ok,timeout,memout
w19-2.0.cnf,1.0,ok,ok,ok,ok,ok,ok,ok,memout
Timetable_C_392_E_50_Cl_26_S_26.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
size_5_5_5_i131_r12.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
01-integer-programming-20-30-40.cnf,1.0,ok,ok,timeout,ok,ok,ok,timeout,memout
ncc_none_2_18_8_3_1_0_435991723.cnf,1.0,ok,timeout,timeout,ok,timeout,ok,timeout,ok
ncc_none_2_19_5_3_1_0_435991723.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
dislog_a12_x12_n22.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
Kakuro-easy-065-ext.xml.hg_3.cnf,1.0,ok,ok,timeout,ok,timeout,ok,timeout,memout
DLTM_twitter454_70_11.cnf,1.0,ok,ok,ok,ok,ok,ok,ok,ok
combined-crypto1-wff-seed-3-wffvars-450-cryptocplx-40-overlap-2.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
TT7F-33-25.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
DLTM_twitter690_74_15.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
baseballcover12with25_and5positions.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
battleship-27-54-sat.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
full-bf-ga-7-ce.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
b2005-p5-14x14c17h9-Ser3-0.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,memout
vlsat2_37758_5364539.dimacs.cnf,1.0,timeout,ok,timeout,timeout,timeout,timeout,timeout,ok
beempgsol5b1.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
preimage_80r_491m_160h_seed_391.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
Kakuro-easy-097-ext.xml.hg_4.cnf,1.0,ok,ok,ok,ok,timeout,timeout,timeout,memout
SocialGolfers-6-6-6-cp_c18.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
TT7F-33-26.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
course0.2_2018_3-sc2018.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,memout
rbsat-v2640c305320gyes10.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
dislog_a18_x18_n28.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
DLTM_twitter304_77_11.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
53-131674.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
b2005-p4-12x12c10h7-Ser4-0.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
DLTM_twitter249_74_11.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
4g_5color_170_060_05.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
DLTM_twitter774_83_17.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
sgp_5-6-8.sat05-2669.reshuffled-07.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
w19-20.1.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
b2005-p4-14x14c17h9-Ser5-0.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,memout
ps_200_323_70.cnf,1.0,ok,ok,timeout,ok,ok,ok,timeout,ok
filter_iir_true-unreach-call.c.cnf,1.0,ok,ok,timeout,ok,ok,ok,timeout,memout
ls16-normalized.cnf.gz.CP3-cnfmiter.cnf,1.0,ok,ok,timeout,ok,timeout,ok,timeout,memout
TT7F-34-24C.cnf,1.0,ok,ok,ok,ok,timeout,ok,timeout,memout
dislog_a19_x19_n29.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
bivium-40-200-0s0-0x92fc13b11169afbb2ef11a684d9fe9a19e743cd6aa5ce23fb5-19.cnf,1.0,ok,ok,ok,ok,ok,ok,ok,memout
Kakuro-easy-125-ext.xml.hg_4.cnf,1.0,ok,ok,timeout,ok,timeout,timeout,timeout,memout
ctl_4291_567_9_unsat_pre.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
baseballcover15with25.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
22930-0426-195.smt2.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf,1.0,ok,ok,ok,ok,timeout,ok,timeout,memout
ncc_none_5047_6_3_3_0_0_41.cnf,1.0,ok,ok,timeout,ok,ok,ok,timeout,ok
6s153.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
TT7F-34-24B.cnf,1.0,ok,ok,ok,ok,timeout,ok,timeout,memout
170223547.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
49-132779.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
atco_enc2_opt2_05_9-sc2014.cnf,1.0,ok,ok,ok,ok,ok,ok,ok,memout
goldb-heqc-k2mul.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
g2-hwmcc15deep-6s516r-k17.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
crafted_n10_d6_c3_num18.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
dislog_a14_x14_n24.cnf,1.0,ok,ok,ok,ok,ok,ok,ok,ok
DLTM_twitter634_77_14.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
mp1-rubikcube312.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
vlsat2_30744_3925645.dimacs.cnf,1.0,ok,ok,ok,timeout,timeout,ok,timeout,ok
baseballcover14with25_and2positions.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
newpol34-4.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,memout
harder-php-025-024.sat05-1191.reshuffled-07.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
6g_5color_166_100_01.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
size_5_5_5_i058_r12.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
sted6_0x0-135.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
velev-pipe-uns-1.0-9.cnf,1.0,ok,ok,ok,timeout,ok,ok,timeout,memout
g2-T85.2.1.cnf,1.0,timeout,ok,timeout,ok,timeout,timeout,timeout,memout
w16-5.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
6g_5color_164_100_01.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
hcp_CP16_16.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
bv-term-small-rw_206.smt2.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
baseballcover13with25.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
Steiner-135-32-bce.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
full-bg-gb-9-ce.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
preimage_80r_491m_160h_seed_407.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
ps_300_322_20.cnf,1.0,ok,ok,timeout,ok,ok,ok,timeout,ok
w16-6a.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
combined-crypto1-wff-seed-121-wffvars-500-cryptocplx-31-overlap-2.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,1.0,ok,ok,ok,ok,ok,ok,ok,memout
preimage_80r_493m_160h_seed_249.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
Steiner-405-71-bce.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
hid-uns-enc-6-1-0-0-0-0-3251.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
53-129696.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
