@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE Pre-featuretime NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE Basic-featuretime NUMERIC
@ATTRIBUTE VCG-VAR-mean NUMERIC
@ATTRIBUTE VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE VCG-VAR-min NUMERIC
@ATTRIBUTE VCG-VAR-max NUMERIC
@ATTRIBUTE VCG-VAR-entropy NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE HORNY-VAR-mean NUMERIC
@ATTRIBUTE HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE HORNY-VAR-min NUMERIC
@ATTRIBUTE HORNY-VAR-max NUMERIC
@ATTRIBUTE HORNY-VAR-entropy NUMERIC
@ATTRIBUTE horn-clauses-fraction NUMERIC
@ATTRIBUTE VG-mean NUMERIC
@ATTRIBUTE VG-coeff-variation NUMERIC
@ATTRIBUTE VG-min NUMERIC
@ATTRIBUTE VG-max NUMERIC
@ATTRIBUTE KLB-featuretime NUMERIC
@ATTRIBUTE CG-mean NUMERIC
@ATTRIBUTE CG-coeff-variation NUMERIC
@ATTRIBUTE CG-min NUMERIC
@ATTRIBUTE CG-max NUMERIC
@ATTRIBUTE CG-entropy NUMERIC
@ATTRIBUTE cluster-coeff-mean NUMERIC
@ATTRIBUTE cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE cluster-coeff-min NUMERIC
@ATTRIBUTE cluster-coeff-max NUMERIC
@ATTRIBUTE cluster-coeff-entropy NUMERIC
@ATTRIBUTE CG-featuretime NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC
@ATTRIBUTE gnn_48 NUMERIC
@ATTRIBUTE gnn_49 NUMERIC
@ATTRIBUTE gnn_50 NUMERIC
@ATTRIBUTE gnn_51 NUMERIC
@ATTRIBUTE gnn_52 NUMERIC
@ATTRIBUTE gnn_53 NUMERIC
@ATTRIBUTE gnn_54 NUMERIC
@ATTRIBUTE gnn_55 NUMERIC
@ATTRIBUTE gnn_56 NUMERIC
@ATTRIBUTE gnn_57 NUMERIC
@ATTRIBUTE gnn_58 NUMERIC
@ATTRIBUTE gnn_59 NUMERIC
@ATTRIBUTE gnn_60 NUMERIC
@ATTRIBUTE gnn_61 NUMERIC
@ATTRIBUTE gnn_62 NUMERIC
@ATTRIBUTE gnn_63 NUMERIC

@DATA
manthey_DimacsSorter_28_4.cnf,1.0,3666.0,11883.0,2050.0,10053.0,0.788292683,0.182035213,0.02,0.203919228,0.274785068,1.20161269,0.0,1.0,1.37981776,0.001317796,0.414203463,0.00097561,0.012195122,1.134422411,0.0,0.571670148,0.844921914,-0.0,0.001317796,0.546897193,0.00069631,0.016910375,2.471485111,0.193268271,0.156415211,0.0,0.741935484,2.918003686,0.000831107,0.663970402,9.9473e-05,0.012533572,2.2576254,0.744255446,0.001118559,0.493635989,0.000596837,0.010743062,-0.0,0.001793439,0.961321475,0.000497364,0.041082264,3.380219086,0.181580574,0.467484622,0.004877706,0.571428571,3.385406125,0.14,-0.440803,-0.25976235,-1.0258298,-2.237684,42.900925,2.7814696,-1.8099616,124.17788,191.56642,78.07375,-3.038403,-0.2239908,-0.8220376,-0.5345695,-3.1355824,170.33232,-0.09159129,16.047169,-0.7535167,-0.23992069,138.38799,-2.328632,-0.78781074,254.34093,-0.53103757,54.336918,-3.6229312,321.48953,44.078213,-0.74459815,-3.1956396,52.057625,125.9164,178.01479,136.68796,-0.9504599,-2.7156246,-0.7529745,-1.9712859,-2.1401234,-2.7817671,144.88774,110.93783,-1.9829161,-3.5311046,-0.56320995,-1.3637922,213.58621,-1.4231927,-1.0538347,-2.5110013,-1.0295687,-0.9538218,-0.19183087,-1.5525949,29.416412,170.51622,9.71892,44.99878,453.3796,136.85756,25.060326,400.30505,325.50467
6s16-opt.cnf,1.0,30823.0,89899.0,10202.0,50419.0,2.021270339,0.78303814,0.28,0.202344354,0.489406855,0.769184755,0.0,1.0,1.614352131,0.000323871,0.594183347,0.00019604,0.00480298,1.405304265,0.0,0.249112438,0.720660862,-0.0,0.000323871,1.654631137,5.9501e-05,0.042206311,3.02374785,0.154648137,0.137099728,0.0,1.0,3.08815383,0.000131144,1.958052743,1.9834e-05,0.021837006,2.487536822,0.511156508,0.000365625,1.352522577,5.9501e-05,0.0316349,0.14,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,-27.120623,-279.11075,8008.9873,-198.91191,55204.477,8545.818,-162.29175,-17.58589,27513.422,35870.67,-132.61504,-102.185974,-93.40115,-72.34214,-435.84113,44675.26,-48.228725,-88.987755,-233.56494,-223.8291,14036.716,-303.02106,-203.97632,92400.734,2714.5637,2646.9326,-509.05182,30655.38,46514.53,-112.89758,-547.3428,-17.458103,51677.246,49098.355,34943.03,-24.286516,-347.7671,1754.7788,-690.141,-350.9671,-562.22784,14546.38,25022.217,23782.332,-449.29025,-233.6957,18144.787,20548.193,6983.769,-476.4003,-655.77405,3372.1013,5445.673,-329.29623,-297.25565,9973.476,67227.875,24325.229,19797.824,60800.52,13644.054,-377.0401,63579.664,25054.645
mrpp_8x8#18_20.cnf,1.0,18278.0,146601.0,8967.0,106301.0,1.038362886,0.379112144,0.5,0.084354804,0.385411238,0.731848375,0.0,1.0,1.814590763,0.000443175,0.240371607,0.00022304,0.00066912,1.338209996,0.0,0.036170873,0.355913867,-0.0,0.000443175,0.604078468,5.6443e-05,0.001006576,3.850084055,0.265702144,0.17672588,0.0,0.782178218,3.846423298,0.000112902,0.456874568,1.8814e-05,0.000338661,2.678258942,0.322809757,0.000413911,0.293501916,4.7036e-05,0.0006491,0.1,0.000796118,0.392954855,2.8222e-05,0.001872043,4.739191141,0.361314691,0.319268555,0.044326241,0.733333333,3.61820582,19.18,-7.8603187,-5.0416117,680.8449,-8.250312,1744.4951,-0.7060823,-10.437445,934.1221,611.29016,951.6027,-9.610835,-14.437489,-2.6949096,-6.0431952,-6.4090524,1325.8741,58.149128,-8.051506,-6.6461797,260.10156,1077.0651,-12.368733,-2.8805437,2322.8489,399.58105,301.24884,-26.111881,783.7829,1125.796,3.1563442,-16.800661,1193.0969,1417.1488,1767.4973,105.380455,-8.232481,-14.027066,787.0983,-12.196036,-11.696862,-20.996773,341.48682,-1.9673301,558.76874,-12.917945,-14.8693695,940.8996,786.2326,71.14627,-8.567785,-20.226702,-1.5890849,-0.45957312,-12.878433,-4.620498,-1.2478716,1876.167,910.91223,981.906,2518.262,1105.5472,-13.474105,2851.35,1662.828
48bits_14.dimacs.cnf,1.0,688.0,18150.0,688.0,18150.0,0.0,0.0,0.04,0.037906336,0.333124344,0.687811349,0.0,1.0,2.585330297,0.010309036,0.298770331,0.002906977,0.033430233,2.101029053,0.0,0.006225895,0.048319559,-0.0,0.010309036,1.245922543,0.000550964,0.059559229,5.186722951,0.085637339,0.10280927,0.0,0.785714286,3.022195836,0.0008206,0.620797353,0.000165289,0.002754821,3.333585662,0.108870523,0.001861106,0.415118754,0.000330579,0.004132231,-0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.06,-679.9771,-528.1602,-149.96751,-1068.5046,-0.81500274,-33.269806,-669.9047,22098.791,45877.36,14041.672,-1330.1278,1826.693,-707.4209,-420.5656,-848.35004,80008.93,14779.508,11752.507,-336.18604,-477.49014,57930.977,-765.8011,-465.76608,97344.11,4756.8994,23114.527,-1200.0175,85024.93,51128.336,-355.63535,-1262.6667,26771.424,26631.443,46883.93,14022.629,-184.68585,-1002.4357,-263.3745,-901.0893,-923.2908,-964.02075,72547.69,18519.572,-658.96423,-1072.9275,-449.2122,-559.50653,101406.61,-291.68994,-690.5868,-928.4457,-234.00832,-115.42987,1298.555,-428.73737,9755.353,58739.65,16061.344,17072.145,170429.11,62223.805,2855.1826,141357.44,105218.35
partial-5-15-s.cnf,1.0,218494.0,1013700.0,106240.0,601416.0,1.056607681,0.685522168,2.62,0.176649773,0.38905542,0.99229673,0.0,1.0,1.381937787,2.5796e-05,0.483331949,1.8825e-05,9.4127e-05,1.030166155,0.0,0.599167631,0.873112787,0.04,2.5796e-05,0.505874364,1.1639e-05,6.1521e-05,2.557093514,0.263890239,0.163167966,0.0,0.8,2.87975451,1.5217e-05,0.502081089,4.988e-06,3.9906e-05,2.329642529,0.738550354,2.787e-05,0.48962575,6.651e-06,6.651e-05,13.0,3.7479e-05,0.618580226,4.988e-06,0.000144659,3.499339454,0.150874435,0.640053561,0.024555904,0.607142857,3.133775249,10.08,-28.454275,-90.77743,218.47505,-28.16145,7376.9663,2104.986,-1.3919407,906.33093,3463.8079,3762.3003,-54.22602,-17.529186,-59.174744,-27.416386,-148.17967,11411.978,-32.65173,991.5803,-60.251125,-22.541054,-7.697188,-95.52669,-23.032463,22705.055,-49.379765,6891.629,-75.069046,6946.6787,7617.055,-63.5978,-115.744255,-20.635372,7280.1704,12196.607,9010.03,548.59155,-96.94912,-50.646065,-133.49937,-114.09327,-118.13996,3879.491,3166.4648,2473.5227,-107.855896,-20.916794,-27.77261,11314.046,-14.520911,-66.811195,-151.42404,-7.8939767,-34.3304,-36.15573,1912.5549,3572.1057,12261.871,4937.2065,-28.751108,15709.082,4901.364,-53.071846,17805.13,6950.7505
ACG-15-10p0.cnf,1.0,262253.0,1131732.0,158000.0,777919.0,0.659829114,0.454819846,3.02,0.203105979,0.352132464,1.082532467,0.0,1.0,1.383059414,1.6905e-05,0.444383363,1.2658e-05,6.3291e-05,1.026221894,0.0,0.623094435,0.87454735,0.06,1.6905e-05,0.783709096,8.998e-06,8.7413e-05,2.515500298,0.160124862,0.160436802,0.0,0.714285714,2.481803194,1.0373e-05,0.82726416,3.856e-06,6.0418e-05,2.251143434,0.752733896,1.7335e-05,0.834625416,6.427e-06,9.384e-05,28.68,2.8297e-05,0.777706072,3.856e-06,0.000236528,3.633418237,0.152443349,0.528125014,0.013538947,0.5,2.984312617,14.8,8627.926,-16.594355,-64.91951,-94.1529,19423.963,17549.748,-248.66661,15740.825,10482.857,11451.943,-79.060135,870.14484,5334.161,-61.977947,-97.61455,9287.302,11470.355,-101.982506,592.2829,8272.34,9069.364,-105.51522,140.9337,12903.735,2711.2683,-134.76132,-402.87283,20148.332,3310.603,-61.41493,-111.98866,16585.963,21117.105,-19.011137,1703.926,-189.58337,-187.97025,8416.289,-184.51947,-7.065362,-127.25689,5644.6045,6414.5527,-124.8831,-298.64658,-111.0748,-19.236145,-60.72296,-103.05086,-48.049934,-218.97456,-46.035233,-82.23842,-40.48155,-140.79666,5953.2646,8734.608,-76.922646,16509.557,19692.0,654.5046,-127.16097,23472.37,21475.21
atco_enc1_opt2_10_14.cnf,1.0,9569.0,150316.0,6577.0,134488.0,0.454918656,0.117690798,0.22,0.048903991,0.571421229,0.460226965,0.0,1.0,1.968281065,0.000676198,0.414450137,0.00030409,0.00334499,1.866117642,0.0,0.097465945,0.363117899,-0.0,0.000676198,1.851296023,1.4871e-05,0.007762774,4.270408806,0.362908407,0.280136559,0.0,1.0,4.079308871,0.000416673,2.017696371,7.436e-06,0.004156505,3.814617822,0.597257748,0.000343598,0.699520099,1.4871e-05,0.001018678,0.08,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.04,-601966.1,-248744.92,-140145.31,-763350.6,-54912.02,195391.95,-341085.5,20515090.0,35492300.0,15400378.0,-1011483.56,14879952.0,-630449.8,-254056.47,-627037.5,58198176.0,6519372.0,5130778.0,-191167.75,-200003.67,58615264.0,-555109.8,-171736.16,53510604.0,-76266.64,19476460.0,-822547.8,66234124.0,33866490.0,-373504.0,-906020.44,21673432.0,17438312.0,32775852.0,5090410.0,-209251.58,-704350.4,-161460.28,-506294.78,-604712.25,-670896.75,63536410.0,-41305.38,-621133.44,-656528.4,-272073.4,-534789.44,74931010.0,-268688.56,-538526.56,-621222.3,-245643.36,-46689.88,9771097.0,-397123.75,9722929.0,39099490.0,-108094.72,8518004.0,112559110.0,41358180.0,13953388.0,98006424.0,80883250.0
complete-500-0.1-8-9876543215008.cnf,1.0,1000.0,74222.0,1000.0,74222.0,0.0,0.0,0.38,0.013473094,0.643348055,0.724462224,0.0,1.0,1.375548135,0.017614279,1.31279008,0.002,0.07,1.664446354,0.0,0.68109186,0.68109186,-0.0,0.017614279,0.93986307,0.001037428,0.04789685,5.48420998,0.459455028,0.384938045,0.0,0.877918425,3.093824266,0.001706098,0.218646744,0.001023955,0.002775457,4.492177902,0.687828407,0.00739301,0.012989298,0.007073374,0.00770661,0.24,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,21.14,330443800000.0,-44936320000.0,1916311200000.0,-10073807000.0,6959310000000.0,1637491700000.0,-15528624000.0,439860850000.0,5131389000000.0,5864631600000.0,492696500000.0,-28275320000.0,-41105210000.0,1025679950000.0,-75359820000.0,6731212000000.0,-2974538800.0,-19801956000.0,-20855935000.0,-47474938000.0,1109171600000.0,-39872578000.0,-46243230000.0,16154685000000.0,-24796447000.0,623969040000.0,-87998090000.0,5647697400000.0,6382371700000.0,-20041728000.0,-61724537000.0,-7383592400.0,8020486500000.0,10733455000000.0,5812955600000.0,-865296700.0,-68350198000.0,-2921313000.0,-133765420000.0,-51815720000.0,-73123790000.0,1117418200000.0,3944316100000.0,4099646400000.0,-84520350000.0,-37849907000.0,2219850600000.0,5280847400000.0,-3723612700.0,-62644480000.0,-100363600000.0,368534620000.0,-23656036000.0,-52842240000.0,-12423408000.0,733318200000.0,9120979000000.0,5623261400000.0,4005170200000.0,10711703000000.0,1795522800000.0,-45125304000.0,8402564500000.0,3584989900000.0
mrpp_4x4#6_16.cnf,1.0,3328.0,17876.0,1446.0,13684.0,1.301521438,0.306343175,0.04,0.105670856,0.419058755,0.744477464,0.0,1.0,1.818220715,0.00269186,0.229286848,0.001383126,0.004149378,1.28516509,0.0,0.036612102,0.361809412,-0.0,0.00269186,0.51179887,0.000803859,0.005261619,3.158625111,0.255772951,0.15471058,0.0,0.661971831,3.35317185,0.000697072,0.452768914,0.000146156,0.001461561,2.558140937,0.323151125,0.002408745,0.26356975,0.00073078,0.003434668,-0.0,0.004586967,0.356000403,0.000438468,0.009573224,4.280523894,0.373277577,0.25509101,0.10591133,0.888888889,3.512531946,1.4,-0.61251163,-0.6454891,78.12608,-0.5650589,163.78685,-0.12431761,-0.5246245,53.72286,43.48457,49.871334,-0.560693,-0.70182854,5.7514253,-0.41420925,-0.7777741,100.738144,18.006382,-0.29823133,-0.5262109,11.774152,74.43463,-1.0635936,-0.23883088,195.31798,30.746105,49.05713,-1.4591948,43.049583,89.0082,-0.015791103,-1.4466261,43.382713,109.20399,140.11159,40.10956,-0.5874445,-0.68251073,43.73554,-1.1941077,-1.0738,-1.5729082,39.03719,21.956032,33.635014,-0.7905225,-0.95440364,86.950035,78.2946,11.11078,-0.72169584,-1.811256,-0.0895583,-0.0034687684,-0.74106395,-0.28036687,0.07718382,133.56277,58.89053,33.194736,181.67406,79.16915,-1.0078002,208.73312,100.68639
atco_enc2_opt2_20_11.cnf,1.0,167075.0,6571833.0,142408.0,6129633.0,0.173213584,0.07214135,11.52,0.023232712,0.554338327,0.599348145,0.0,1.0,1.134387242,2.2923e-05,0.449531474,1.4044e-05,0.000175552,0.730336188,0.0,0.064716109,0.901379577,0.52,2.2923e-05,1.041853348,3.26e-07,0.00029855,4.991717969,0.360164005,0.340798293,0.0,1.0,3.92491235,1.2094e-05,1.52983048,0.0,0.000290882,4.422807009,0.515561535,3.0644e-05,0.87648506,3.26e-07,0.000120888,24.12,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.16,16204800.0,-20335922.0,294193600.0,-13081043.0,2522070300.0,355274000.0,-10995608.0,406729660.0,2281963800.0,1576425600.0,-14605218.0,-11000809.0,-12427832.0,70536450.0,-33191636.0,3108852700.0,79587460.0,-3659264.0,-8502226.0,-16555939.0,708335500.0,-23266176.0,-14544134.0,6317144600.0,-11401602.0,814952960.0,-35678276.0,2638430200.0,2923982800.0,-11052180.0,-42318530.0,-3819852.8,2192817200.0,3531623000.0,2770744300.0,431946880.0,-29489458.0,-10500607.0,-52242670.0,-27579054.0,-42099010.0,729103600.0,1648845600.0,657458800.0,-37894930.0,-13458382.0,78250050.0,3062686700.0,12614208.0,-30130718.0,-43695000.0,-4683015.5,-4516997.0,-26559718.0,-12800873.0,406133950.0,4016532000.0,2359275500.0,1396280600.0,5636363300.0,1359964700.0,-11326270.0,5048286700.0,1863488100.0
vmpc_33.cnf,1.0,1089.0,177375.0,1089.0,177375.0,0.0,0.0,0.12,0.006139535,0.595348837,0.547410452,0.0,1.0,0.674662295,0.002403741,0.29148767,0.001836547,0.03030303,0.673407034,0.0,0.393488372,0.999627907,0.02,0.002403741,0.003661477,0.002350951,0.002407329,0.618656934,0.527081924,0.001341064,0.522458629,0.534772182,0.2895798,0.002392466,0.003678734,0.002339676,0.002396054,0.618656934,0.999627907,0.001343022,0.080569244,0.000715997,0.00139253,0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,21.62,-454.7565,-160.70644,15804.225,-345.4176,-58.922718,38664.28,-422.14822,-99.31042,12939.6,29365.164,-297.70004,-356.5254,-650.98126,9204.55,-201.2906,24739.594,15364.483,-211.35439,-145.61804,-61.864407,31737.59,-260.23694,-217.18143,46689.19,19511.162,-56.16579,-767.9807,28951.26,32779.0,-147.40918,-542.129,23591.232,20509.977,58431.99,1153.7695,-435.05045,-861.36383,9987.927,-342.7391,-383.40848,-444.46515,48210.902,-329.90018,-88.47051,-678.6762,-98.52495,-319.40292,56338.23,-252.39287,-300.98468,-276.25427,39260.52,-38.79757,-75.9466,-104.542206,-94.999344,47197.22,-9.210036,36948.125,99078.3,31684.322,9875.985,72046.22,52156.184
UTI-20-5p1.cnf,1.0,225926.0,1207249.0,121873.0,838748.0,0.853782216,0.439346502,3.16,0.145303476,0.400175539,0.911455794,0.0,1.0,1.408242353,2.3014e-05,0.435323641,1.6411e-05,8.2053e-05,1.091512085,0.0,0.516455479,0.868697153,0.08,2.3014e-05,0.745087552,8.346e-06,8.1073e-05,3.025603802,0.223423758,0.148870986,0.0,0.846153846,2.884840504,1.2855e-05,0.847815414,3.577e-06,5.4844e-05,2.729757376,0.694246663,2.5095e-05,0.659022991,5.961e-06,8.9419e-05,17.14,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.04,3066.7874,-189.1038,-178.05661,2066.1677,43346.918,25089.373,-249.79478,10943.269,21014.725,13246.144,-66.9842,-76.37188,1868.7207,6347.593,-689.6881,33795.152,-78.209816,-132.87526,-22.469982,17822.965,-21.68899,-371.06757,-10.084697,80751.86,-64.854195,-115.84278,-439.4095,44618.88,19047.766,-158.04465,-405.6479,18896.07,59507.965,40087.0,35393.855,-387.8661,-438.82413,-137.81631,-591.4428,-354.48843,-216.74095,4785.495,28768.607,3360.9595,-676.2724,-195.8542,24099.79,10468.752,-158.55765,-228.88148,-705.6098,6799.1777,-180.8358,-144.22934,-29.780294,11844.375,23344.139,19400.053,19306.531,43805.938,4789.3213,-256.95444,58417.754,49042.406
aes_32_2_keyfind_1.cnf,1.0,528.0,5016.0,312.0,4584.0,0.692307692,0.094240838,0.0,0.068062827,0.351657941,0.703201889,0.0,1.0,1.998197073,0.018864389,0.24412938,0.006410256,0.025641026,1.430374903,0.0,0.006980803,0.104712042,0.0,0.018864389,0.663170954,0.001745201,0.033813264,3.301647554,0.015904252,0.022448124,0.0,0.1,1.32412829,0.002194086,0.459746653,0.0004363,0.004799302,2.748766809,0.145287958,0.003096053,0.430308727,0.00109075,0.005235602,0.0,0.051734312,0.271032806,0.003272251,0.071335079,4.736210982,0.634919137,0.192015554,0.232835201,0.768595041,3.132136037,9.2,-0.01581864,-0.011649526,1.1046079,-0.024426164,2.433753,0.31246054,-0.03602959,3.5747414,3.0228906,1.620119,-0.01679587,-0.014000566,-0.015911551,-0.008786903,-0.030316994,1.5413259,0.77478725,-0.029078713,-0.0073899995,0.4229138,3.2970202,-0.020563785,-0.0029906642,3.8891144,-0.00070941634,-0.007847893,-0.04924728,3.1928844,2.5990682,-0.0012035498,-0.03788185,1.168863,1.8583143,2.9404871,0.77077883,-0.014621106,-0.03290911,0.2585333,-0.039610986,-0.033583894,-0.0488526,-0.0025901245,0.007477358,-0.00829801,-0.031419147,-0.034067478,-0.00041662937,1.4851645,-0.0034911039,-0.04377379,-0.037210353,-0.0061787185,-0.0008612513,-0.020753676,-0.013312132,-0.0025924477,3.014234,2.3087025,3.5736809,6.474841,2.243872,-0.010728611,4.53517,3.1549354
manthey_single-ordered-initialized-w48-b7.cnf,1.0,9912.0,81505.0,5580.0,67156.0,0.776344086,0.213666687,0.16,0.083090119,0.538578342,0.575697084,0.0,1.0,1.026035349,0.000663568,0.807429982,0.000358423,0.010215054,0.914532784,0.0,0.210286497,0.875275478,0.02,0.000663568,2.547875851,0.000134016,0.013639883,1.226977966,0.617296102,0.167596259,0.001092896,0.893719807,1.189952515,0.000313359,3.196656173,1.4891e-05,0.008309012,0.849578505,0.652942403,0.000654193,2.212195388,0.000119126,0.011614748,0.04,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,31874.195,-3037.2344,103263.484,-695.14874,432066.5,107786.15,-1460.9866,12457.442,310792.25,336688.75,12802.957,-1725.3387,-2417.2866,51213.348,-4873.524,420815.97,-137.94946,-1274.8636,-996.7122,-3319.2568,36993.164,-2574.1643,-2828.062,1027741.75,-1402.829,25795.402,-5733.5234,366261.22,404998.6,-1409.9941,-4076.7502,-528.3239,523084.12,649419.8,370279.66,12676.773,-4536.6704,-457.2344,-8469.143,-3461.0227,-4796.43,61498.594,259226.05,251818.45,-5789.975,-2434.0732,152155.48,318516.5,-100.37357,-3872.045,-6529.074,27031.348,-1420.6273,-3664.62,-1180.5448,55650.29,590574.9,367815.84,277963.72,669994.6,108641.7,-2738.356,554075.1,243125.2
manthey_DimacsSorterHalf_30_3.cnf,1.0,3740.0,11875.0,2006.0,9334.0,0.86440678,0.272230555,0.02,0.21491322,0.262731233,1.207028645,0.0,1.0,1.304487204,0.001304475,0.354985711,0.000997009,0.00997009,1.058947116,0.0,0.576708807,0.864795372,-0.0,0.001304475,0.551800424,0.000642811,0.021105635,2.233986771,0.179856698,0.139429667,0.0,0.692307692,2.703905077,0.000874599,0.641498584,0.000107135,0.016605957,2.192061614,0.759588601,0.001102328,0.473554631,0.000428541,0.013070495,-0.0,0.001778141,1.053948605,0.000535676,0.030426398,3.209540999,0.183352513,0.452696967,0.007116383,0.549450549,3.29490096,0.12,-0.2643937,-0.07113641,-0.8022603,-1.2972491,21.05683,13.482286,-1.2231256,84.046684,120.98582,60.90163,-2.1406696,-0.23325305,-0.48994622,-0.3050995,-1.9120971,119.03011,11.5911455,17.819256,-0.44788516,0.16389154,94.150345,-1.6216501,-0.49005026,142.43306,-0.42088223,23.791313,-2.4483016,223.69727,11.491059,-0.41127002,-2.1054337,35.873802,79.51977,100.46531,78.49583,-0.6751037,-1.8326982,-0.37742963,-1.1204802,-1.2702729,-1.7874132,99.27463,64.98364,-1.5371476,-2.4935699,-0.29905435,-1.055367,144.61034,-1.0361642,-0.3859648,-1.5475851,-0.8697191,-0.6947867,-0.09216224,-0.9643206,4.9484453,94.91765,-0.16898336,16.229904,295.93173,82.14568,36.930786,256.22546,230.85713
