@RELATION FEATURE_VALUES-SAT11-RANDOM

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC

@DATA
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1050579435-065.SATISFIABLE.cnf,1.0,400.0,1704.0,390.0,1695.0,0.0256,0.0053,0.2301,0.4918,0.5905,0.0,1.0,0.7116,0.0078,0.0633,0.0077,0.0128,0.1599,0.0,0.0,0.9634,0.0078,0.2911,0.0029,0.0159,2.6807,0.227,0.1687,0.0,0.7273,3.2897,0.0037,0.4044,0.0006,0.0088,2.3184,0.4808,0.0153,0.2873,0.0059,0.0307,0.0118,0.2383,0.0047,0.0248,2.9497,0.108,0.2414,0.0532,0.2308,2.3037,4.0,0.0,4.0,4.0,0.0,3942.4286,0.0159,3890.0,4049.0,4049.0,3890.0,4031.0,3895.0,3908.0,25.0119,0.088,21.6334,28.9345,28.9345,21.6334,27.1845,23.9381,24.3153,0.3957,0.5759,0.0016,0.8954,0.7222,0.0965,0.5709,0.2014,0.3919,0.0849,0.6414,0.0063,0.312,0.1551,0.0284,0.1114,0.0415,0.0787,14.6622,0.3748,86.4966,0.0812,86.0,78.0,95.0,0.9477,0.2098,0.8528,0.0441,11.7781,0.278,86.5795,0.0809,87.0,77.0,96.0,0.3722,0.3889,0.8404,0.0385,0.3328,0.5981,0.09696007,1.2468256,1.4653585,0.5002262,-0.04092261,-0.047919996,3.1161516,1.6105673,0.02883486,-0.03366578,0.79466623,3.8174741,0.44701,4.306568,-0.044817,0.6847262,2.1329868,-0.03627475,1.74371,1.0664102,-0.027219584,2.272196,0.8949995,-0.039107576,-0.0323065593838691,1.2676435708999634,0.5467684864997864,2.1811530590057373,-0.0394933559000492,0.0033792755566537,11.859878540039062,5.637461185455322,6.566709041595459,-0.0375521183013916,1.2721223831176758,11.144871711730955,1.428966045379639,1.8178340196609497,7.170010089874268,0.3597714900970459,3.923534631729126,0.2644500434398651,2.167160987854004,0.0286884773522615,0.027445139363408,0.9764909148216248,3.827744722366333,4.2986321449279785
SAT11/random/medium/unif-k7-r89-v80-c7120-S1494985128-003.UNKNOWN.cnf,1.0,80.0,7120.0,80.0,7120.0,0.0,0.0,0.0112,0.3152,0.6743,0.1429,1.0,1.0077,0.0875,0.0,0.0875,0.0875,0.0,0.0,0.0,0.0,0.0875,0.0363,0.0781,0.0955,3.7743,0.0314,0.0234,0.0,0.1033,2.0472,0.0057,0.16,0.0038,0.0077,2.9809,0.0646,0.0111,0.0,0.0111,0.0111,?,?,?,?,?,?,?,?,?,?,2.0,0.0,2.0,2.0,0.0,4386.8,0.0164,4324.0,4494.0,4494.0,4324.0,4453.0,4328.0,4335.0,28.385,0.0109,28.123,28.9784,28.9784,28.123,28.3946,28.185,28.2442,0.0634,0.7208,0.0009,0.1974,0.133,0.0105,0.0917,0.03,0.0543,0.0001,0.3928,0.0,0.0002,0.0001,0.0,0.0001,0.0,0.0001,9.6756,0.2617,13.67,0.1963,14.0,10.0,17.0,1.9441,0.3,0.8739,0.0962,9.4993,0.2655,13.7078,0.2041,14.0,10.0,17.0,1.7553,0.4243,0.8727,0.1027,0.6752,0.766,679341.9,343531.9,4067405.5,2045502.4,5671.0557,160037.4,3221196.2,3758814.5,1293.8323,40727.05,889807.1,714030.9,637833.94,1290123.5,160687.53,510408.75,2410755.5,0.0012884391,398411.28,1547890.1,-0.0021468168,569744.5,2149108.8,2561.4536,5008.2060546875,1788764.75,1618399.25,349243.09375,12562.2470703125,219526.09375,1847411.0,2147126.5,938654.375,0.0007943903910927,2503538.5,3386991.5,784714.0,3734332.5,1923435.25,568788.875,3473526.5,1164864.25,617517.125,178108.84375,15790.2314453125,2728180.0,889468.8125,767334.5
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S196779284-038.SATISFIABLE.cnf,1.0,100.0,2130.0,100.0,2130.0,0.0,0.0,0.0469,0.3816,0.6472,0.2,1.0,0.8454,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0944,0.0399,0.0606,3.4873,0.0996,0.0672,0.0084,0.3333,3.0448,0.01,0.1975,0.0042,0.0164,2.7488,0.2005,0.0458,0.0137,0.0437,0.0465,0.1193,0.0641,0.0934,0.1451,4.1845,0.116,0.055,0.0975,0.1387,1.0554,2.697,0.1704,2.0,3.0,0.6134,4287.7143,0.0152,4207.0,4396.0,4396.0,4207.0,4341.0,4228.0,4252.0,23.4401,0.0404,22.2676,25.3549,25.3549,22.2676,23.7566,22.6406,23.5055,0.2024,0.6069,0.0138,0.5684,0.3755,0.0468,0.2839,0.1062,0.2011,0.0021,0.6136,0.0005,0.0065,0.0039,0.0009,0.0026,0.0011,0.0017,7.9162,0.3319,20.2748,0.1675,20.0,16.0,25.0,1.6048,0.2618,0.8746,0.0846,6.9566,0.3481,20.2583,0.1674,20.0,16.0,25.0,1.1925,0.4216,0.8605,0.0776,0.5695,0.7139,925.21686,939.0912,7422.6265,3459.1968,6.967937,493.02383,8256.241,7148.1523,6.281588,25.511633,2003.4615,3958.0903,1839.9218,3607.0723,381.23868,1211.4329,4246.28,-0.00434776,2165.6226,2924.47,-0.0025481996,2310.5908,3941.465,-0.004035956,-0.0046107075177133,3216.681884765625,2463.535888671875,930.06396484375,55.17867660522461,435.6887512207031,7072.35888671875,6269.857421875,4555.35546875,-0.0084080081433057,4731.333984375,10458.3369140625,2279.836669921875,6782.17333984375,6081.9150390625,870.0704956054688,7302.22021484375,1568.3760986328125,1590.7073974609375,257.7935791015625,66.16072082519531,4559.2685546875,3496.510986328125,2768.1015625
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S204737200-067.SATISFIABLE.cnf,1.0,500.0,2130.0,481.0,2111.0,0.0395,0.009,0.2279,0.4875,0.5987,0.0,1.0,0.7884,0.0064,0.0887,0.0062,0.0104,0.2428,0.0,0.0,0.9417,0.0064,0.2964,0.0024,0.0185,2.7086,0.2356,0.1779,0.0,1.0,3.3698,0.0031,0.3926,0.0005,0.0076,2.2844,0.4837,0.0127,0.2938,0.0047,0.0369,0.0097,0.2625,0.0033,0.0256,3.0233,0.1059,0.2573,0.0511,0.2923,2.2965,4.0,0.0,4.0,4.0,0.0,3878.0,0.0145,3793.0,3986.0,3986.0,3793.0,3918.0,3845.0,3866.0,28.1771,0.0558,25.6268,30.6965,30.6965,25.6268,29.6004,26.8496,28.0243,0.4067,0.556,0.0023,1.0,0.7225,0.0894,0.5869,0.2217,0.4,0.0906,0.6304,0.004,0.4455,0.171,0.0293,0.1213,0.0459,0.0816,16.0746,0.3046,106.608,0.0718,107.0,97.0,116.0,0.9301,0.2108,0.8565,0.0418,12.9986,0.2664,106.557,0.0711,106.0,97.0,116.0,0.3466,0.3827,0.8448,0.0333,0.3285,0.5586,0.26629403,2.1124005,3.6187797,1.3773812,-0.013456386,-0.041725345,7.6717653,4.0466285,0.05390682,-0.0071850917,2.2057674,8.085614,1.7008703,8.699048,0.0462537,2.077729,3.9457884,-0.020578895,4.1542387,2.0301726,-0.019065676,4.848387,1.9846011,-0.02646001,-0.0245470143854618,2.4624860286712646,1.071725845336914,5.182438850402832,0.0531061626970768,0.0912315919995307,26.282516479492188,13.86306381225586,14.09564208984375,-0.0179384592920541,2.7098875045776367,24.45852470397949,3.5114688873291016,4.110748291015625,15.070879936218262,0.880074679851532,7.638735294342041,0.4209519922733307,5.00626802444458,0.0951486676931381,0.0671680122613906,1.8215752840042116,8.8111572265625,9.66213607788086
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S29470018-050.UNKNOWN.cnf,1.0,650.0,2769.0,630.0,2742.0,0.0317,0.0098,0.2298,0.4941,0.5832,0.0,1.0,0.7334,0.0048,0.0734,0.0048,0.0079,0.1893,0.0,0.0,0.9566,0.0048,0.3034,0.0018,0.0109,2.7576,0.2255,0.1654,0.0,1.0,3.331,0.0023,0.3827,0.0004,0.0055,2.2786,0.4876,0.0096,0.3026,0.0036,0.0212,0.0074,0.25,0.0026,0.0171,3.0049,0.1044,0.2482,0.0518,0.3307,2.2799,4.0032,0.0141,4.0,5.0,0.0215,3728.2857,0.0247,3649.0,3880.0,3880.0,3649.0,3862.0,3652.0,3689.0,33.4392,0.0642,31.6993,36.7992,36.7992,31.6993,36.769,31.7103,32.2231,0.3929,0.5581,0.0039,1.0,0.6982,0.1208,0.5644,0.2147,0.3732,0.086,0.6748,0.0029,0.329,0.1678,0.0259,0.1148,0.0431,0.0721,24.0929,0.2315,138.712,0.0656,139.0,127.0,150.0,0.8854,0.2037,0.8526,0.0324,19.0931,0.2223,138.648,0.0617,139.0,128.0,150.0,0.2891,0.3532,0.839,0.0302,0.3046,0.496,0.3617958,2.4178252,4.9339266,1.8864446,-0.025561418,0.040459346,7.417728,5.6102085,0.043813497,-0.012082014,1.596471,7.28067,1.4917891,6.407316,0.053941302,1.0856724,5.2617216,-0.013807965,3.559002,2.7002614,-0.015207371,4.644263,2.9172904,-0.01701992,-0.0180606395006179,3.4721157550811768,1.2747159004211426,3.089819431304932,0.0368686914443969,0.0850693807005882,18.960329055786133,9.835976600646973,10.639165878295898,-0.0200440771877765,4.217809677124023,19.03986549377441,3.5508036613464355,5.20921516418457,12.16232204437256,1.2935174703598022,9.262340545654297,0.815873384475708,3.661348581314087,0.0657853186130523,0.0901333913207054,2.457039833068848,6.347413539886475,7.187750339508057
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S8215859-049.SATISFIABLE.cnf,1.0,750.0,3195.0,736.0,3182.0,0.019,0.0041,0.2313,0.498,0.5882,0.0,1.0,0.6953,0.0041,0.0581,0.0041,0.0068,0.1276,0.0,0.0,0.9739,0.0041,0.283,0.0016,0.0101,2.6699,0.2133,0.1655,0.0,0.7143,3.3035,0.0021,0.405,0.0,0.005,2.3552,0.5006,0.0082,0.2816,0.0031,0.0195,0.0062,0.2373,0.0025,0.0154,2.9135,0.1058,0.2402,0.0424,0.3333,2.2615,4.0109,0.0259,4.0,5.0,0.06,1638.5,0.5449,891.0,3560.0,3275.0,907.0,2643.0,1015.0,1162.0,32.0603,0.1713,26.1975,45.0194,42.3432,26.5667,36.159,29.06,30.2593,0.3933,0.5749,0.0008,0.9415,0.7113,0.0868,0.5653,0.2055,0.3856,0.0882,0.6645,0.0038,0.3233,0.1719,0.0248,0.1149,0.0462,0.0751,24.6381,0.2655,163.249,0.0597,163.0,151.0,176.0,0.8645,0.2136,0.8522,0.031,19.3264,0.2297,162.655,0.0593,162.0,150.0,175.0,0.2684,0.3708,0.839,0.0289,0.3003,0.5207,0.3613163,1.935917,3.590813,1.5591756,-0.038403764,-0.034706544,4.573241,3.9504855,0.09645398,-0.038693525,1.037183,4.804576,0.5731097,5.0267286,0.056463894,0.85278326,4.038471,-0.029573116,1.9577782,1.7762302,-0.027528271,3.0227857,2.0530922,-0.036906186,-0.0317480079829692,2.9134082794189453,1.0098145008087158,2.5614333152771,-0.0297764800488948,0.0814826339483261,14.85639190673828,7.235238552093506,7.808894157409668,-0.0334593430161476,2.800368309020996,14.19697093963623,2.1710355281829834,4.086180686950684,9.34425449371338,0.8427950739860535,7.001701831817627,0.6051368713378906,2.9969184398651123,0.0490894615650177,0.0523506924510002,2.166303396224976,4.877781391143799,5.391507148742676
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S525571208-063.SATISFIABLE.cnf,1.0,650.0,2769.0,632.0,2752.0,0.0285,0.0062,0.2297,0.5043,0.5878,0.0,1.0,0.764,0.0048,0.0751,0.0047,0.0095,0.1897,0.0,0.0,0.9571,0.0048,0.28,0.0018,0.0105,2.6778,0.2178,0.1736,0.0,1.0,3.3157,0.0024,0.4076,0.0,0.0073,2.3521,0.4956,0.0096,0.2806,0.0036,0.02,0.0073,0.2441,0.0022,0.0149,2.9675,0.1047,0.242,0.0499,0.2857,2.2819,4.0,0.0,4.0,4.0,0.0,3787.2857,0.0313,3699.0,4042.0,4042.0,3699.0,3879.0,3709.0,3723.0,34.9412,0.0929,31.3497,40.3241,40.3241,31.3497,39.4885,32.6969,33.7166,0.3944,0.5808,0.0024,1.0,0.727,0.0895,0.5558,0.2085,0.3872,0.0871,0.6193,0.0019,0.2955,0.1632,0.0277,0.118,0.0454,0.0758,20.8806,0.2792,139.951,0.0623,140.0,129.0,151.0,0.8731,0.2145,0.8502,0.0329,16.5366,0.2538,140.283,0.063,140.0,129.0,152.0,0.2942,0.3662,0.8392,0.0305,0.3097,0.5633,0.42859477,2.337708,6.1567597,2.4882472,-0.033333357,-0.014388125,6.996338,6.2828,0.009465006,-0.034314625,1.5055608,4.702312,0.8656048,5.7387824,0.14777407,1.1243225,5.320084,-0.034499124,2.050788,3.0780349,-0.027245648,4.0403314,3.8177893,-0.036545645,-0.0359105914831161,3.481268882751465,2.1232736110687256,3.072484016418457,-0.0249945577234029,0.2270737439393997,15.18036937713623,8.114523887634277,7.894212245941162,-0.0276961289346218,4.939187049865723,14.95734977722168,3.0566518306732178,6.34776496887207,9.768375396728516,1.409920334815979,8.567099571228027,1.2014267444610596,3.462214946746826,0.4084720015525818,0.0352058485150337,3.390862226486206,5.184924125671387,5.876569747924805
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1971541934-090.UNKNOWN.cnf,1.0,700.0,2982.0,685.0,2968.0,0.0219,0.0047,0.2308,0.4916,0.5892,0.0,1.0,0.6845,0.0044,0.0557,0.0044,0.0058,0.1323,0.0,0.0,0.9707,0.0044,0.2767,0.0017,0.0091,2.6727,0.2071,0.1561,0.0,0.7143,3.246,0.0022,0.3692,0.0,0.0051,2.2695,0.4943,0.0088,0.2754,0.0034,0.0179,0.0067,0.2275,0.0027,0.0138,2.9085,0.1045,0.2291,0.0488,0.2222,2.2201,4.0073,0.0213,4.0,5.0,0.0432,3660.8571,0.0297,3513.0,3865.0,3865.0,3513.0,3733.0,3548.0,3661.0,35.7234,0.0716,33.3335,39.7428,39.7428,33.3335,39.3315,33.4204,34.8265,0.3769,0.5944,0.0003,0.8975,0.6931,0.0724,0.5486,0.1884,0.3651,0.0806,0.6695,0.0048,0.3098,0.1552,0.0245,0.1107,0.0385,0.0673,27.9305,0.2108,150.576,0.0648,151.0,139.0,162.0,0.8825,0.2059,0.8503,0.0332,21.6443,0.2071,150.77,0.0593,151.0,139.0,162.0,0.2774,0.364,0.8353,0.0295,0.3012,0.4952,0.15501821,1.9744791,3.4834554,1.1011422,-0.028000647,-0.046438906,4.10797,4.223401,0.14107789,-0.032376777,0.89729524,4.496725,0.4592538,5.241087,-0.025898559,0.7618941,3.657126,-0.027181784,1.6874225,2.100297,-0.025106559,3.0193114,2.4225893,-0.0334059,-0.0291858650743961,2.887045621871948,1.6243515014648438,2.651984214782715,-0.0242586657404899,0.2346078753471374,13.971477508544922,6.218190670013428,7.008860111236572,-0.028215616941452,2.9377400875091557,12.344902992248535,2.160206794738769,4.587827205657959,8.942532539367676,1.2852545976638794,6.563442230224609,0.7180972099304199,2.7466869354248047,0.158436968922615,0.0194154549390077,2.3427541255950928,4.305389404296875,5.557487964630127
SAT11/random/large/unif-k5-r20-v1500-c30000-S1180959030-088-UNKNOWN.cnf,1.0,1500.0,30000.0,1500.0,30000.0,0.0,0.0,0.05,0.3765,0.652,0.2,1.0,0.8353,0.0033,0.0,0.0033,0.0033,0.0,0.0,0.0,0.0,0.0033,0.1024,0.002,0.0047,3.7202,0.0826,0.0626,0.0,0.3269,3.0528,0.0006,0.2321,0.0002,0.0011,2.8801,0.1882,0.0117,0.0907,0.0073,0.016,?,?,?,?,?,?,?,?,?,?,3.0,0.0,3.0,3.0,0.0,25.3017,0.2777,15.0,58.0,34.0,18.0,28.0,21.0,24.0,66.7184,0.1406,46.75,107.3333,78.32,57.04,73.55,60.2609,65.5,0.1732,0.6858,0.0,0.5748,0.3481,0.0313,0.2506,0.0787,0.1557,0.0028,0.6628,0.0002,0.019,0.0052,0.001,0.0036,0.0015,0.0024,80.5742,0.3424,286.632,0.0858,288.0,268.0,307.0,0.9948,0.2807,0.8611,0.09,63.4,0.2824,287.744,0.1033,289.0,271.0,307.0,0.2992,0.8051,0.8446,0.0564,0.4705,0.5624,501.91776,868.01276,5401.4355,2275.1614,5.309668,158.60507,6603.8774,5041.3965,3.899563,8.950381,1467.1885,2667.9792,1430.7412,3037.8132,259.80212,821.47864,3170.7346,10.895739,1742.9652,2213.4802,-0.0015377246,1772.5735,2984.97,1.5026652,13.825871467590332,2327.73291015625,1844.52001953125,772.2809448242188,58.142208099365234,338.2454833984375,6049.93017578125,5157.19873046875,3731.51123046875,5.880716800689697,3422.85205078125,8184.06396484375,1950.4708251953125,4833.8896484375,4903.06982421875,648.9306030273438,5752.08935546875,1173.7779541015625,1027.1380615234375,77.87609100341797,12.372336387634276,3214.235107421875,2915.81494140625,2146.96533203125
SAT11/random/medium/unif-k7-r89-v50-c4450-S879384975-017.SATISFIABLE.cnf,1.0,50.0,4450.0,50.0,4450.0,0.0,0.0,0.0112,0.3123,0.675,0.1429,1.0,0.9991,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.0386,0.1288,0.1515,3.5411,0.0329,0.0278,0.0,0.0969,2.0856,0.009,0.1358,0.0063,0.0112,2.8115,0.0643,0.011,0.0,0.011,0.011,?,?,?,?,?,?,?,?,?,?,2.0,0.0,2.0,2.0,0.0,4579.2,0.01,4535.0,4657.0,4657.0,4535.0,4598.0,4535.0,4571.0,19.771,0.0144,19.361,20.218,20.218,19.361,19.9094,19.6602,19.7066,0.066,0.8165,0.0002,0.1851,0.1533,0.0097,0.1042,0.0234,0.0526,0.0001,0.386,0.0,0.0001,0.0001,0.0,0.0001,0.0,0.0001,6.9226,0.2887,8.8739,0.2347,9.0,6.0,12.0,2.1981,0.3437,0.8909,0.1169,6.4924,0.3019,8.9038,0.2363,9.0,6.0,12.0,1.9502,0.4332,0.8765,0.1178,0.705,0.778,291922.7,124485.86,1905799.6,924572.94,-0.00028091823,19196.654,1271273.0,2116100.5,491.19522,-0.00029363335,239314.95,491315.53,180963.34,404117.6,98045.35,160673.8,1223907.8,5979.85,72823.8,927952.6,-0.0008286432,196386.86,1105828.4,67.69405,-0.0004229896585457,910476.8125,731849.125,109050.65625,-2.4687213226570748e-05,76253.1875,370009.84375,426715.03125,148674.3125,452.3328552246094,1203719.125,1130590.5,583080.375,1997933.25,736596.9375,355566.3125,1961973.25,457372.40625,172574.703125,127424.109375,0.015962041914463,1509122.875,152258.6875,238901.515625
