@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE GNN_c6 NUMERIC
@ATTRIBUTE GNN_c14 NUMERIC
@ATTRIBUTE GNN_c29 NUMERIC

@DATA
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar29.100.cnf,1.0,0.04,0.0,1.98,0.64,2.06,2.18,2.0,0.0142939090728759,0.0029299259185791,0.0118589401245117
instances/Sat_Data/bmc/bmc08-100/intel013.100.cnf,1.0,12.48,1.62,2.04,36.68,9.5,9.22,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/counterp0.100.cnf,1.0,0.0,0.0,0.0,0.08,2.1,2.4,2.0,0.0121736526489257,0.0015637874603271,0.0083320140838623
instances/Sat_Data/bmc/bmc08-100/intel045.100.cnf,1.0,0.5,0.06,2.0,3.52,2.32,2.34,2.04,0,0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisns2p0.100.cnf,1.0,0.4,0.08,1.98,3.04,2.28,2.26,2.02,0.0961277484893798,0.0096426010131835,0.0971753597259521
instances/Sat_Data/bmc/bmc08-100/nusmvreactorp3.100.cnf,1.0,0.1,0.04,0.3,1.74,2.08,2.1,2.02,0.0849082469940185,0.0052652359008789,0.0329253673553466
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p07.100.cnf,1.0,0.66,0.1,2.0,3.92,2.42,2.44,2.0,0.2026104927062988,0.0151991844177246,0.190697431564331
instances/Sat_Data/bmc/bmc08-100/neclaftp3001.100.cnf,1.0,4.62,0.64,2.0,13.44,4.8,4.72,2.02,10.107503175735474,0.1509664058685302,11.669108152389526
instances/Sat_Data/bmc/bmc08-100/intel011.100.cnf,1.0,0.42,0.06,1.98,3.16,2.26,2.3,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/eijkS953.100.cnf,1.0,0.12,0.02,1.98,2.32,2.08,2.12,2.0,0.1634581089019775,0.1869404315948486,0.1313791275024414
instances/Sat_Data/bmc/bmc08-100/kenoopp2.100.cnf,1.0,0.08,0.0,0.42,1.16,2.06,2.12,2.0,0.0167384147644042,0.001941442489624,0.0159742832183837
instances/Sat_Data/bmc/bmc08-100/intel004.100.cnf,1.0,0.02,0.02,1.98,0.6,2.1,2.2,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisvending10.100.cnf,1.0,0.12,0.02,1.98,1.62,2.08,2.12,2.0,0.0275845527648925,0.0039267539978027,0.0236096382141113
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p08.100.cnf,1.0,0.64,0.1,2.0,3.84,2.46,2.46,2.0,0.1828045845031738,0.014308214187622,0.191047191619873
instances/Sat_Data/bmc/bmc08-100/139453p23.100.cnf,1.0,1.02,0.12,1.98,4.46,2.64,2.64,2.1,0.5410919189453125,0.0383341312408447,0.4983747005462646
instances/Sat_Data/bmc/bmc08-100/intel056.100.cnf,1.0,0.16,0.02,1.98,2.46,2.14,2.12,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/kenflashp12.100.cnf,1.0,0.18,0.04,2.0,2.54,2.14,2.14,2.02,0.1071085929870605,0.0141353607177734,0.1065442562103271
instances/Sat_Data/bmc/bmc08-100/texasPImainp01.100.cnf,1.0,0.24,0.02,1.98,2.6,2.16,2.2,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/bjrb07amba2andenv.100.cnf,1.0,0.24,0.04,1.98,2.78,2.18,2.18,2.02,0.0795590877532959,0.0087120532989501,0.0776958465576171
instances/Sat_Data/bmc/bmc08-100/nusmvtcasp3.100.cnf,1.0,0.36,0.06,1.98,3.14,2.28,2.28,2.02,0.1549251079559326,0.0117695331573486,0.1343615055084228
instances/Sat_Data/bmc/bmc08-100/dme6ptimo.100.cnf,1.0,0.28,0.04,1.98,2.76,2.2,2.2,2.14,0.046365737915039,0.0089588165283203,0.0355443954467773
instances/Sat_Data/bmc/bmc08-100/139454p22.100.cnf,1.0,1.52,0.2,1.98,5.68,3.0,2.92,2.24,0.7169899940490723,0.0534024238586425,0.8187386989593506
instances/Sat_Data/bmc/bmc08-100/bj08vendingcycle.100.cnf,1.0,0.12,0.02,1.98,1.46,2.08,2.08,2.0,0.0360300540924072,0.0048549175262451,0.0291769504547119
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar10.100.cnf,1.0,0.02,0.0,1.98,0.5,2.12,2.28,2.0,0.0085172653198242,0.0018646717071533,0.0075364112854003
instances/Sat_Data/bmc/bmc08-100/dme3p1.100.cnf,1.0,0.14,0.02,0.36,2.22,2.12,2.1,2.02,0.0251755714416503,0.0056848526000976,0.0202953815460205
instances/Sat_Data/bmc/bmc08-100/prodconsp1negnv.100.cnf,1.0,0.1,0.02,1.98,1.38,2.08,2.1,2.0,0.0271956920623779,0.0060701370239257,0.0225846767425537
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar17.100.cnf,1.0,0.02,0.02,0.08,0.5,2.08,2.32,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/139454p1neg.100.cnf,1.0,1.52,0.2,2.0,5.72,2.94,2.94,2.12,0.8125803470611572,0.0534460544586181,0.7655301094055176
instances/Sat_Data/bmc/bmc08-100/pdtvisrethersqo1.100.cnf,1.0,0.12,0.0,1.98,1.6,2.1,2.1,2.0,0.0361182689666748,0.0132052898406982,0.0297601222991943
instances/Sat_Data/bmc/bmc08-100/nusmvguidancep7.100.cnf,1.0,0.16,0.02,1.98,2.44,2.12,2.12,2.0,0.0794680118560791,0.012892723083496,0.0762858390808105
instances/Sat_Data/bmc/bmc08-100/139444p5.100.cnf,1.0,0.98,0.14,2.0,4.94,2.62,2.62,2.06,0.4892098903656006,0.03611421585083,0.4076290130615234
instances/Sat_Data/bmc/bmc08-100/pdtpmsam2901.100.cnf,1.0,0.38,0.06,2.0,3.1,2.3,2.26,2.0,0.2075247764587402,0.053720474243164,0.2033946514129638
instances/Sat_Data/bmc/bmc08-100/viscoherencep1.100.cnf,1.0,0.2,0.02,1.98,2.16,2.14,2.14,2.0,0.043170690536499,0.0044343471527099,0.0377054214477539
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar06.100.cnf,1.0,0.04,0.0,1.2,0.5,2.06,2.26,2.0,0.0136480331420898,0.0020310878753662,0.0122015476226806
instances/Sat_Data/bmc/bmc08-100/139463p6neg.100.cnf,1.0,1.64,0.22,2.0,6.14,3.02,3.0,2.0,0.9136569499969482,0.0557754039764404,1.00403094291687
instances/Sat_Data/bmc/bmc08-100/eijkS1423.100.cnf,1.0,0.18,0.02,1.98,2.48,2.12,2.16,2.0,0.0943653583526611,0.0129461288452148,0.0870099067687988
instances/Sat_Data/bmc/bmc08-100/visprodcellp07.100.cnf,1.0,0.44,0.06,1.98,3.04,2.28,2.26,2.0,0.2649388313293457,0.0097253322601318,0.1315884590148925
instances/Sat_Data/bmc/bmc08-100/139462p23.100.cnf,1.0,1.06,0.14,1.98,4.72,2.68,2.64,2.04,0.6422145366668701,0.0402638912200927,0.6028022766113281
instances/Sat_Data/bmc/bmc08-100/intel021.100.cnf,1.0,0.28,0.04,1.98,2.88,2.2,2.2,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/prodconsp5.100.cnf,1.0,0.1,0.02,1.96,1.38,2.08,2.1,2.0,0.0286929607391357,0.0054669380187988,0.0230298042297363
instances/Sat_Data/bmc/bmc08-100/kenflashp08.100.cnf,1.0,0.14,0.02,0.76,2.42,2.1,2.12,2.04,0,0,0
instances/Sat_Data/bmc/bmc08-100/shortp0neg.100.cnf,1.0,0.0,0.0,0.02,0.1,2.12,2.54,2.0,0.0095398426055908,0.0019638538360595,0.0090715885162353
instances/Sat_Data/bmc/bmc08-100/eijkS510.100.cnf,1.0,0.08,0.0,1.98,1.52,2.08,2.16,2.0,0.0445449352264404,0.0170409679412841,0.0361132621765136
instances/Sat_Data/bmc/bmc08-100/pdtvistictactoe10.100.cnf,1.0,0.14,0.0,1.98,2.38,2.12,2.14,2.0,0.0549726486206054,0.005056619644165,0.0504157543182373
instances/Sat_Data/bmc/bmc08-100/texasparsesysp3.100.cnf,1.0,0.08,0.02,1.98,1.5,2.08,2.14,2.0,0.0223879814147949,0.0033502578735351,0.0161850452423095
instances/Sat_Data/bmc/bmc08-100/bj08amba2g4f3.100.cnf,1.0,2.3,0.32,2.0,8.54,3.48,3.48,2.02,2.8645331859588623,0.069775104522705,2.7812576293945312
instances/Sat_Data/bmc/bmc08-100/intel025.100.cnf,1.0,0.76,0.1,1.98,4.16,2.48,2.46,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/intel005.100.cnf,1.0,0.12,0.0,1.98,2.1,2.08,2.06,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/kenflashp10.100.cnf,1.0,0.56,0.08,1.98,3.62,2.4,2.36,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar03.100.cnf,1.0,0.02,0.02,1.98,0.5,2.1,2.28,2.0,0.0117847919464111,0.0020258426666259,0.0090348720550537
instances/Sat_Data/bmc/bmc08-100/intel007.100.cnf,1.0,0.92,0.12,2.0,4.36,2.56,2.58,2.36,0,0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a06.100.cnf,1.0,0.12,0.02,1.98,1.6,2.1,2.1,2.0,0.0329160690307617,0.0035998821258544,0.0255849361419677
instances/Sat_Data/bmc/bmc08-100/intel065.100.cnf,1.0,2.32,0.28,2.02,8.24,3.38,3.4,2.02,0,0,0
instances/Sat_Data/bmc/bmc08-100/dme4ptimonegnv.100.cnf,1.0,0.18,0.04,1.98,2.5,2.14,2.14,2.04,0.1016352176666259,0.0067331790924072,0.0266840457916259
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar15.100.cnf,1.0,0.02,0.02,0.24,0.5,2.12,2.24,2.0,0.0146429538726806,0.0018579959869384,0.0135872364044189
instances/Sat_Data/bmc/bmc08-100/pdtpmsvsa16a.100.cnf,1.0,0.28,0.02,1.98,2.82,2.18,2.2,2.0,0.1240911483764648,0.0157270431518554,0.0779612064361572
instances/Sat_Data/bmc/bmc08-100/pdtvisheap06.100.cnf,1.0,0.16,0.04,1.98,2.3,2.14,2.16,2.0,0.0418217182159423,0.0051138401031494,0.0350489616394043
instances/Sat_Data/bmc/bmc08-100/abp4ptimoneg.100.cnf,1.0,0.1,0.0,1.98,1.3,2.08,2.12,2.0,0.0325405597686767,0.0059366226196289,0.025423526763916
instances/Sat_Data/bmc/bmc08-100/pdtpmsvsar.100.cnf,1.0,0.08,0.02,1.98,1.74,2.08,2.1,2.0,0.0273973941802978,0.0075640678405761,0.0224637985229492
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p12.100.cnf,1.0,0.64,0.1,2.0,3.84,2.42,2.42,2.06,0.2081212997436523,0.018324851989746,0.190887451171875
instances/Sat_Data/bmc/bmc08-100/dme5p1.100.cnf,1.0,0.24,0.02,1.98,2.68,2.16,2.2,2.02,0.0409495830535888,0.0081219673156738,0.0315499305725097
instances/Sat_Data/bmc/bmc08-100/139453p5.100.cnf,1.0,1.02,0.14,1.98,4.48,2.62,2.64,2.22,0.5337538719177246,0.0371174812316894,0.4953179359436035
instances/Sat_Data/bmc/bmc08-100/csmacdp2neg.100.cnf,1.0,0.76,0.12,2.0,3.9,2.52,2.5,2.04,0.2812974452972412,0.0292737483978271,0.2810094356536865
instances/Sat_Data/bmc/bmc08-100/pdtvisgoodbakery1.100.cnf,1.0,1.14,0.16,2.0,4.9,2.76,2.76,2.04,0.575859546661377,0.02860689163208,0.6367738246917725
instances/Sat_Data/bmc/bmc08-100/intel033.100.cnf,1.0,4.16,0.54,2.0,12.08,4.56,4.4,2.34,0,0,0
instances/Sat_Data/bmc/bmc08-100/texasparsesysp2.100.cnf,1.0,0.08,0.02,1.98,1.54,2.08,2.12,2.0,0.017529010772705,0.0021414756774902,0.0131223201751708
instances/Sat_Data/bmc/bmc08-100/pdtpmscoherence.100.cnf,1.0,0.18,0.02,1.98,2.44,2.14,2.14,2.0,0.1191933155059814,0.0222494602203369,0.1047842502593994
instances/Sat_Data/bmc/bmc08-100/139444p6neg.100.cnf,1.0,1.0,0.14,1.98,5.0,2.62,2.62,2.02,0.4056007862091064,0.0368070602416992,0.4234213829040527
instances/Sat_Data/bmc/bmc08-100/pdtviseisenberg1.100.cnf,1.0,0.42,0.04,2.02,3.22,2.28,2.26,2.0,0.1766016483306884,0.012247085571289,0.1639418601989746
instances/Sat_Data/bmc/bmc08-100/pdtvisminmax0.100.cnf,1.0,0.08,0.02,1.98,0.78,2.08,2.14,2.0,0.0218188762664794,0.0038213729858398,0.0204124450683593
instances/Sat_Data/bmc/bmc08-100/bjrb07amba7andenv.100.cnf,1.0,5.06,0.7,2.02,15.26,5.28,5.16,2.0,14.672361135482788,0.1422574520111084,14.12295699119568
instances/Sat_Data/bmc/bmc08-100/srg5ptimonegnv.100.cnf,1.0,0.02,0.0,0.06,0.4,2.12,2.18,2.0,0.0121090412139892,0.0034301280975341,0.0118227005004882
instances/Sat_Data/bmc/bmc08-100/bj08amba3g62.100.cnf,1.0,1.64,0.22,2.0,6.1,3.04,3.08,2.04,1.2118902206420898,0.0451331138610839,1.143405199050903
instances/Sat_Data/bmc/bmc08-100/abp4p2ff.100.cnf,1.0,0.1,0.02,1.98,1.32,2.08,2.1,2.0,0.0307009220123291,0.0061345100402832,0.0226771831512451
instances/Sat_Data/bmc/bmc08-100/pdtpmsviper.100.cnf,1.0,1.48,0.22,2.0,5.6,2.96,3.0,2.24,1.662750005722046,0.2305717468261718,1.6071498394012451
instances/Sat_Data/bmc/bmc08-100/139453p24.100.cnf,1.0,1.04,0.16,1.98,4.56,2.7,2.64,2.04,0.5428893566131592,0.0382196903228759,0.505265474319458
instances/Sat_Data/bmc/bmc08-100/139452p0neg.100.cnf,1.0,0.6,0.1,1.98,3.52,2.44,2.38,2.02,0.2952425479888916,0.0249617099761962,0.2515943050384521
instances/Sat_Data/bmc/bmc08-100/139463p24.100.cnf,1.0,1.72,0.2,2.0,6.38,3.04,3.02,2.7,0.9340100288391112,0.0574467182159423,1.019047737121582
instances/Sat_Data/bmc/bmc08-100/texasPImainp02.100.cnf,1.0,0.24,0.02,1.98,2.7,2.18,2.18,2.0,0.006986379623413,0.0015082359313964,0.0056042671203613
instances/Sat_Data/bmc/bmc08-100/intel048.100.cnf,1.0,?,?,?,?,?,?,?,0,0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar18.100.cnf,1.0,0.04,0.0,0.28,0.54,2.06,2.24,2.0,0.0093474388122558,0.0021643638610839,0.0084455013275146
instances/Sat_Data/bmc/bmc08-100/kenflashp06.100.cnf,1.0,0.14,0.0,0.66,2.4,2.08,2.12,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/pdtpmsheap.100.cnf,1.0,0.16,0.02,1.98,2.12,2.14,2.16,2.0,0.1904590129852295,0.1022479534149169,0.1019933223724365
instances/Sat_Data/bmc/bmc08-100/eijkS444.100.cnf,1.0,0.04,0.0,1.98,0.78,2.08,2.2,2.0,0.0227179527282714,0.0105848312377929,0.0175511837005615
instances/Sat_Data/bmc/bmc08-100/intel036.100.cnf,1.0,5.56,0.74,2.0,16.34,5.44,5.3,2.54,0,0,0
instances/Sat_Data/bmc/bmc08-100/dme3ptimonegnv.100.cnf,1.0,0.14,0.02,0.38,2.2,2.1,2.12,2.0,0.0242643356323242,0.0053699016571044,0.0188696384429931
instances/Sat_Data/bmc/bmc08-100/visprodcellp01.100.cnf,1.0,0.42,0.06,2.0,3.14,2.28,2.32,2.0,0.1228644847869873,0.0097119808197021,0.1287620067596435
instances/Sat_Data/bmc/bmc08-100/pdtpmssyncarb.100.cnf,1.0,0.04,0.0,1.06,1.04,2.1,2.14,2.0,0.0530347824096679,0.0553667545318603,0.036353588104248
instances/Sat_Data/bmc/bmc08-100/intel001.100.cnf,1.0,0.0,0.0,1.98,0.22,2.1,2.44,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/dme3p1neg.100.cnf,1.0,0.14,0.02,0.38,2.26,2.14,2.12,2.04,0.027843952178955,0.0056433677673339,0.0213861465454101
instances/Sat_Data/bmc/bmc08-100/139452p22.100.cnf,1.0,0.6,0.08,2.0,3.64,2.42,2.38,2.0,0.264115571975708,0.0259039402008056,0.272439956665039
instances/Sat_Data/bmc/bmc08-100/csmacdp2.100.cnf,1.0,0.82,0.1,2.0,4.0,2.5,2.5,2.04,0.3139417171478271,0.0290789604187011,0.2870810031890869
instances/Sat_Data/bmc/bmc08-100/bj08goodbakerycyclef1.100.cnf,1.0,3.36,0.46,2.0,9.8,4.2,4.1,2.0,5.066933155059815,0.1002035140991211,5.924893856048584
instances/Sat_Data/bmc/bmc08-100/139452p24.100.cnf,1.0,0.62,0.08,2.0,3.66,2.4,2.4,2.0,0.273268461227417,0.0261905193328857,0.2814104557037353
instances/Sat_Data/bmc/bmc08-100/nusmvreactorp5.100.cnf,1.0,0.12,0.02,1.08,1.8,2.06,2.1,2.0,0.0381026268005371,0.0055646896362304,0.0345942974090576
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p01.100.cnf,1.0,0.66,0.1,2.0,4.06,2.44,2.48,2.0,0.2014503479003906,0.0151019096374511,0.191664457321167
instances/Sat_Data/bmc/bmc08-100/139463p1.100.cnf,1.0,1.7,0.2,2.0,6.32,3.04,3.02,2.6,1.087294340133667,0.0570578575134277,1.0337958335876465
instances/Sat_Data/bmc/bmc08-100/eijkS1196.100.cnf,1.0,0.16,0.04,1.98,2.5,2.12,2.16,2.0,0.1031920909881591,0.0583291053771972,0.0948009490966796
instances/Sat_Data/bmc/bmc08-100/139452p1.100.cnf,1.0,0.62,0.08,2.0,3.62,2.38,2.38,2.04,0.2645893096923828,0.025383710861206,0.2731337547302246
instances/Sat_Data/bmc/bmc08-100/abp4pold.100.cnf,1.0,0.1,0.0,1.98,1.32,2.1,2.1,2.0,0.026524543762207,0.0060396194458007,0.0228266716003417
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar07.100.cnf,1.0,0.04,0.0,1.98,0.52,2.08,2.3,2.0,0.013643741607666,0.0017940998077392,0.0121724605560302
instances/Sat_Data/bmc/bmc08-100/nusmvtcastp6.100.cnf,1.0,0.4,0.06,1.98,3.06,2.28,2.26,2.02,0.1442005634307861,0.0130157470703125,0.1293616294860839
instances/Sat_Data/bmc/bmc08-100/nusmvguidancep5.100.cnf,1.0,0.16,0.02,1.98,2.52,2.1,2.14,2.0,0.0807671546936035,0.0118560791015625,0.0697855949401855
instances/Sat_Data/bmc/bmc08-100/139453p0neg.100.cnf,1.0,1.04,0.14,2.0,4.54,2.64,2.62,2.04,0.5278401374816895,0.0369915962219238,0.4958996772766113
instances/Sat_Data/bmc/bmc08-100/pdtvismiim6.100.cnf,1.0,0.04,0.0,1.98,0.6,2.08,2.18,2.0,0.0091006755828857,0.0018432140350341,0.0094616413116455
instances/Sat_Data/bmc/bmc08-100/139464p22.100.cnf,1.0,2.54,0.34,2.0,9.32,3.54,3.5,2.46,1.5492119789123535,0.0794503688812255,1.4585657119750977
instances/Sat_Data/bmc/bmc08-100/intel010.100.cnf,1.0,0.42,0.06,2.0,3.16,2.28,2.28,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/prodcellp4.100.cnf,1.0,0.06,0.02,0.68,0.9,2.06,2.1,2.04,0.0221977233886718,0.0053367614746093,0.0134687423706054
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax3.100.cnf,1.0,0.16,0.04,1.98,2.32,2.12,2.16,2.0,0.0689475536346435,0.005925178527832,0.0629897117614746
instances/Sat_Data/bmc/bmc08-100/pcip1neg.100.cnf,1.0,0.26,0.06,1.98,2.8,2.2,2.22,2.0,0.0782101154327392,0.0115735530853271,0.0724649429321289
instances/Sat_Data/bmc/bmc08-100/nusmvtcasp1.100.cnf,1.0,0.36,0.08,2.0,2.9,2.24,2.24,2.0,0.1454055309295654,0.0114834308624267,0.1358764171600341
instances/Sat_Data/bmc/bmc08-100/pdtvissoap2.100.cnf,1.0,0.64,0.08,2.0,3.58,2.38,2.44,2.02,0.3899030685424804,0.0221421718597412,0.3665692806243896
instances/Sat_Data/bmc/bmc08-100/cmugigamax.100.cnf,1.0,0.08,0.0,1.98,1.0,2.08,2.12,2.0,0.0243856906890869,0.0030150413513183,0.0219533443450927
instances/Sat_Data/bmc/bmc08-100/intel032.100.cnf,1.0,0.68,0.08,1.98,3.74,2.44,2.4,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/139443p0neg.100.cnf,1.0,0.66,0.08,1.98,3.74,2.4,2.4,2.08,0.300877571105957,0.0259919166564941,0.2766792774200439
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p02.100.cnf,1.0,0.64,0.1,2.0,3.86,2.44,2.44,2.02,0.2287960052490234,0.0148773193359375,0.1917424201965332
instances/Sat_Data/bmc/bmc08-100/pcip1.100.cnf,1.0,0.28,0.04,1.98,2.8,2.2,2.2,2.0,0.0833745002746582,0.0115878582000732,0.0737013816833496
instances/Sat_Data/bmc/bmc08-100/pdtvisminmax2.100.cnf,1.0,0.08,0.0,1.98,1.04,2.08,2.12,2.0,0.027552843093872,0.0046098232269287,0.0231504440307617
instances/Sat_Data/bmc/bmc08-100/intel006.100.cnf,1.0,0.18,0.02,1.98,2.5,2.14,2.16,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/bc57sensorsp2neg.100.cnf,1.0,0.18,0.02,1.98,2.5,2.12,2.16,2.0,0.0405066013336181,0.0095472335815429,0.0319907665252685
instances/Sat_Data/bmc/bmc08-100/intel002.100.cnf,1.0,0.06,0.0,1.96,1.04,2.08,2.1,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/139443p24.100.cnf,1.0,0.66,0.1,2.0,3.8,2.42,2.4,2.0,0.2745811939239502,0.0271093845367431,0.2823472023010254
instances/Sat_Data/bmc/bmc08-100/pdtvisminmaxr2.100.cnf,1.0,0.06,0.0,0.22,0.64,2.1,2.14,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/viseisenberg.100.cnf,1.0,0.1,0.02,1.98,1.52,2.06,2.12,2.0,0.025691270828247,0.0035667419433593,0.0218966007232666
instances/Sat_Data/bmc/bmc08-100/visprodcellp22.100.cnf,1.0,0.44,0.04,1.98,3.1,2.28,2.3,2.0,0.1401941776275634,0.0099096298217773,0.1295957565307617
instances/Sat_Data/bmc/bmc08-100/pdtpmstwo.100.cnf,1.0,0.06,0.0,1.98,0.52,2.06,2.16,2.0,0.1173844337463378,0.0056149959564208,0.0213181972503662
instances/Sat_Data/bmc/bmc08-100/139444p24.100.cnf,1.0,1.0,0.12,1.98,5.1,2.62,2.62,2.02,0.4144496917724609,0.0373780727386474,0.4266970157623291
instances/Sat_Data/bmc/bmc08-100/mutexp0neg.100.cnf,1.0,0.0,0.0,0.02,0.1,2.1,2.54,2.0,5.543614625930786,2.970292568206787,5.41469669342041
instances/Sat_Data/bmc/bmc08-100/nusmvguidancep2.100.cnf,1.0,0.16,0.02,1.98,2.52,2.12,2.12,2.0,0.0818116664886474,0.011974811553955,0.0705177783966064
instances/Sat_Data/bmc/bmc08-100/srg5ptimoneg.100.cnf,1.0,0.02,0.0,0.14,0.42,2.06,2.18,2.0,0.0122926235198974,0.0027744770050048,0.0098028182983398
instances/Sat_Data/bmc/bmc08-100/eijkbs3271.100.cnf,1.0,0.38,0.04,1.98,3.04,2.26,2.24,2.02,0.2327158451080322,0.056901216506958,0.2324941158294677
instances/Sat_Data/bmc/bmc08-100/pdtpmsusbphy.100.cnf,1.0,0.08,0.0,1.96,1.24,2.1,2.16,2.0,0.0348505973815918,0.0035934448242187,0.028249979019165
instances/Sat_Data/bmc/bmc08-100/intel016.100.cnf,1.0,1.58,0.2,2.0,6.66,2.94,2.9,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/viselevatorp1.100.cnf,1.0,0.16,0.02,1.98,2.52,2.14,2.14,2.0,0.0392711162567138,0.0050733089447021,0.0348134040832519
instances/Sat_Data/bmc/bmc08-100/dme4p1.100.cnf,1.0,0.2,0.02,1.98,2.52,2.14,2.14,2.1,0.0321025848388671,0.0066206455230712,0.0259261131286621
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p14.100.cnf,1.0,0.66,0.08,1.98,3.76,2.44,2.44,2.0,0.2031168937683105,0.0182559490203857,0.1901743412017822
instances/Sat_Data/bmc/bmc08-100/pdtvisheap04.100.cnf,1.0,0.18,0.02,1.98,2.34,2.14,2.16,2.0,0.2067475318908691,0.0044987201690673,0.0345699787139892
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p05.100.cnf,1.0,0.66,0.08,1.98,3.86,2.46,2.46,2.0,0.2063195705413818,0.0150012969970703,0.1903634071350097
instances/Sat_Data/bmc/bmc08-100/139442p24.100.cnf,1.0,0.4,0.06,1.98,3.16,2.26,2.28,2.02,0.154064655303955,0.0187659263610839,0.1580829620361328
instances/Sat_Data/bmc/bmc08-100/intel031.100.cnf,1.0,0.4,0.06,2.0,3.14,2.26,2.26,2.02,0,0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisminmaxr1.100.cnf,1.0,0.08,0.0,1.98,1.1,2.1,2.12,2.0,0.0286920070648193,0.0047307014465332,0.0245184898376464
instances/Sat_Data/bmc/bmc08-100/139452p6.100.cnf,1.0,0.6,0.1,2.0,3.5,2.4,2.4,2.04,0.2892305850982666,0.0251240730285644,0.2639026641845703
instances/Sat_Data/bmc/bmc08-100/kenflashp09.100.cnf,1.0,0.56,0.08,1.98,3.64,2.34,2.38,2.0,0.0402462482452392,0.006946325302124,0.0343000888824462
instances/Sat_Data/bmc/bmc08-100/139444p23.100.cnf,1.0,1.0,0.12,1.98,5.04,2.62,2.62,2.02,0.4109594821929931,0.0370712280273437,0.4206068515777588
instances/Sat_Data/bmc/bmc08-100/pdtvisheap08.100.cnf,1.0,0.16,0.04,1.98,2.32,2.14,2.14,2.0,0.0402727127075195,0.0046584606170654,0.0358941555023193
instances/Sat_Data/bmc/bmc08-100/prodcellp1.100.cnf,1.0,0.04,0.0,1.98,0.62,2.06,2.1,2.02,0.0174593925476074,0.0058033466339111,0.0118513107299804
instances/Sat_Data/bmc/bmc08-100/139454p0neg.100.cnf,1.0,1.52,0.2,2.0,5.66,2.96,2.92,2.24,0.879605770111084,0.0527338981628418,0.8301732540130615
instances/Sat_Data/bmc/bmc08-100/texasPImainp05.100.cnf,1.0,0.22,0.04,1.98,2.64,2.14,2.2,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/intel015.100.cnf,1.0,0.38,0.06,1.98,3.18,2.26,2.26,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/nusmvguidancep8.100.cnf,1.0,0.16,0.02,1.98,2.46,2.14,2.1,2.0,0.0750637054443359,0.0120773315429687,0.07342529296875
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p17.100.cnf,1.0,0.64,0.1,2.0,3.86,2.44,2.44,2.0,0.2009077072143554,0.0145151615142822,0.1891701221466064
instances/Sat_Data/bmc/bmc08-100/pdtvisvending07.100.cnf,1.0,0.12,0.02,1.98,1.62,2.08,2.1,2.0,0.027449607849121,0.003580093383789,0.0230531692504882
instances/Sat_Data/bmc/bmc08-100/nusmvtcasp2.100.cnf,1.0,0.36,0.08,1.98,2.92,2.26,2.28,2.0,0.145118236541748,0.0120174884796142,0.1330974102020263
