@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC

@DATA
instances/Sat_Data/circuit_fuzz/fuzz_100_24784.cnf,1.0,0.0,0.0,1.3,0.06,2.2,2.58,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_24913.cnf,1.0,0.0,0.0,1.8,0.18,2.14,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15554.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15860.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.68,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_10133.cnf,1.0,0.0,0.0,1.98,0.1,2.16,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_740.cnf,1.0,0.0,0.0,1.98,0.2,2.1,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_22860.cnf,1.0,0.0,0.0,1.98,0.14,2.16,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_24280.cnf,1.0,0.0,0.0,0.8,0.16,2.16,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15545.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_10756.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_9741.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_11558.cnf,1.0,0.0,0.0,0.24,0.12,2.16,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_30501.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.6,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_19638.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_2424.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_6999.cnf,1.0,0.0,0.0,1.56,0.08,2.2,2.58,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_13445.cnf,1.0,0.0,0.0,1.98,0.1,2.14,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_2783.cnf,1.0,0.0,0.0,1.98,0.06,2.14,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_5632.cnf,1.0,0.0,0.0,1.98,0.14,2.14,2.34,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_5432.cnf,1.0,0.0,0.0,1.98,0.14,2.14,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_28057.cnf,1.0,0.0,0.0,1.98,0.1,2.16,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_1659.cnf,1.0,0.0,0.0,1.98,0.04,2.24,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_553.cnf,1.0,0.0,0.0,1.98,0.08,2.24,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_31552.cnf,1.0,0.0,0.0,1.98,0.04,2.26,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17670.cnf,1.0,0.0,0.0,1.98,0.2,2.1,2.32,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8917.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_349.cnf,1.0,0.0,0.0,1.98,0.2,2.12,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_10419.cnf,1.0,0.0,0.0,0.12,0.14,2.14,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_31502.cnf,1.0,0.0,0.0,1.98,0.06,2.18,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_23187.cnf,1.0,0.0,0.0,0.22,0.12,2.16,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17116.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17081.cnf,1.0,0.02,0.0,0.4,0.28,2.06,2.28,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_18850.cnf,1.0,0.0,0.0,1.98,0.14,2.18,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_29018.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_4004.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_22526.cnf,1.0,0.0,0.0,1.98,0.06,2.18,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_4634.cnf,1.0,0.0,0.0,1.96,0.08,2.2,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_14562.cnf,1.0,0.02,0.02,0.16,0.56,2.06,2.24,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_32764.cnf,1.0,0.0,0.0,0.44,0.06,2.18,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_20513.cnf,1.0,0.0,0.0,1.04,0.1,2.12,2.36,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_142.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_31444.cnf,1.0,0.0,0.02,1.98,0.24,2.08,2.34,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_20097.cnf,1.0,0.0,0.02,0.96,0.22,2.08,2.32,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_26687.cnf,1.0,0.0,0.0,1.98,0.24,2.12,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_29466.cnf,1.0,0.02,0.0,0.08,0.36,2.06,2.32,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17061.cnf,1.0,0.0,0.0,0.58,0.08,2.26,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_27000.cnf,1.0,0.0,0.0,1.98,0.1,2.16,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_13860.cnf,1.0,0.0,0.0,1.98,0.14,2.18,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_18535.cnf,1.0,0.02,0.0,0.16,0.32,2.08,2.28,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_20673.cnf,1.0,0.0,0.0,1.8,0.16,2.12,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_235.cnf,1.0,0.02,0.0,1.98,0.24,2.1,2.28,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_26197.cnf,1.0,0.0,0.0,1.98,0.16,2.12,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_10131.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_23655.cnf,1.0,0.0,0.0,1.98,0.18,2.1,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_11289.cnf,1.0,0.0,0.0,1.98,0.14,2.22,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_634.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_26389.cnf,1.0,0.0,0.0,1.98,0.06,2.16,2.6,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_5540.cnf,1.0,0.04,0.0,1.8,0.72,2.06,2.22,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_20703.cnf,1.0,0.0,0.0,1.98,0.08,2.14,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_7558.cnf,1.0,0.0,0.02,0.1,0.38,2.08,2.32,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_829.cnf,1.0,0.0,0.0,1.98,0.18,2.14,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_30844.cnf,1.0,0.02,0.0,1.98,0.36,2.1,2.2,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8555.cnf,1.0,0.0,0.0,1.98,0.04,2.24,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_861.cnf,1.0,0.0,0.0,1.98,0.04,2.24,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_374.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_9592.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17245.cnf,1.0,0.0,0.0,1.68,0.08,2.18,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_25436.cnf,1.0,0.0,0.0,1.98,0.1,2.22,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_524.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_581.cnf,1.0,0.0,0.0,1.98,0.04,2.24,2.6,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_7675.cnf,1.0,0.0,0.0,1.98,0.08,2.14,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_24463.cnf,1.0,0.0,0.0,1.98,0.06,2.18,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_16377.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_4744.cnf,1.0,0.0,0.0,1.98,0.1,2.22,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_27813.cnf,1.0,0.02,0.0,0.08,0.5,2.08,2.22,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17096.cnf,1.0,0.0,0.0,1.98,0.18,2.14,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_29444.cnf,1.0,0.02,0.0,1.98,0.3,2.08,2.32,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_32015.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_30931.cnf,1.0,0.0,0.0,1.98,0.14,2.14,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_14863.cnf,1.0,0.0,0.0,1.98,0.06,2.18,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_9409.cnf,1.0,0.0,0.0,1.96,0.16,2.14,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8499.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_360.cnf,1.0,0.0,0.0,1.98,0.12,2.18,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_5056.cnf,1.0,0.02,0.0,0.14,0.5,2.08,2.28,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_1888.cnf,1.0,0.0,0.0,0.72,0.06,2.2,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_31794.cnf,1.0,0.0,0.0,1.98,0.08,2.24,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_10317.cnf,1.0,0.02,0.02,1.98,0.48,2.08,2.24,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_13600.cnf,1.0,0.0,0.0,1.98,0.14,2.12,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_1563.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_27856.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_27097.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_26944.cnf,1.0,0.0,0.0,1.2,0.06,2.3,2.58,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_26988.cnf,1.0,0.0,0.0,1.98,0.18,2.18,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_29143.cnf,1.0,0.0,0.0,1.98,0.04,2.18,2.64,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15240.cnf,1.0,0.0,0.0,1.76,0.1,2.14,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_4204.cnf,1.0,0.0,0.0,1.98,0.04,2.28,2.62,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_32582.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_45.cnf,1.0,0.0,0.0,1.98,0.1,2.14,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_24112.cnf,1.0,0.0,0.0,1.98,0.04,2.26,2.66,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_11326.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_5791.cnf,1.0,0.0,0.02,1.98,0.24,2.08,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17482.cnf,1.0,0.0,0.0,1.98,0.14,2.16,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_9393.cnf,1.0,0.0,0.0,1.96,0.08,2.22,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_11346.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.62,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_981.cnf,1.0,0.2,0.04,0.42,2.68,2.12,2.14,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_7563.cnf,1.0,0.02,0.0,1.98,0.26,2.1,2.28,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_1.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_16484.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.62,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15210.cnf,1.0,0.0,0.0,1.98,0.12,2.12,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_9351.cnf,1.0,0.0,0.0,1.98,0.16,2.12,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_1408.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_11550.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_27580.cnf,1.0,0.2,0.04,0.36,2.5,2.12,2.16,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_22874.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_847.cnf,1.0,0.02,0.0,1.98,0.3,2.08,2.32,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_949.cnf,1.0,0.02,0.0,1.98,0.32,2.04,2.26,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_25584.cnf,1.0,0.0,0.0,1.98,0.06,2.18,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_30360.cnf,1.0,0.0,0.0,1.98,0.1,2.16,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_10971.cnf,1.0,0.0,0.0,1.98,0.26,2.08,2.34,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_16431.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_998.cnf,1.0,0.0,0.0,1.96,0.08,2.22,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_209.cnf,1.0,0.0,0.0,1.98,0.06,2.18,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_13502.cnf,1.0,0.02,0.0,1.04,0.42,2.06,2.26,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_12029.cnf,1.0,0.0,0.0,1.96,0.04,2.22,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_28786.cnf,1.0,0.0,0.0,1.3,0.08,2.18,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_22610.cnf,1.0,0.0,0.02,1.98,0.28,2.08,2.3,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_2470.cnf,1.0,0.0,0.0,1.98,0.2,2.1,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_28016.cnf,1.0,0.0,0.0,1.98,0.1,2.22,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_802.cnf,1.0,0.0,0.0,1.54,0.04,2.22,2.64,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_1863.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_9313.cnf,1.0,0.0,0.0,1.96,0.06,2.24,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_26756.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_3427.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.62,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_5842.cnf,1.0,0.0,0.0,1.98,0.06,2.3,2.64,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_28974.cnf,1.0,0.0,0.0,1.98,0.12,2.12,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_3086.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_31463.cnf,1.0,0.0,0.02,1.98,0.24,2.08,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_25320.cnf,1.0,0.0,0.0,1.46,0.06,2.14,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_6431.cnf,1.0,0.0,0.0,1.98,0.12,2.2,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_14755.cnf,1.0,0.02,0.0,0.9,0.42,2.02,2.26,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_16626.cnf,1.0,0.0,0.0,1.98,0.06,2.16,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_14977.cnf,1.0,0.0,0.0,0.94,0.1,2.14,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_817.cnf,1.0,0.0,0.0,1.98,0.06,2.16,2.6,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_12028.cnf,1.0,0.0,0.0,0.92,0.06,2.24,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15188.cnf,1.0,0.0,0.0,1.98,0.16,2.08,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_14306.cnf,1.0,0.0,0.0,1.98,0.12,2.22,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17864.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_25474.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8602.cnf,1.0,0.0,0.0,0.48,0.06,2.2,2.58,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_19494.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_25959.cnf,1.0,0.0,0.0,1.98,0.06,2.32,2.58,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8539.cnf,1.0,0.0,0.0,1.98,0.04,2.2,2.62,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_12437.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_21829.cnf,1.0,0.0,0.0,1.98,0.06,2.26,2.58,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17491.cnf,1.0,0.0,0.0,1.98,0.14,2.14,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_24953.cnf,1.0,0.0,0.0,1.98,0.16,2.14,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_30987.cnf,1.0,0.02,0.0,1.98,0.28,2.1,2.34,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_24191.cnf,1.0,0.0,0.02,1.98,0.22,2.12,2.32,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_116.cnf,1.0,0.02,0.0,0.52,0.42,2.08,2.22,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_19116.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_3040.cnf,1.0,0.0,0.0,1.98,0.1,2.14,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_28932.cnf,1.0,0.0,0.0,1.98,0.2,2.1,2.28,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_1340.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_27193.cnf,1.0,0.0,0.0,1.98,0.18,2.08,2.32,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17115.cnf,1.0,0.0,0.0,1.98,0.04,2.26,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15517.cnf,1.0,0.0,0.0,1.98,0.06,2.24,2.58,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_32743.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_7883.cnf,1.0,0.0,0.0,1.52,0.16,2.08,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_7091.cnf,1.0,0.0,0.0,1.98,0.06,2.24,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_18812.cnf,1.0,0.0,0.0,1.98,0.22,2.08,2.3,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_29359.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_895.cnf,1.0,0.0,0.0,1.42,0.08,2.14,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_7672.cnf,1.0,0.0,0.0,1.98,0.16,2.14,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8139.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_3144.cnf,1.0,0.0,0.0,1.98,0.18,2.12,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15465.cnf,1.0,0.0,0.0,1.96,0.08,2.2,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_21201.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_24419.cnf,1.0,0.0,0.0,1.98,0.12,2.2,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_28968.cnf,1.0,0.0,0.0,1.98,0.06,2.16,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_31412.cnf,1.0,0.0,0.0,1.94,0.1,2.2,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_4683.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_20181.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_25.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_697.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_12665.cnf,1.0,0.0,0.0,1.98,0.16,2.16,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_23228.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15331.cnf,1.0,0.0,0.0,1.54,0.04,2.18,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_28635.cnf,1.0,0.0,0.0,1.98,0.16,2.14,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_29205.cnf,1.0,0.0,0.0,1.96,0.14,2.12,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_27062.cnf,1.0,0.0,0.0,1.98,0.06,2.24,2.66,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_20761.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.6,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_10606.cnf,1.0,0.0,0.0,1.98,0.04,2.2,2.66,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_489.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_13019.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_30719.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_14700.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_20561.cnf,1.0,0.0,0.0,1.38,0.12,2.12,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_3066.cnf,1.0,0.0,0.0,1.98,0.14,2.16,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_9816.cnf,1.0,0.0,0.0,1.98,0.04,2.24,2.64,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_12969.cnf,1.0,0.0,0.0,1.98,0.1,2.14,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_22417.cnf,1.0,0.0,0.0,1.52,0.06,2.2,2.58,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_4179.cnf,1.0,0.02,0.0,1.98,0.36,2.08,2.24,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_28378.cnf,1.0,0.02,0.02,0.5,0.48,2.08,2.24,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_29927.cnf,1.0,0.0,0.02,1.98,0.22,2.12,2.34,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_7371.cnf,1.0,0.0,0.0,1.98,0.16,2.12,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_4288.cnf,1.0,0.0,0.0,1.98,0.2,2.12,2.36,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_690.cnf,1.0,0.0,0.0,0.62,0.06,2.18,2.58,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8268.cnf,1.0,0.0,0.0,1.96,0.12,2.16,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_3299.cnf,1.0,0.0,0.0,1.26,0.08,2.2,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_7385.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_16511.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_24480.cnf,1.0,0.0,0.0,1.2,0.18,2.1,2.38,2.0
