@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE cl-num-mean NUMERIC
@ATTRIBUTE cl-num-coeff-variation NUMERIC
@ATTRIBUTE cl-num-min NUMERIC
@ATTRIBUTE cl-num-max NUMERIC
@ATTRIBUTE cl-num-q90 NUMERIC
@ATTRIBUTE cl-num-q10 NUMERIC
@ATTRIBUTE cl-num-q75 NUMERIC
@ATTRIBUTE cl-num-q25 NUMERIC
@ATTRIBUTE cl-num-q50 NUMERIC
@ATTRIBUTE cl-size-mean NUMERIC
@ATTRIBUTE cl-size-coeff-variation NUMERIC
@ATTRIBUTE cl-size-min NUMERIC
@ATTRIBUTE cl-size-max NUMERIC
@ATTRIBUTE cl-size-q90 NUMERIC
@ATTRIBUTE cl-size-q10 NUMERIC
@ATTRIBUTE cl-size-q75 NUMERIC
@ATTRIBUTE cl-size-q25 NUMERIC
@ATTRIBUTE cl-size-q50 NUMERIC
@ATTRIBUTE SP-bias-mean NUMERIC
@ATTRIBUTE SP-bias-coeff-variation NUMERIC
@ATTRIBUTE SP-bias-min NUMERIC
@ATTRIBUTE SP-bias-max NUMERIC
@ATTRIBUTE SP-bias-q90 NUMERIC
@ATTRIBUTE SP-bias-q10 NUMERIC
@ATTRIBUTE SP-bias-q75 NUMERIC
@ATTRIBUTE SP-bias-q25 NUMERIC
@ATTRIBUTE SP-bias-q50 NUMERIC
@ATTRIBUTE SP-unconstraint-mean NUMERIC
@ATTRIBUTE SP-unconstraint-coeff-variation NUMERIC
@ATTRIBUTE SP-unconstraint-min NUMERIC
@ATTRIBUTE SP-unconstraint-max NUMERIC
@ATTRIBUTE SP-unconstraint-q90 NUMERIC
@ATTRIBUTE SP-unconstraint-q10 NUMERIC
@ATTRIBUTE SP-unconstraint-q75 NUMERIC
@ATTRIBUTE SP-unconstraint-q25 NUMERIC
@ATTRIBUTE SP-unconstraint-q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois-mean-depth-over-vars NUMERIC
@ATTRIBUTE lobjois-log-num-nodes-over-vars NUMERIC

@DATA
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-729-S1251325643.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.486111111,0.576406886,0.333333333,1.0,0.538267453,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4132.0,0.006951912,4091.0,4171.0,4171.0,4091.0,4161.0,4095.0,4130.0,15.201272726,0.046056561,13.903296171,16.351084337,16.351084337,13.903296171,15.618430702,14.89031477,15.212689257,0.37523372,0.603361052,0.000747888,0.91709001,0.682794774,0.091242374,0.549014141,0.192783682,0.359190626,0.080811271,0.688514025,0.005837874,0.285401176,0.158759618,0.024122648,0.108956606,0.039335884,0.065090141,11.1433,0.261589,50.3425,0.101836,50.0,44.0,57.0,1.05137,0.202223,0.862327,0.0511393,9.33724,0.259993,50.3109,0.103514,50.0,44.0,57.0,0.510038,0.405529,0.847893,0.0500204,0.350955606,0.654385922
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-916-S1275885628.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.513888889,0.576506189,0.333333333,1.0,0.584085932,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411142991,0.564628283,0.003087624,1.0,0.720647102,0.11885861,0.601479082,0.212806573,0.407573023,0.093521538,0.642082387,0.002928542,0.306108254,0.174342429,0.029092266,0.122171772,0.04949473,0.079546691,8.1363,0.367808,50.8998,0.101483,51.0,44.0,58.0,1.05984,0.205984,0.8645,0.0487071,6.96032,0.347354,50.8363,0.102144,51.0,44.0,58.0,0.520328,0.411457,0.855504,0.0477776,0.366683416,0.660425411
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-390-S114589816.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.5,0.577350269,0.333333333,1.0,0.562335145,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426642698,0.57557352,0.003023289,1.0,0.748211085,0.080361547,0.614698185,0.221077752,0.446087319,0.098454155,0.542220044,0.009630748,0.257406028,0.17746576,0.033557098,0.128496654,0.057308838,0.09309451,5.9659,0.468127,51.5934,0.102292,51.5,45.0,58.0,1.05871,0.207739,0.86235,0.0502579,5.05806,0.441344,51.4285,0.1013,51.0,45.0,58.0,0.530432,0.405048,0.854669,0.0485596,0.373062248,0.712941027
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-346-S150630921.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.495138889,0.577238961,0.333333333,1.0,0.554181713,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4216.0,0.0,4216.0,4216.0,4216.0,4216.0,4216.0,4216.0,4216.0,17.183349146,0.0,17.183349146,17.183349146,17.183349146,17.183349146,17.183349146,17.183349146,17.183349146,0.400989672,0.573222561,0.008518268,0.903689197,0.726089277,0.098865689,0.569978981,0.207130975,0.393496322,0.089932257,0.65203138,0.005577261,0.307574843,0.169368514,0.029505235,0.117866427,0.043688485,0.076718431,8.6346,0.350587,50.8583,0.103542,51.0,44.0,58.0,1.05817,0.204537,0.862405,0.0504843,7.28005,0.337895,50.8095,0.100802,51.0,44.0,57.0,0.517622,0.402555,0.851866,0.0488278,0.362946582,0.673196352
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-824-S275346391.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.500694444,0.577348048,0.333333333,1.0,0.563476642,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4162.428571429,0.008451937,4110.0,4211.0,4211.0,4110.0,4197.0,4124.0,4177.0,16.254361555,0.047849145,14.746921034,17.29209214,17.29209214,14.746921034,17.040938473,15.948048839,16.083941606,0.386252561,0.603974466,0.001877052,0.919474962,0.723028232,0.07239949,0.561970094,0.195655288,0.361079282,0.082932066,0.667725238,0.008031064,0.289984368,0.164885781,0.027141766,0.103942881,0.041700144,0.067927202,9.5495,0.307941,50.5842,0.103602,51.0,44.0,57.0,1.05357,0.203588,0.860919,0.0510605,7.96374,0.298033,50.6042,0.102515,50.0,44.0,57.0,0.516879,0.414841,0.848814,0.0499402,0.366037805,0.65146538
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-44-S336461963.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.495833333,0.577268723,0.333333333,1.0,0.555364064,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4127.0,0.00880233,4096.0,4203.0,4203.0,4096.0,4133.0,4100.0,4123.0,14.930962857,0.018338318,14.430511763,15.22079467,15.22079467,14.430511763,15.138183594,14.752721994,15.131707317,0.355433049,0.653923603,0.00209436,1.0,0.686536209,0.061747035,0.512100623,0.146491132,0.355170075,0.081387654,0.783030325,0.006739842,0.530369167,0.161156144,0.017525489,0.10219678,0.039028723,0.068079166,11.3969,0.269303,50.0377,0.104063,50.0,43.0,57.0,1.04728,0.202516,0.858645,0.0525794,9.71361,0.262646,50.061,0.102752,50.0,44.0,57.0,0.507093,0.415711,0.845611,0.0511598,0.350898683,0.640862835
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-573-S1332432616.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.518055556,0.575945947,0.333333333,1.0,0.590177494,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4096.571428571,0.01630685,3995.0,4208.0,4208.0,3995.0,4142.0,4024.0,4091.0,15.837594457,0.037792634,14.481101377,16.340173829,16.340173829,14.481101377,16.312624254,15.674407235,15.936074144,0.39509533,0.579076465,0.002140597,1.0,0.718593061,0.078750168,0.544093362,0.210130471,0.378936865,0.084244968,0.669020236,0.006429883,0.292217767,0.156909393,0.028317139,0.113812696,0.04296416,0.067535894,8.9224,0.354894,50.6888,0.103856,51.0,44.0,57.0,1.03392,0.208921,0.856044,0.0527938,7.51387,0.349163,50.6651,0.102984,51.0,44.0,57.0,0.510667,0.40769,0.845828,0.0518511,0.361651409,0.698613345
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-889-S541709883.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.5,0.577350269,0.333333333,1.0,0.562335145,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4154.142857143,0.015918689,4055.0,4255.0,4255.0,4055.0,4212.0,4074.0,4164.0,15.435085445,0.037895956,14.886989554,16.662044653,16.662044653,14.886989554,15.801873199,14.945992602,15.228205747,0.394579907,0.583324937,0.001432927,0.865562591,0.712050251,0.079953609,0.56671256,0.199599436,0.390895943,0.088818273,0.676062385,0.004201267,0.364812337,0.162852508,0.022671934,0.123228717,0.044901063,0.08020345,9.0184,0.333461,50.6529,0.102118,51.0,44.0,57.0,1.05603,0.203857,0.860775,0.0511638,7.69445,0.315443,50.7354,0.103786,51.0,44.0,57.0,0.517458,0.408162,0.851053,0.050757,0.356255862,0.671818464
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-814-S995731548.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.50625,0.577174248,0.333333333,1.0,0.572402171,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4130.142857143,0.008294418,4064.0,4170.0,4170.0,4064.0,4168.0,4117.0,4124.0,15.698856289,0.039269796,14.480446927,16.490649606,16.490649606,14.480446927,16.103782735,15.215205247,15.765355086,0.387664774,0.573263402,0.004447441,1.0,0.685933232,0.07136915,0.568966985,0.210789639,0.381185148,0.084579109,0.647736296,0.007163306,0.290326549,0.15011888,0.026954469,0.112135023,0.044718454,0.077454047,10.7404,0.282395,49.9629,0.102861,50.0,43.0,57.0,1.06606,0.206073,0.865041,0.0500013,8.91139,0.291084,49.8848,0.102809,50.0,43.0,56.0,0.513713,0.418626,0.850201,0.0492039,0.356814128,0.650683383
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-438-S1710048161.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.509722222,0.576930035,0.333333333,1.0,0.577796554,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.401686606,0.560568774,0.003878566,0.861935764,0.714845473,0.070072228,0.578363076,0.237559347,0.398882995,0.092332155,0.703341158,0.005861637,0.30577355,0.183978976,0.023251028,0.123221796,0.04536689,0.075061053,8.716,0.336056,50.4722,0.10144,50.0,44.0,57.0,1.07212,0.205943,0.864483,0.0502184,7.57005,0.322727,50.4681,0.100982,50.0,44.0,57.0,0.522713,0.411413,0.855417,0.0488961,0.358955048,0.651987589
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-367-S1528590288.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.509027778,0.576986953,0.333333333,1.0,0.576728887,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393229666,0.607767891,0.003089094,1.0,0.720320808,0.085036647,0.58345063,0.189929228,0.388891151,0.088030511,0.668472148,0.005932429,0.290759693,0.17242722,0.026070436,0.126094062,0.041843211,0.073094701,8.6682,0.37632,50.9054,0.103104,51.0,44.0,58.0,1.03901,0.207671,0.856408,0.0534046,7.35341,0.352585,50.9253,0.103221,51.0,44.0,58.0,0.513673,0.412781,0.846157,0.0512451,0.355491536,0.658601892
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-57-S1988078290.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.490277778,0.576896028,0.333333333,1.0,0.545738975,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4127.857142857,0.011983689,4069.0,4215.0,4215.0,4069.0,4177.0,4077.0,4126.0,15.727724514,0.038267448,14.848365692,16.900885803,16.900885803,14.848365692,16.048398577,15.317871094,15.777532499,0.369060465,0.605549231,0.006041765,0.918618103,0.676923365,0.092226702,0.545339442,0.163525797,0.355238247,0.08162256,0.670792515,0.004677399,0.32252945,0.16250438,0.022052012,0.108505821,0.042026477,0.069113739,11.0262,0.262878,50.1385,0.103569,50.0,44.0,57.0,1.06034,0.20096,0.862966,0.0505846,9.25369,0.264869,50.0773,0.103073,50.0,44.0,57.0,0.510903,0.407236,0.849362,0.0498907,0.356900541,0.651212956
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-742-S1999476416.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.497916667,0.577330054,0.333333333,1.0,0.558875867,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4167.142857143,0.0132389,4063.0,4234.0,4234.0,4063.0,4217.0,4116.0,4186.0,15.427735475,0.04270535,14.247570457,16.423150358,16.423150358,14.247570457,16.024187811,14.937484617,15.384376493,0.397999651,0.57755174,0.006642239,1.0,0.714730279,0.079593297,0.569047447,0.207906587,0.394243267,0.085961931,0.693027476,0.006601521,0.306286123,0.178666369,0.02415165,0.112185303,0.043363184,0.069203818,9.5208,0.332061,50.7047,0.101962,51.0,44.0,57.0,1.05048,0.206617,0.860088,0.0519969,8.03232,0.354914,50.7046,0.102956,51.0,44.0,57.0,0.50436,0.419964,0.848314,0.0674776,0.353599825,0.633708116
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-475-S253463662.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.497222222,0.57731423,0.333333333,1.0,0.557711124,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4163.142857143,0.008092314,4110.0,4216.0,4216.0,4110.0,4185.0,4132.0,4174.0,15.621190302,0.029593057,14.816545012,16.412239089,16.412239089,14.816545012,15.813902969,15.251078103,15.755077658,0.399816299,0.5668913,0.003632645,1.0,0.717145106,0.095355696,0.561754884,0.212268565,0.398982501,0.085885549,0.674347927,0.009986159,0.330883128,0.172082437,0.026242388,0.115160097,0.04184526,0.073133753,9.6708,0.320729,50.6778,0.102446,51.0,44.0,57.0,1.04822,0.204932,0.860845,0.0512601,8.1992,0.311497,50.5994,0.102624,51.0,44.0,57.0,0.511023,0.418636,0.848609,0.050332,0.358251785,0.689623765
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-287-S1988475094.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.494444444,0.577204474,0.333333333,1.0,0.552993458,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4149.857142857,0.006980982,4099.0,4193.0,4193.0,4099.0,4168.0,4130.0,4161.0,15.318124613,0.035644352,14.962989666,16.583736689,16.583736689,14.962989666,15.519923188,14.969260795,15.08062954,0.39897656,0.595193875,0.012168341,1.0,0.721038957,0.068143629,0.598733484,0.191170844,0.391155509,0.094240905,0.671022008,0.00757661,0.362454724,0.18299137,0.022390186,0.133514055,0.04733964,0.07992167,8.6451,0.349263,50.7069,0.103316,51.0,44.0,57.0,1.06875,0.207263,0.863241,0.0512138,7.29479,0.33524,50.6099,0.102319,50.0,44.0,57.0,0.517127,0.415331,0.852672,0.0496276,0.358255973,0.661070871
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-51-S1204466261.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.509027778,0.576986953,0.333333333,1.0,0.576728887,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.430483147,0.510709591,0.010861712,0.886892469,0.723430437,0.133156953,0.602514311,0.251372362,0.427711457,0.093352641,0.632045945,0.011726277,0.299972527,0.171117458,0.0345406,0.129769641,0.050304915,0.07775319,8.3816,0.332972,50.9219,0.102419,51.0,44.0,58.0,1.06754,0.203677,0.865718,0.0485989,6.99729,0.362776,50.8663,0.102605,51.0,44.0,58.0,0.523091,0.404204,0.854952,0.0487205,0.371303579,0.660845484
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-105-S1192081829.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.503472222,0.577295346,0.333333333,1.0,0.567985077,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4134.714285714,0.008501571,4086.0,4197.0,4197.0,4086.0,4162.0,4105.0,4133.0,15.568560042,0.047546076,14.342996346,17.038683325,17.038683325,14.342996346,15.759422418,15.29287278,15.506387081,0.37600257,0.60378069,0.003420607,0.867104604,0.694088783,0.088945832,0.545891518,0.202386478,0.36677181,0.084578262,0.675640539,0.008265968,0.314810572,0.164451262,0.025566449,0.11839151,0.041519033,0.073149013,10.1436,0.30032,50.0764,0.103766,50.0,43.0,57.0,1.05235,0.206328,0.861193,0.0516813,8.68583,0.296532,50.1631,0.103321,50.0,44.0,57.0,0.513796,0.41252,0.850144,0.0501544,0.359109727,0.649368601
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-680-S1056261279.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.505555556,0.577210813,0.333333333,1.0,0.571306407,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4180.714285714,0.006611089,4139.0,4232.0,4232.0,4139.0,4203.0,4161.0,4174.0,15.782822862,0.062099696,14.1988403,17.68818747,17.68818747,14.1988403,16.214422616,15.337326306,15.521028599,0.395086102,0.581195791,0.002839285,1.0,0.695069388,0.090807026,0.599325127,0.197823968,0.369113934,0.095605517,0.648268582,0.004465306,0.337243612,0.180238199,0.025449166,0.127742477,0.049886971,0.084193323,8.7325,0.328183,50.4396,0.102807,50.0,44.0,57.0,1.07561,0.203694,0.866538,0.0500343,7.47441,0.313026,50.5871,0.102612,50.0,44.0,57.0,0.52969,0.411934,0.858401,0.0484403,0.358053333,0.656569088
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-198-S100570318.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.486111111,0.576406886,0.333333333,1.0,0.538267453,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4131.285714286,0.01337215,4075.0,4223.0,4223.0,4075.0,4206.0,4078.0,4107.0,15.318855052,0.033260093,14.59637077,16.295998106,16.295998106,14.59637077,15.675472613,14.88392638,15.215485756,0.386396215,0.540786597,0.002937559,1.0,0.673114399,0.108842512,0.537652907,0.241980624,0.374639279,0.083217495,0.705053763,0.002733989,0.2930959,0.169760164,0.021119435,0.115381009,0.037837009,0.069181297,10.7525,0.295324,50.1425,0.103301,50.0,44.0,57.0,1.05066,0.20559,0.859488,0.0526342,9.04149,0.291494,50.0311,0.102988,50.0,44.0,57.0,0.502068,0.414717,0.845871,0.0508704,0.355421544,0.632125158
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-937-S1549881297.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.498611111,0.57734131,0.333333333,1.0,0.560034773,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4186.333333333,0.014307558,4086.0,4248.0,4248.0,4086.0,4237.0,4128.0,4227.0,15.011258969,0.033010203,14.32458008,15.721977484,15.721977484,14.32458008,15.311305169,14.433624031,15.280838041,0.391614949,0.544216929,0.000272511,1.0,0.679800185,0.100594133,0.54823526,0.229743623,0.37974091,0.081300384,0.671732315,0.005549276,0.316693329,0.157110104,0.024356915,0.109293248,0.041813119,0.06606447,10.5425,0.303,50.2455,0.101635,50.0,44.0,57.0,1.04408,0.205921,0.858404,0.0520615,8.8019,0.303726,50.0496,0.102294,50.0,43.0,57.0,0.505261,0.413045,0.843545,0.0514754,0.351621389,0.633274705
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-170-S367534555.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.514583333,0.576422114,0.333333333,1.0,0.585114852,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4148.428571429,0.011002,4072.0,4217.0,4217.0,4072.0,4173.0,4095.0,4156.0,15.236876833,0.037224087,14.381135707,16.367387033,16.367387033,14.381135707,15.495612995,14.87319538,15.23956044,0.381529283,0.576733066,0.004871034,1.0,0.672205537,0.102309392,0.554195516,0.199842308,0.377344321,0.086501729,0.699771743,0.00429903,0.332301941,0.164360371,0.025629009,0.114861361,0.042735025,0.073014445,10.7397,0.274822,50.0114,0.102605,50.0,44.0,57.0,1.07447,0.204956,0.866753,0.0497544,9.20149,0.268766,50.0642,0.102763,50.0,44.0,57.0,0.519806,0.425308,0.854756,0.0484975,0.355573614,0.632356409
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-683-S215693842.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.494444444,0.577204474,0.333333333,1.0,0.552993458,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416143026,0.545907029,0.00943869,1.0,0.730088286,0.116930226,0.595992505,0.247612835,0.406250149,0.093851852,0.721268519,0.004089632,0.45335502,0.178413594,0.024681734,0.127188127,0.046081445,0.07725328,8.656,0.347326,50.7695,0.103088,51.0,44.0,58.0,1.05986,0.208231,0.862739,0.0504586,7.52161,0.328093,50.7216,0.102433,51.0,44.0,57.0,0.517123,0.415128,0.853406,0.0489559,0.358692859,0.641844006
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-785-S1819807519.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.498611111,0.57734131,0.333333333,1.0,0.560034773,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4091.25,0.017677603,3996.0,4170.0,4170.0,3996.0,4170.0,4047.0,4152.0,15.532538897,0.069625036,14.282532533,17.25650289,17.25650289,14.282532533,17.25650289,15.170496664,15.420623501,0.39876004,0.563001938,0.000863694,0.900523433,0.698120203,0.095003272,0.574477942,0.22009961,0.386579642,0.08910621,0.680988759,0.00523182,0.312850896,0.177859465,0.025896789,0.128223947,0.040791538,0.069931652,8.366,0.385445,51.0012,0.101602,51.0,44.0,58.0,1.04927,0.206501,0.859011,0.0515979,7.19533,0.359271,51.0746,0.102985,51.0,44.0,58.0,0.51255,0.40774,0.850967,0.0501961,0.358807743,0.660417161
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-551-S863839250.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.516666667,0.576147455,0.333333333,1.0,0.588168777,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,4065.0,0.0,4065.0,4065.0,4065.0,4065.0,4065.0,4065.0,4065.0,16.471340713,0.0,16.471340713,16.471340713,16.471340713,16.471340713,16.471340713,16.471340713,16.471340713,0.397074891,0.572413443,0.001767748,0.93942071,0.727009803,0.097583029,0.586096053,0.20950754,0.385581051,0.092561495,0.69141091,0.005615898,0.321024202,0.196139265,0.02531757,0.122792568,0.045656221,0.077297619,7.8084,0.406659,50.8295,0.102881,51.0,44.0,58.0,1.04668,0.209728,0.857752,0.0528625,6.73654,0.378562,50.7991,0.102966,51.0,44.0,57.0,0.512186,0.408858,0.849029,0.0507429,0.359430603,0.687202876
instances/Sat_Data/K3-inst/k3-v225-c960/unif-v225-c960-934-S1225562509.cnf,1.0,225.0,960.0,225.0,960.0,0.0,0.0,0.234375,0.49375,0.577165221,0.333333333,1.0,0.551799283,0.013333333,0.0,0.013333333,0.013333333,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.380636173,0.632621166,0.000432773,1.0,0.700762846,0.052185894,0.564187443,0.182195313,0.351157426,0.085858447,0.677075719,0.007382592,0.313468695,0.170333113,0.026814306,0.114863283,0.042495638,0.072945084,9.7878,0.311086,50.3357,0.103354,50.0,44.0,57.0,1.05835,0.207663,0.862437,0.0509797,8.32221,0.32556,50.4155,0.103769,50.0,44.0,57.0,0.516552,0.426783,0.852564,0.152254,0.359463887,0.685243956
