@RELATION COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC

@DATA
instances/Sat_Data/GI/iso_m2D_s16.AB10.cnf,1,0.0,0.0,0.0,0.0,0.0,0.01,0.86,1.05,1.47
instances/Sat_Data/GI/iso_b03m_s40.AB02.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.01
instances/Sat_Data/GI/iso_m2D_s100.AB21.cnf,1,0.0,0.0,0.0,0.0,0.0,0.34,2.09,2.19,2.0
instances/Sat_Data/GI/iso_m4D_m256.AB21.cnf,1,0.03,0.01,0.0,0.0,0.07,0.5,2.07,2.12,2.0
instances/Sat_Data/GI/iso_b09_s40.AB23.cnf,1,0.09,0.02,0.0,0.0,0.21,2.31,2.13,2.12,2.01
instances/Sat_Data/GI/iso_b03m_m200.AB08.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_m4D_s16.AB06.cnf,1,0.0,0.0,0.0,0.0,0.0,0.02,2.06,2.09,2.0
instances/Sat_Data/GI/iso_m2D_s16.AB23.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.86,1.11,1.45
instances/Sat_Data/GI/iso_b03m_s100.AB23.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_m2D_s36.AB20.cnf,1,0.0,0.0,0.0,0.0,0.0,0.02,2.11,2.19,2.0
instances/Sat_Data/GI/iso_b09_s40.AB20.cnf,1,0.09,0.02,0.01,0.0,0.26,2.29,2.13,2.13,2.01
instances/Sat_Data/GI/iso_m2D_s100.AB00.cnf,1,0.0,0.0,0.0,0.0,0.01,0.34,2.08,2.17,2.0
instances/Sat_Data/GI/iso_b03m_s100.AB03.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_m4Dr6_m1296.AB04.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b03m_m800.AB10.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,2.18,1.79,0.05
instances/Sat_Data/GI/iso_m4D_m256.AB16.cnf,1,0.03,0.01,0.0,0.0,0.07,1.4,2.07,2.12,2.0
instances/Sat_Data/GI/iso_b09_s80.AB05.cnf,1,0.98,0.23,0.0,0.0,1.95,4.7,3.05,3.05,2.14
instances/Sat_Data/GI/iso_m4Dr6_m1296.AB00.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_m2D_m784.AB06.cnf,1,21.93,4.76,0.05,0.0,2.02,69.91,24.53,24.04,2.57
instances/Sat_Data/GI/iso_m4D_m256.AB15.cnf,1,0.03,0.01,0.0,0.0,0.07,1.53,2.06,2.11,2.0
instances/Sat_Data/GI/iso_b03m_m400.AB08.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.88,0.02
instances/Sat_Data/GI/iso_m2D_m196.AB08.cnf,1,0.0,0.01,0.0,0.0,0.02,0.22,2.08,2.19,2.0
instances/Sat_Data/GI/iso_m2D_m784.AB05.cnf,1,21.35,4.76,0.05,0.0,2.04,69.99,24.94,24.93,2.36
instances/Sat_Data/GI/iso_b03_s80.AB08.cnf,1,0.43,0.1,0.0,0.0,0.82,3.14,2.45,2.47,2.04
instances/Sat_Data/GI/iso_m4Dr6_m625.AB10.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b03m_s20.AB09.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.01
instances/Sat_Data/GI/iso_b03_s20.AB07.cnf,1,0.0,0.0,0.0,0.0,0.01,0.06,2.05,2.09,2.0
instances/Sat_Data/GI/iso_b09_s100.AB08.cnf,1,1.96,0.46,0.01,0.0,2.0,7.99,4.11,4.07,2.05
instances/Sat_Data/GI/iso_m4Dr6_m1296.AB06.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b03m_s100.AB07.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b03_s80.AB15.cnf,1,0.43,0.1,0.0,0.0,1.25,3.14,2.45,2.45,2.02
instances/Sat_Data/GI/crafted_n14_d3_c2_num30.cnf,1,0.04,0.01,0.0,0.0,0.28,2.12,2.08,2.1,2.0
instances/Sat_Data/GI/crafted_n11_d4_c4_num7.cnf,1,0.17,0.04,0.0,0.0,1.99,2.52,2.2,2.21,2.0
instances/Sat_Data/GI/crafted_n11_d6_c4_num28.cnf,1,5.93,1.27,0.02,0.0,2.01,19.23,8.31,8.24,2.29
instances/Sat_Data/GI/crafted_n18_d3_c4_num25.cnf,1,0.22,0.05,0.0,0.0,1.18,2.72,2.23,2.25,2.0
instances/Sat_Data/GI/crafted_n12_d5_c2_num12.cnf,1,0.26,0.06,0.0,0.0,2.0,2.7,2.29,2.28,2.0
instances/Sat_Data/GI/crafted_n11_d6_c2_num24.cnf,1,1.38,0.29,0.0,0.0,2.01,5.48,3.45,3.45,2.08
instances/Sat_Data/GI/crafted_n12_d5_c2_num6.cnf,1,0.26,0.06,0.0,0.0,2.0,2.7,2.28,2.29,2.0
instances/Sat_Data/GI/crafted_n12_d6_c3_num18.cnf,1,4.05,0.85,0.0,0.0,2.02,12.89,6.24,6.23,2.0
instances/Sat_Data/GI/crafted_n14_d3_c4_num24.cnf,1,0.16,0.03,0.0,0.0,0.69,2.43,2.2,2.19,2.0
instances/Sat_Data/GI/crafted_n12_d5_c2_num22.cnf,1,0.26,0.06,0.0,0.0,1.99,2.68,2.3,2.29,2.0
instances/Sat_Data/GI/crafted_n11_d4_c3_num4.cnf,1,0.09,0.01,0.0,0.0,2.0,2.3,2.1,2.11,2.0
instances/Sat_Data/GI/crafted_n14_d3_c2_num29.cnf,1,0.03,0.02,0.0,0.0,0.21,2.14,2.09,2.1,2.0
instances/Sat_Data/GI/crafted_n11_d4_c4_num12.cnf,1,0.17,0.05,0.0,0.0,1.99,2.51,2.2,2.22,2.0
instances/Sat_Data/GI/crafted_n12_d4_c2_num21.cnf,1,0.04,0.01,0.0,0.0,1.99,2.14,2.08,2.11,2.0
instances/Sat_Data/GI/crafted_n14_d4_c4_num15.cnf,1,0.21,0.06,0.0,0.0,2.0,2.6,2.25,2.26,2.0
instances/Sat_Data/GI/crafted_n10_d6_c3_num3.cnf,1,3.02,0.65,0.01,0.0,2.0,9.75,5.28,5.25,2.24
instances/Sat_Data/GI/crafted_n13_d4_c3_num25.cnf,1,0.1,0.03,0.0,0.0,2.0,2.39,2.13,2.14,2.0
instances/Sat_Data/GI/crafted_n16_d3_c4_num23.cnf,1,0.21,0.05,0.0,0.0,1.9,2.68,2.23,2.24,2.01
instances/Sat_Data/GI/crafted_n14_d3_c2_num12.cnf,1,0.04,0.01,0.0,0.0,0.18,2.12,2.07,2.15,2.0
instances/Sat_Data/GI/crafted_n12_d3_c2_num23.cnf,1,0.03,0.01,0.0,0.0,0.23,1.34,2.05,2.1,2.0
instances/Sat_Data/GI/crafted_n10_d6_c3_num17.cnf,1,3.02,0.66,0.0,0.0,2.01,9.85,5.2,5.21,2.03
instances/Sat_Data/GI/crafted_n12_d4_c3_num4.cnf,1,0.1,0.03,0.0,0.0,1.69,2.38,2.13,2.15,2.0
instances/Sat_Data/GI/crafted_n11_d4_c2_num19.cnf,1,0.03,0.01,0.0,0.0,1.99,1.9,2.08,2.13,2.0
instances/Sat_Data/GI/crafted_n14_d3_c4_num3.cnf,1,0.16,0.04,0.0,0.0,0.9,2.46,2.19,2.19,2.0
instances/Sat_Data/GI/crafted_n18_d3_c2_num21.cnf,1,0.05,0.01,0.0,0.0,0.26,2.16,2.08,2.13,2.0
instances/Sat_Data/GI/crafted_n13_d4_c3_num13.cnf,1,0.1,0.03,0.0,0.0,2.02,1.25,2.14,2.15,2.0
instances/Sat_Data/GI/crafted_n11_d4_c4_num4.cnf,1,0.17,0.04,0.0,0.0,1.99,2.53,2.19,2.21,2.0
instances/Sat_Data/GI/crafted_n14_d4_c2_num8.cnf,1,0.05,0.01,0.0,0.0,2.0,0.93,2.08,2.12,2.0
instances/Sat_Data/GI/crafted_n12_d4_c4_num6.cnf,1,0.21,0.05,0.0,0.0,2.0,2.68,2.24,2.23,2.0
instances/Sat_Data/GI/crafted_n16_d3_c2_num15.cnf,1,0.04,0.01,0.0,0.0,0.23,2.15,2.07,2.11,2.0
instances/Sat_Data/GI/crafted_n14_d4_c2_num15.cnf,1,0.05,0.01,0.0,0.0,1.98,1.18,2.08,2.13,2.0
instances/Sat_Data/GI/crafted_n11_d4_c2_num17.cnf,1,0.03,0.01,0.0,0.0,1.99,1.78,2.08,2.11,2.0
instances/Sat_Data/GI/crafted_n14_d4_c2_num3.cnf,1,0.05,0.01,0.0,0.0,1.62,2.17,2.08,2.11,2.0
instances/Sat_Data/GI/crafted_n18_d3_c2_num16.cnf,1,0.05,0.01,0.0,0.0,0.3,2.18,2.08,2.14,2.0
instances/Sat_Data/GI/crafted_n12_d6_c2_num3.cnf,1,1.62,0.35,0.01,0.0,2.01,6.49,3.71,3.71,2.0
instances/Sat_Data/GI/crafted_n12_d6_c4_num4.cnf,1,7.63,1.65,0.03,0.0,2.03,24.9,10.06,9.94,2.18
instances/Sat_Data/GI/iso_m4D_m625.AB08.cnf,1,0.4,0.1,0.0,0.0,0.78,3.26,2.44,2.43,2.02
instances/Sat_Data/GI/iso_m4Dr6_m256.AB16.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b09_m200.AB05.cnf,1,18.2,3.97,0.04,0.0,2.03,58.37,21.28,21.17,4.07
instances/Sat_Data/GI/iso_b03m_m800.AB11.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,2.19,1.83,0.03
instances/Sat_Data/GI/iso_b03_m200.AB04.cnf,1,7.73,1.67,0.02,0.0,2.03,25.28,10.01,9.92,3.17
instances/Sat_Data/GI/iso_m4Dr6_s16.AB06.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_m2D_m784.AB21.cnf,1,22.2,4.81,0.05,0.0,2.04,70.22,24.57,24.21,2.06
instances/Sat_Data/GI/iso_b09_s40.AB17.cnf,1,0.09,0.02,0.0,0.0,0.24,1.4,2.13,2.13,2.01
instances/Sat_Data/GI/iso_b03m_s100.AB17.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.24,0.01
instances/Sat_Data/GI/iso_b03m_s100.AB13.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.24,0.01
instances/Sat_Data/GI/iso_b03m_m600.AB18.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,2.23,1.33,0.02
instances/Sat_Data/GI/iso_b03m_m200.AB16.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b03m_s100.AB10.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b03m_m400.AB04.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_m4Dr6_m1296.AB14.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_m4D_s81.AB08.cnf,1,0.0,0.0,0.0,0.0,0.0,0.15,2.11,2.17,2.0
instances/Sat_Data/GI/iso_b03m_m1000.AB17.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,2.14,2.33,0.12
instances/Sat_Data/GI/iso_b03m_s80.AB14.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.2,0.01
instances/Sat_Data/GI/iso_b03m_s40.AB18.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b09_s100.AB15.cnf,1,1.95,0.46,0.0,0.0,2.02,7.94,4.1,4.07,2.26
instances/Sat_Data/GI/iso_b03m_s60.AB05.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.14,0.01
instances/Sat_Data/GI/iso_b03m_m600.AB04.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1.34,0.05
instances/Sat_Data/GI/iso_m4Dr6_s16.AB14.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b09_m200.AB18.cnf,1,17.96,3.98,0.04,0.0,2.06,58.56,21.32,21.17,2.62
instances/Sat_Data/GI/iso_m2D_m576.AB22.cnf,1,4.04,0.96,0.01,0.0,2.02,13.23,6.43,6.35,3.04
instances/Sat_Data/GI/iso_m2D_m576.AB14.cnf,1,4.02,0.92,0.02,0.0,2.01,13.73,6.4,6.33,2.03
instances/Sat_Data/GI/iso_m2D_s81.AB10.cnf,1,0.0,0.0,0.0,0.0,0.0,0.16,2.09,2.18,2.0
instances/Sat_Data/GI/iso_b03_s40.AB00.cnf,1,0.04,0.01,0.0,0.0,0.1,0.54,2.08,2.09,2.0
instances/Sat_Data/GI/iso_m2D_m784.AB11.cnf,1,22.04,4.81,0.05,0.0,2.02,70.29,24.6,24.18,2.74
instances/Sat_Data/GI/iso_m2D_m784.AB07.cnf,1,21.64,4.79,0.05,0.0,2.05,70.07,24.92,24.67,2.97
instances/Sat_Data/GI/iso_m4D_m256.AB11.cnf,1,0.03,0.01,0.0,0.0,0.07,0.49,2.06,2.11,2.0
instances/Sat_Data/GI/iso_b03m_s40.AB19.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_m4Dr6_m625.AB02.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_m4Dr6_s16.AB02.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.03
instances/Sat_Data/GI/iso_b03_m200.AB10.cnf,1,7.46,1.65,0.03,0.0,2.02,24.97,10.07,9.99,2.36
instances/Sat_Data/GI/iso_b03_s20.AB06.cnf,1,0.0,0.0,0.0,0.0,0.01,0.1,2.06,2.08,2.0
instances/Sat_Data/GI/iso_m4D_m625.AB17.cnf,1,0.4,0.1,0.0,0.0,0.85,3.28,2.43,2.45,2.03
instances/Sat_Data/GI/iso_m2D_m576.AB00.cnf,1,4.0,0.88,0.01,0.0,2.0,13.18,6.39,6.44,2.37
instances/Sat_Data/GI/iso_m2D_s81.AB16.cnf,1,0.0,0.0,0.0,0.0,0.0,0.12,2.09,2.21,2.0
instances/Sat_Data/GI/iso_m4Dr6_m256.AB01.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b09_s100.AB05.cnf,1,1.96,0.45,0.01,0.0,2.0,8.03,4.11,4.08,2.01
instances/Sat_Data/GI/tnn3.cnf,1,0.06,0.01,0.0,0.0,0.47,0.76,2.09,2.11,2.0
instances/Sat_Data/GI/crafted_n12_d4_c4_num20.cnf,1,0.21,0.04,0.0,0.0,2.0,2.69,2.24,2.23,2.0
instances/Sat_Data/GI/crafted_n12_d3_c4_num5.cnf,1,0.14,0.04,0.0,0.0,0.74,2.51,2.17,2.17,2.0
instances/Sat_Data/GI/crafted_n18_d3_c4_num5.cnf,1,0.21,0.06,0.0,0.0,1.29,2.58,2.26,2.25,2.0
instances/Sat_Data/GI/crafted_n11_d6_c2_num2.cnf,1,1.38,0.3,0.0,0.0,2.01,5.51,3.45,3.43,2.02
instances/Sat_Data/GI/crafted_n12_d5_c3_num1.cnf,1,0.66,0.15,0.0,0.0,1.99,4.16,2.69,2.7,2.04
instances/Sat_Data/GI/crafted_n11_d6_c2_num26.cnf,1,1.38,0.3,0.01,0.0,2.0,5.51,3.46,3.45,2.0
instances/Sat_Data/GI/crafted_n16_d3_c4_num17.cnf,1,0.21,0.04,0.0,0.0,1.5,2.7,2.22,2.25,2.0
instances/Sat_Data/GI/crafted_n18_d3_c3_num21.cnf,1,0.13,0.03,0.0,0.0,0.73,2.37,2.15,2.16,2.0
instances/Sat_Data/GI/crafted_n12_d6_c3_num9.cnf,1,4.08,0.9,0.01,0.0,2.02,13.54,6.34,6.3,2.04
instances/Sat_Data/GI/crafted_n12_d6_c3_num25.cnf,1,4.13,0.89,0.02,0.0,2.02,13.54,6.35,6.29,2.12
instances/Sat_Data/GI/crafted_n13_d4_c2_num30.cnf,1,0.04,0.01,0.0,0.0,1.29,1.49,2.06,2.1,2.0
instances/Sat_Data/GI/crafted_n14_d3_c3_num9.cnf,1,0.08,0.02,0.0,0.0,0.58,2.26,2.1,2.13,2.0
instances/Sat_Data/GI/crafted_n14_d3_c3_num27.cnf,1,0.08,0.02,0.0,0.0,0.44,2.27,2.11,2.14,2.0
instances/Sat_Data/GI/crafted_n12_d5_c3_num23.cnf,1,0.66,0.15,0.0,0.0,1.99,4.14,2.69,2.7,2.0
instances/Sat_Data/GI/crafted_n16_d3_c3_num13.cnf,1,0.1,0.02,0.0,0.0,0.65,2.31,2.15,2.15,2.0
instances/Sat_Data/GI/crafted_n11_d4_c4_num25.cnf,1,0.16,0.05,0.0,0.0,2.0,2.53,2.19,2.2,2.0
instances/Sat_Data/GI/crafted_n12_d5_c3_num7.cnf,1,0.66,0.14,0.01,0.0,1.99,3.69,2.69,2.7,2.02
instances/Sat_Data/GI/crafted_n16_d3_c4_num15.cnf,1,0.2,0.06,0.0,0.0,1.31,2.67,2.23,2.25,2.0
instances/Sat_Data/GI/crafted_n16_d3_c4_num30.cnf,1,0.21,0.05,0.0,0.0,1.33,2.68,2.23,2.24,2.0
instances/Sat_Data/GI/crafted_n14_d4_c4_num1.cnf,1,0.21,0.06,0.0,0.0,2.0,2.59,2.25,2.26,2.0
instances/Sat_Data/GI/crafted_n12_d4_c3_num8.cnf,1,0.1,0.03,0.0,0.0,2.0,1.61,2.14,2.14,2.0
instances/Sat_Data/GI/crafted_n16_d3_c3_num15.cnf,1,0.1,0.02,0.0,0.0,0.5,2.31,2.12,2.15,2.0
instances/Sat_Data/GI/crafted_n12_d3_c3_num2.cnf,1,0.08,0.02,0.0,0.0,0.47,1.36,2.1,2.12,2.0
instances/Sat_Data/GI/crafted_n11_d6_c3_num10.cnf,1,3.37,0.73,0.01,0.0,2.01,11.02,5.55,5.52,2.01
instances/Sat_Data/GI/crafted_n10_d6_c2_num15.cnf,1,1.37,0.3,0.01,0.0,2.01,5.66,3.47,3.43,2.01
instances/Sat_Data/GI/crafted_n11_d4_c4_num18.cnf,1,0.17,0.03,0.0,0.0,1.99,2.47,2.2,2.2,2.0
instances/Sat_Data/GI/crafted_n10_d6_c2_num6.cnf,1,1.36,0.31,0.01,0.0,2.01,5.66,3.45,3.45,2.02
instances/Sat_Data/GI/crafted_n16_d3_c2_num11.cnf,1,0.04,0.01,0.0,0.0,0.27,2.14,2.07,2.11,2.0
instances/Sat_Data/GI/crafted_n12_d6_c2_num6.cnf,1,1.66,0.37,0.0,0.0,2.01,6.8,3.76,3.73,2.0
instances/Sat_Data/GI/crafted_n18_d3_c4_num16.cnf,1,0.22,0.05,0.0,0.0,1.57,2.74,2.23,2.24,2.0
instances/Sat_Data/GI/crafted_n13_d4_c3_num24.cnf,1,0.1,0.04,0.0,0.0,2.0,1.88,2.14,2.15,2.0
instances/Sat_Data/GI/crafted_n11_d6_c4_num12.cnf,1,6.18,1.32,0.02,0.0,2.01,20.01,8.45,8.36,2.3
instances/Sat_Data/GI/crafted_n14_d3_c3_num11.cnf,1,0.09,0.02,0.0,0.0,0.42,2.3,2.11,2.14,2.0
instances/Sat_Data/GI/crafted_n13_d4_c4_num19.cnf,1,0.21,0.06,0.0,0.0,2.0,2.67,2.22,2.24,2.0
instances/Sat_Data/GI/crafted_n10_d6_c3_num19.cnf,1,3.13,0.69,0.01,0.0,2.0,10.2,5.27,5.23,2.0
instances/Sat_Data/GI/crafted_n12_d4_c4_num9.cnf,1,0.21,0.05,0.01,0.0,1.99,2.68,2.23,2.25,2.0
instances/Sat_Data/GI/crafted_n11_d4_c2_num28.cnf,1,0.03,0.01,0.0,0.0,1.99,2.13,2.06,2.13,2.0
instances/Sat_Data/GI/crafted_n14_d3_c4_num26.cnf,1,0.16,0.05,0.0,0.0,0.72,2.47,2.19,2.19,2.0
instances/Sat_Data/GI/crafted_n12_d4_c3_num5.cnf,1,0.12,0.02,0.0,0.0,1.6,2.35,2.15,2.14,2.0
instances/Sat_Data/GI/crafted_n11_d6_c4_num15.cnf,1,6.15,1.33,0.02,0.0,2.01,20.04,8.49,8.35,2.09
instances/Sat_Data/GI/crafted_n13_d4_c4_num4.cnf,1,0.21,0.05,0.0,0.0,1.99,2.68,2.23,2.23,2.0
instances/Sat_Data/GI/crafted_n12_d6_c2_num27.cnf,1,1.68,0.37,0.0,0.0,2.01,6.8,3.81,3.72,2.04
instances/Sat_Data/GI/iso_b03m_s20.AB23.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b03_m200.AB09.cnf,1,7.84,1.68,0.01,0.0,2.01,25.44,10.04,9.97,2.96
instances/Sat_Data/GI/iso_m2D_m196.AB21.cnf,1,0.01,0.0,0.0,0.0,0.02,0.75,2.07,2.19,2.0
instances/Sat_Data/GI/iso_b03_s40.AB23.cnf,1,0.05,0.01,0.0,0.0,0.1,0.52,2.07,2.1,2.0
instances/Sat_Data/GI/iso_m4D_s16.AB17.cnf,1,0.0,0.0,0.0,0.0,0.0,0.02,2.06,2.1,2.0
instances/Sat_Data/GI/iso_m4Dr6_s16.AB01.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b03_s40.AB08.cnf,1,0.04,0.01,0.0,0.0,0.09,0.61,2.08,2.09,2.0
instances/Sat_Data/GI/iso_m2D_s100.AB14.cnf,1,0.0,0.0,0.0,0.0,0.01,0.07,2.08,2.17,2.0
instances/Sat_Data/GI/iso_b03_s60.AB16.cnf,1,0.17,0.05,0.0,0.0,0.51,2.02,2.2,2.19,2.0
instances/Sat_Data/GI/iso_b03_s20.AB19.cnf,1,0.0,0.0,0.0,0.0,0.01,0.11,2.04,2.1,2.0
instances/Sat_Data/GI/iso_b09_s20.AB03.cnf,1,0.0,0.01,0.0,0.0,0.02,0.17,2.06,2.05,2.0
instances/Sat_Data/GI/iso_b03_s80.AB05.cnf,1,0.45,0.11,0.0,0.0,1.03,3.31,2.47,2.47,2.04
instances/Sat_Data/GI/iso_m4Dr6_m1296.AB22.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b03m_s20.AB21.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b03m_s20.AB08.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.01
instances/Sat_Data/GI/iso_m4Dr6_s81.AB03.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b03_m200.AB19.cnf,1,7.77,1.69,0.02,0.0,2.02,25.35,10.03,9.95,2.64
instances/Sat_Data/GI/iso_b03_s80.AB16.cnf,1,0.44,0.1,0.0,0.0,0.85,3.34,2.46,2.46,2.01
instances/Sat_Data/GI/iso_m2D_s16.AB20.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.87,1.09,1.46
instances/Sat_Data/GI/iso_b03_s20.AB01.cnf,1,0.0,0.0,0.0,0.0,0.01,0.05,2.06,2.08,2.0
instances/Sat_Data/GI/iso_b03_m200.AB06.cnf,1,7.88,1.69,0.02,0.0,2.02,25.37,10.03,9.94,2.37
instances/Sat_Data/GI/iso_b03m_m600.AB16.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,2.22,1.37,0.04
instances/Sat_Data/GI/iso_m2D_m784.AB04.cnf,1,22.21,4.72,0.07,0.0,2.03,68.88,24.61,24.92,2.14
instances/Sat_Data/GI/iso_b03m_m1000.AB05.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,2.15,2.29,0.15
instances/Sat_Data/GI/iso_b09_m200.AB02.cnf,1,17.93,3.97,0.06,0.0,2.06,58.62,21.29,21.11,6.63
instances/Sat_Data/GI/iso_m4Dr6_m256.AB09.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_m4Dr6_s81.AB05.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_m4D_m1296.AB23.cnf,1,6.64,1.48,0.03,0.0,2.02,22.04,9.14,9.05,2.99
instances/Sat_Data/GI/iso_m4D_s16.AB12.cnf,1,0.0,0.0,0.0,0.0,0.0,0.02,2.07,2.11,2.0
instances/Sat_Data/GI/iso_m4D_m1296.AB12.cnf,1,6.66,1.49,0.03,0.0,2.02,22.11,9.13,9.08,2.9
instances/Sat_Data/GI/iso_m4D_s81.AB10.cnf,1,0.0,0.0,0.0,0.0,0.0,0.13,2.1,2.18,2.0
instances/Sat_Data/GI/iso_b03m_s80.AB11.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_b09_s60.AB10.cnf,1,0.38,0.1,0.0,0.0,0.8,3.12,2.43,2.43,2.01
instances/Sat_Data/GI/iso_b03m_m800.AB01.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,2.17,1.81,0.08
instances/Sat_Data/GI/iso_b03m_s100.AB04.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_m4Dr6_m1296.AB16.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_m4D_m256.AB14.cnf,1,0.03,0.01,0.0,0.0,0.07,0.91,2.06,2.11,2.0
instances/Sat_Data/GI/chh1-1.cnf,1,0.0,0.0,0.0,0.0,0.06,0.07,2.05,2.08,2.0
instances/Sat_Data/GI/kef5.cnf,1,0.14,0.04,0.0,0.0,1.99,1.39,2.17,2.17,2.01
instances/Sat_Data/GI/crafted_n12_d6_c3_num14.cnf,1,4.11,0.9,0.01,0.0,2.01,13.56,6.38,6.28,2.05
instances/Sat_Data/GI/crafted_n12_d4_c3_num1.cnf,1,0.1,0.04,0.0,0.0,2.01,2.38,2.13,2.14,2.0
instances/Sat_Data/GI/crafted_n16_d3_c3_num3.cnf,1,0.1,0.02,0.0,0.0,0.47,1.73,2.13,2.14,2.0
instances/Sat_Data/GI/crafted_n12_d3_c3_num9.cnf,1,0.08,0.02,0.0,0.0,0.61,2.24,2.11,2.13,2.0
instances/Sat_Data/GI/crafted_n10_d6_c4_num1.cnf,1,5.36,1.18,0.02,0.0,2.01,17.09,7.63,7.55,2.04
instances/Sat_Data/GI/crafted_n11_d4_c3_num15.cnf,1,0.08,0.02,0.0,0.0,2.0,1.17,2.1,2.12,2.0
instances/Sat_Data/GI/crafted_n14_d3_c2_num10.cnf,1,0.04,0.01,0.0,0.0,0.24,2.13,2.08,2.12,2.0
instances/Sat_Data/GI/crafted_n12_d4_c4_num15.cnf,1,0.21,0.05,0.0,0.0,1.99,2.67,2.23,2.22,2.0
instances/Sat_Data/GI/crafted_n10_d6_c3_num21.cnf,1,3.16,0.68,0.01,0.0,2.01,10.18,5.26,5.23,2.07
instances/Sat_Data/GI/crafted_n13_d4_c4_num23.cnf,1,0.21,0.04,0.01,0.0,1.99,2.66,2.23,2.23,2.0
instances/Sat_Data/GI/crafted_n14_d4_c3_num21.cnf,1,0.11,0.03,0.0,0.0,2.0,2.34,2.14,2.16,2.0
