@RELATION FEATURE_VALUES-SAT11-RANDOM

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC

@DATA
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S858279511-076-UNKNOWN.cnf,1.0,30000.0,126000.0,29301.0,125264.0,0.0239,0.0059,0.2339,0.4944,0.5867,0.0,1.0,0.7048,0.0001,0.0627,0.0001,0.0002,0.1526,0.0,0.0,0.9664,0.0001,0.2913,0.0,0.0003,2.7163,0.2272,0.1713,0.0,1.0,3.3658,0.0001,0.4013,0.0,0.0002,2.3316,0.4926,0.0002,0.2946,0.0,0.0006,0.0002,0.2449,0.0,0.0005,2.9649,0.1022,0.2433,0.0345,0.4,2.249,5.8276,0.0648,5.0,6.0,0.4597,5.2473,0.4699,2.0,15.0,8.0,3.0,7.0,3.0,5.0,87.4085,0.3442,35.375,182.6667,131.5,52.125,98.0,66.75,83.8,0.3916,0.5801,0.0,1.0,0.7043,0.0883,0.5661,0.2025,0.3843,0.0922,0.6552,0.0015,0.7947,0.175,0.0278,0.1243,0.0469,0.0792,892.0,0.1506,6356.0,0.0076,6356.0,6322.0,6322.0,0.6365,0.352,0.8455,0.0092,680.8,0.0905,6400.0,0.0072,6400.0,6343.0,6401.0,0.1624,0.2009,0.8361,0.0041,0.2357,0.2681,421.29474,179.46327,-0.0,1595.9895,-0.0,259.45932,1598.6013,-0.0,-0.0,-0.0,1959.3739,527.35876,-0.0,-0.0,1541.3744,1421.024
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1.0,600.0,2556.0,589.0,2540.0,0.0187,0.0063,0.2319,0.5031,0.5858,0.0,1.0,0.6969,0.0051,0.0544,0.0051,0.0068,0.1276,0.0,0.0,0.972,0.0051,0.2895,0.002,0.011,2.694,0.2272,0.1711,0.0,1.0,3.3156,0.0026,0.4005,0.0004,0.0063,2.3449,0.5004,0.0101,0.2857,0.0039,0.0213,0.0078,0.246,0.0024,0.0161,2.9791,0.1071,0.2517,0.0523,0.2857,2.3016,4.0034,0.0145,4.0,5.0,0.0227,3799.7143,0.0178,3700.0,3924.0,3924.0,3700.0,3862.0,3758.0,3784.0,31.3202,0.0309,29.8159,32.7559,32.7559,29.8159,32.4089,30.4811,31.0838,0.4037,0.5603,0.0026,1.0,0.7005,0.0913,0.5762,0.2159,0.3987,0.0901,0.6705,0.0046,0.3683,0.1695,0.0259,0.1218,0.0445,0.0763,19.3645,0.3276,131.283,0.068,131.0,120.0,142.0,0.8938,0.2155,0.8535,0.0502,15.8664,0.2502,131.074,0.0652,131.0,120.0,142.0,0.3026,0.3651,0.8421,0.032,0.3091,0.5196,12.254791,4.8318458,-0.0,44.052597,-0.0,5.9395585,42.680832,-0.0,-1.6173331e-07,-0.0,51.98564,14.247275,-0.0,-4.6899692e-07,41.7331,37.746246
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1256256213-053-UNKNOWN.cnf,1.0,10000.0,42000.0,9734.0,41695.0,0.0273,0.0073,0.2335,0.4959,0.5872,0.0,1.0,0.7201,0.0003,0.066,0.0003,0.0006,0.1643,0.0,0.0,0.9631,0.0003,0.292,0.0,0.0008,2.7162,0.2289,0.1729,0.0,1.0,3.3705,0.0002,0.3984,0.0,0.0006,2.3294,0.4938,0.0006,0.2961,0.0,0.0017,0.0005,0.247,0.0001,0.0011,2.9764,0.1022,0.2462,0.0417,0.4,2.2591,5.0944,0.0574,5.0,6.0,0.3126,18.2328,0.3325,8.0,35.0,28.0,11.0,23.0,14.0,17.0,54.1257,0.1857,35.6667,87.7,66.0,41.9545,60.0833,46.2174,54.1,0.3941,0.5774,0.0,1.0,0.7053,0.0876,0.5681,0.2063,0.3897,0.093,0.6536,0.0024,0.8852,0.174,0.028,0.126,0.0479,0.0809,279.706,0.1408,2112.24,0.0168,2115.0,2061.0,2139.0,0.5786,0.2163,0.844,0.0098,156.818,0.2303,2119.32,0.0199,2120.5,2070.0,2164.0,0.0776,0.8532,0.8266,0.0105,0.2364,0.3006,139.13504,59.320477,-0.0,527.5339,-0.0,85.57163,528.175,-0.0,-0.0,-0.0,647.3311,174.41185,-0.0,-0.0,509.2121,469.43268
SAT11/random/medium/unif-k7-r89-v70-c6230-S1516725086-012.UNKNOWN.cnf,1.0,70.0,6230.0,70.0,6230.0,0.0,0.0,0.0112,0.3153,0.6792,0.1429,1.0,1.0111,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0362,0.0928,0.1085,3.7582,0.0221,0.0167,0.0,0.0779,1.729,0.0065,0.1482,0.0043,0.0087,3.0092,0.065,0.0111,0.0,0.0111,0.0111,?,?,?,?,?,?,?,?,?,?,2.0,0.0,2.0,2.0,0.0,4465.0,0.0168,4386.0,4583.0,4583.0,4386.0,4521.0,4405.0,4430.0,25.663,0.0081,25.3447,25.9134,25.9134,25.3447,25.862,25.5539,25.6413,0.0452,0.7375,0.0006,0.1534,0.0934,0.0102,0.0621,0.0191,0.0405,0.0001,0.3516,0.0,0.0001,0.0001,0.0,0.0001,0.0,0.0001,8.9266,0.258,12.1034,0.2029,12.0,9.0,15.0,2.0168,0.3084,0.8794,0.0999,8.5949,0.2551,12.0995,0.2075,12.0,9.0,15.0,1.8257,0.4166,0.8763,0.0994,0.6801,0.7601,0.9475684,0.38802934,-7.355909e-05,4.397534,-0.0,0.1828668,3.7052462,-0.071828336,-0.15658979,-0.053928394,4.580763,1.304617,-0.16292815,-0.15720102,3.7051158,3.2311966
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1224290751-070.UNKNOWN.cnf,1.0,125.0,2662.0,125.0,2662.0,0.0,0.0,0.047,0.3838,0.643,0.2,1.0,0.8483,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.04,0.0814,0.0319,0.0477,3.3986,0.0844,0.0569,0.0,0.2523,2.942,0.0079,0.2041,0.0041,0.0128,2.818,0.1983,0.0452,0.0173,0.0424,0.0466,0.0965,0.0571,0.0774,0.1176,4.0854,0.0947,0.0603,0.0781,0.1175,0.9607,2.9758,0.0516,2.0,3.0,0.1139,4221.7143,0.0146,4162.0,4343.0,4343.0,4162.0,4273.0,4168.0,4199.0,27.7997,0.0347,26.4503,29.4269,29.4269,26.4503,28.6682,26.9424,27.8944,0.173,0.6273,0.0045,0.4669,0.3252,0.0313,0.2645,0.0907,0.1472,0.0017,0.5903,0.0004,0.0058,0.0031,0.0007,0.0021,0.0011,0.0015,10.9171,0.2711,24.7375,0.1536,25.0,20.0,30.0,1.5429,0.2451,0.8701,0.0735,9.8355,0.2676,24.7861,0.1557,25.0,20.0,30.0,1.1046,0.4233,0.858,0.0731,0.5527,0.696,1.7135347,0.63064784,-1.3466068e-06,5.606468,-0.0,0.13332841,4.3550797,-0.03689574,-0.15869142,-0.042681847,5.435536,1.3924286,-0.10307997,-0.15721546,4.8524613,3.9130614
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S72547786-008-UNKNOWN.cnf,1.0,4999.0,21000.0,4876.0,20877.0,0.0252,0.0059,0.2336,0.4933,0.5868,0.0,1.0,0.7004,0.0006,0.061,0.0006,0.001,0.1499,0.0,0.0,0.9665,0.0006,0.2881,0.0001,0.0016,2.7027,0.226,0.1705,0.0,1.0,3.3512,0.0003,0.3954,0.0,0.0009,2.3207,0.4949,0.0013,0.2912,0.0003,0.0033,0.0009,0.2437,0.0003,0.0023,2.9609,0.1026,0.2437,0.0408,0.2889,2.2529,5.0,0.0,5.0,5.0,0.0,44.6667,0.3021,22.0,100.0,59.0,32.0,48.0,37.0,42.0,42.5705,0.1248,31.5758,58.0455,49.6667,35.7143,45.5366,39.4516,42.2308,0.3899,0.5775,0.0003,1.0,0.6996,0.0891,0.5612,0.2042,0.3859,0.0902,0.6509,0.0021,0.5628,0.1711,0.0276,0.1214,0.0458,0.0769,178.077,1.4188,1043.89,0.1275,1059.0,1036.0,1084.0,0.6701,0.7514,0.9276,0.7282,94.5373,0.1123,1061.6,0.0241,1062.0,1022.0,1095.0,0.0918,0.2475,0.8267,0.0117,0.2497,0.344,71.16493,30.348263,-0.0,269.85413,-0.0,43.591557,269.88333,-0.0,-0.0,-0.0,330.88364,89.18252,-0.0,-0.0,260.3986,239.93486
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S902286199-017.SATISFIABLE.cnf,1.0,800.0,3408.0,781.0,3388.0,0.0243,0.0059,0.2305,0.4987,0.588,0.0,1.0,0.7129,0.0039,0.0612,0.0038,0.0064,0.1512,0.0,0.0,0.9661,0.0039,0.2861,0.0015,0.0089,2.6966,0.2254,0.1788,0.0,1.0,3.3519,0.0019,0.3818,0.0,0.005,2.2934,0.4923,0.0077,0.2846,0.003,0.0174,0.0059,0.2364,0.0018,0.0133,2.9442,0.1048,0.2441,0.0454,0.2857,2.2496,4.0179,0.033,4.0,5.0,0.0899,1967.2308,0.547,755.0,3890.0,3232.0,773.0,2967.0,883.0,1711.0,34.2356,0.143,26.8784,41.7884,40.2646,28.3832,38.583,30.0532,34.4781,0.3877,0.6165,0.0,1.0,0.7126,0.0752,0.5773,0.1819,0.3752,0.0894,0.6473,0.0057,0.3364,0.1691,0.0288,0.1206,0.0466,0.0776,25.3287,0.2496,172.751,0.057,173.0,160.0,185.0,0.854,0.2065,0.8521,0.0292,19.9446,0.2254,172.411,0.0569,173.0,160.0,185.0,0.2603,0.3616,0.8393,0.0276,0.3,0.5293,13.521642,5.4022284,-0.0,49.20264,-0.0,6.888081,47.990887,-0.0,-0.0,-0.0,58.571594,16.001558,-0.0,-0.0,46.807526,42.506023
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S157016908-041.UNKNOWN.cnf,1.0,700.0,2982.0,683.0,2964.0,0.0249,0.0061,0.2304,0.4985,0.588,0.0,1.0,0.7077,0.0044,0.06,0.0044,0.0073,0.1403,0.0,0.0,0.97,0.0044,0.2763,0.0017,0.0094,2.6771,0.2207,0.1714,0.0,1.0,3.3251,0.0022,0.3797,0.0003,0.0051,2.3086,0.5078,0.0088,0.2734,0.003,0.0192,0.0067,0.2251,0.0024,0.0135,2.9011,0.1048,0.235,0.054,0.2889,2.2243,4.0073,0.0213,4.0,5.0,0.0433,3737.2857,0.0295,3601.0,3962.0,3962.0,3601.0,3789.0,3639.0,3714.0,35.9018,0.0755,32.8442,41.65,41.65,32.8442,37.6752,34.3311,34.9095,0.3809,0.5938,0.0015,1.0,0.6915,0.0905,0.5491,0.187,0.3673,0.0843,0.7033,0.0034,0.4457,0.1605,0.0241,0.1115,0.041,0.0713,27.8309,0.233,149.873,0.0634,150.0,139.0,162.0,0.8882,0.2077,0.8549,0.0374,21.678,0.1999,150.241,0.0593,150.0,139.0,161.0,0.2747,0.3527,0.8397,0.0292,0.3036,0.5551,12.93606,5.1374326,-0.0,46.833714,-0.0,6.455231,45.557804,-0.0,-0.0,-0.0,55.559013,15.199773,-0.0,-0.0,44.480095,40.326828
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S950666065-093-UNKNOWN.cnf,1.0,34999.0,147000.0,34090.0,145983.0,0.0267,0.007,0.2335,0.495,0.5885,0.0,1.0,0.7215,0.0001,0.0663,0.0001,0.0002,0.1664,0.0,0.0,0.9625,0.0001,0.2906,0.0,0.0003,2.7176,0.2269,0.1703,0.0,1.0,3.3642,0.0,0.3948,0.0,0.0002,2.3219,0.4939,0.0002,0.2943,0.0,0.0006,0.0001,0.2448,0.0,0.0004,2.9675,0.1018,0.2423,0.0317,0.4,2.2461,5.7556,0.0747,5.0,6.0,0.5561,4.4624,0.5631,1.0,16.0,8.0,2.0,5.0,3.0,4.0,90.3857,0.3522,39.75,178.5,134.25,51.0,112.0,65.1667,82.75,0.3927,0.5757,0.0,1.0,0.7029,0.0863,0.5654,0.2065,0.3873,0.0918,0.6525,0.0017,0.7209,0.1739,0.0277,0.1233,0.0469,0.079,3256.0,1.0059,3684.5,1.4142,3684.5,0.0,0.0,1.3814,0.8753,1.1409,0.3709,850.0,0.0908,7472.25,0.0062,7456.5,7436.0,7464.0,0.1868,0.1587,0.8398,0.0054,0.225,0.2623,494.44904,210.64345,-0.0,1872.9739,-0.0,304.56436,1876.0967,-0.0,-0.0,-0.0,2299.5442,618.8699,-0.0,-0.0,1808.9701,1667.7305
SAT11/random/large/unif-k7-r85-v150-c12750-S367425675-085-UNKNOWN.cnf,1.0,150.0,12750.0,150.0,12750.0,0.0,0.0,0.0118,0.3143,0.6808,0.1429,1.0,1.0084,0.0467,0.0,0.0467,0.0467,0.0,0.0,0.0,0.0,0.0467,0.0428,0.042,0.0518,4.203,0.032,0.0242,0.0,0.1138,2.1021,0.0031,0.1541,0.0021,0.0045,3.0838,0.0658,0.0117,0.0,0.0117,0.0117,?,?,?,?,?,?,?,?,?,?,2.0,0.0,2.0,2.0,0.0,4229.75,0.0367,4052.0,4436.0,4436.0,4052.0,4436.0,4111.0,4320.0,46.8616,0.0198,45.8288,48.1497,48.1497,45.8288,48.1497,46.1431,47.3248,0.065,0.7293,0.0002,0.2183,0.1322,0.0109,0.0903,0.0271,0.0584,0.0001,0.3846,0.0,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,14.1992,0.2185,24.8051,0.1529,25.0,20.0,30.0,1.7095,0.2679,0.8699,0.071,14.2199,0.2736,24.9804,0.1626,25.0,20.0,30.0,1.4188,0.4204,0.87,0.0766,0.6426,0.742,2.4593124,0.8778445,-0.0,6.6581516,-0.0,0.06758992,4.8209205,-0.014475837,-0.16752364,-0.054626253,6.092188,1.3809795,-0.03867614,-0.15037912,5.9716325,4.5164976
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1115406553-014.SATISFIABLE.cnf,1.0,750.0,3195.0,738.0,3184.0,0.0163,0.0035,0.2318,0.4971,0.583,0.0,1.0,0.6633,0.0041,0.0508,0.0041,0.0054,0.1139,0.0,0.0,0.9758,0.0041,0.2931,0.0016,0.0091,2.7128,0.231,0.1718,0.0,1.0,3.3407,0.002,0.4116,0.0003,0.0057,2.3312,0.4846,0.0081,0.2909,0.0031,0.0182,0.0062,0.2437,0.0019,0.0132,2.9642,0.1067,0.2529,0.0526,0.2857,2.3097,4.019,0.034,4.0,5.0,0.0941,3502.5,0.0721,2941.0,3856.0,3856.0,2941.0,3654.0,3438.0,3594.0,37.3495,0.0711,33.7784,43.105,43.105,33.7784,39.0598,36.8206,37.1051,0.3969,0.5877,0.0018,1.0,0.7146,0.0747,0.5768,0.2172,0.3967,0.0906,0.675,0.0044,0.4429,0.1709,0.0262,0.12,0.0466,0.0785,26.0937,0.2397,162.732,0.0563,163.0,151.0,175.0,0.8754,0.2076,0.8549,0.0296,20.8228,0.3719,162.597,0.0643,163.0,151.0,175.0,0.2732,0.4998,0.8425,0.0592,0.2955,0.4827,13.495742,5.3872824,-0.0,49.0592,-0.0,6.8555694,47.83282,-0.0,-0.0,-0.0,58.383244,15.950599,-0.0,-0.0,46.669518,42.36876
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1235135694-059.UNKNOWN.cnf,1.0,650.0,2769.0,633.0,2752.0,0.0269,0.0062,0.23,0.499,0.5887,0.0,1.0,0.7261,0.0048,0.0653,0.0047,0.0079,0.1699,0.0,0.0,0.96,0.0048,0.2918,0.0018,0.0102,2.7295,0.2214,0.1666,0.0,0.7143,3.3508,0.0024,0.4114,0.0004,0.0058,2.3696,0.4956,0.0095,0.2913,0.0036,0.0189,0.0073,0.2438,0.0029,0.0145,2.9782,0.1053,0.2486,0.054,0.2727,2.2957,4.0063,0.0198,4.0,5.0,0.0384,3755.8571,0.0223,3640.0,3935.0,3935.0,3640.0,3769.0,3709.0,3736.0,33.8652,0.0518,32.2006,37.0249,37.0249,32.2006,36.048,32.2619,33.2214,0.3895,0.5761,0.0041,0.8946,0.7171,0.1022,0.5686,0.214,0.3653,0.0879,0.6734,0.0058,0.3308,0.1737,0.027,0.1189,0.0448,0.0734,23.8057,0.2494,138.868,0.0651,139.0,128.0,150.0,0.8911,0.2088,0.8551,0.0347,18.792,0.2232,138.437,0.062,139.0,128.0,149.0,0.2906,0.3672,0.8398,0.0297,0.3053,0.5197,13.151651,5.220259,-0.0,47.600636,-0.0,6.5726705,46.30495,-0.0,-0.0,-0.0,56.509205,15.433338,-0.0,-0.0,45.254074,41.019657
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S370067727-038.UNKNOWN.cnf,1.0,50.0,1065.0,50.0,1065.0,0.0,0.0,0.0469,0.381,0.6465,0.2,1.0,0.8436,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0949,0.0779,0.1202,3.1493,0.0665,0.0499,0.0,0.1786,2.6834,0.0197,0.1917,0.0122,0.03,2.5343,0.1972,0.046,0.004,0.0451,0.046,0.2308,0.055,0.1944,0.2714,3.9821,0.2199,0.0356,0.2004,0.2465,1.2271,2.0408,0.097,2.0,3.0,0.1705,4541.0,0.0105,4474.0,4611.0,4611.0,4474.0,4577.0,4494.0,4565.0,13.6355,0.0173,13.3198,14.0909,14.0909,13.3198,13.7078,13.5067,13.615,0.1373,0.7417,0.0009,0.3475,0.2929,0.0118,0.217,0.0374,0.1409,0.0016,0.5929,0.0003,0.0052,0.0029,0.0005,0.002,0.0009,0.0015,5.8029,0.332,10.3746,0.2166,10.0,8.0,13.0,1.8629,0.3002,0.8918,0.1086,5.0139,0.3574,10.3585,0.2155,10.0,8.0,13.0,1.5053,0.431,0.8647,0.1128,0.6166,0.7306,0.6996801,0.31305218,-0.00062001776,3.795148,-1.6422965e-07,0.14880225,3.1867964,-0.097383395,-0.14878745,-0.081959166,3.9375923,1.1146597,-0.16985242,-0.15027836,3.1192691,2.7590213
SAT11/random/medium/unif-k7-r89-v90-c8010-S775210372-041.UNKNOWN.cnf,1.0,90.0,8010.0,90.0,8010.0,0.0,0.0,0.0112,0.3137,0.6786,0.1429,1.0,1.0058,0.0778,0.0,0.0778,0.0778,0.0,0.0,0.0,0.0,0.0778,0.039,0.071,0.0849,3.8942,0.0317,0.0243,0.0,0.105,2.0381,0.0049,0.157,0.0032,0.007,3.1112,0.0624,0.0111,0.0,0.0111,0.0111,?,?,?,?,?,?,?,?,?,?,2.0,0.0,2.0,2.0,0.0,4362.0,0.0242,4236.0,4543.0,4543.0,4236.0,4404.0,4298.0,4329.0,31.4722,0.0173,30.9457,32.4942,32.4942,30.9457,31.4809,31.09,31.3501,0.0641,0.7353,0.0001,0.201,0.1352,0.0152,0.0903,0.0261,0.051,0.0001,0.3793,0.0,0.0001,0.0001,0.0,0.0001,0.0,0.0001,10.5424,0.2457,15.3234,0.1887,15.0,12.0,19.0,1.9228,0.2914,0.8755,0.0886,10.3274,0.2521,15.3326,0.1911,15.0,12.0,19.0,1.6887,0.4186,0.8698,0.088,0.6658,0.7573,1.1624593,0.4503226,-2.0610853e-05,4.7746196,-0.0,0.17531022,3.9446619,-0.059749205,-0.15854207,-0.046513766,4.885336,1.3638068,-0.15116578,-0.15844007,4.060415,3.4632943
SAT11/random/large/unif-k7-r85-v200-c17000-S970203146-047-UNKNOWN.cnf,1.0,200.0,17000.0,200.0,17000.0,0.0,0.0,0.0118,0.3113,0.6773,0.1429,1.0,0.9976,0.035,0.0,0.035,0.035,0.0,0.0,0.0,0.0,0.035,0.0423,0.0314,0.0385,4.2958,0.0339,0.0239,0.0,0.1135,2.0996,0.0021,0.1667,0.0011,0.0032,3.1168,0.0609,0.0117,0.0,0.0117,0.0117,?,?,?,?,?,?,?,?,?,?,2.0,0.0,2.0,2.0,0.0,3687.0,0.0739,3319.0,4003.0,4003.0,3319.0,4003.0,3539.0,3887.0,57.3765,0.015,56.3257,58.2745,58.2745,56.3257,58.2745,56.7299,58.1761,0.0691,0.6801,0.0003,0.2206,0.1394,0.0133,0.1034,0.0281,0.0656,0.0001,0.3892,0.0,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,18.1533,0.2029,33.1544,0.1427,33.0,27.0,40.0,1.6193,0.2538,0.8682,0.0631,18.7405,0.326,32.6818,0.1497,33.0,27.0,39.0,1.2842,0.4129,0.865,0.0723,0.6292,0.7475,3.537726,1.29365,-0.0,8.4252205,-0.0,0.009052326,5.807392,-0.0020263393,-0.16167352,-0.057719797,7.3864207,1.5437107,-0.004706475,-0.14317404,7.8469157,5.6714582
