@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE Pre-featuretime NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE Basic-featuretime NUMERIC
@ATTRIBUTE VCG-VAR-mean NUMERIC
@ATTRIBUTE VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE VCG-VAR-min NUMERIC
@ATTRIBUTE VCG-VAR-max NUMERIC
@ATTRIBUTE VCG-VAR-entropy NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE HORNY-VAR-mean NUMERIC
@ATTRIBUTE HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE HORNY-VAR-min NUMERIC
@ATTRIBUTE HORNY-VAR-max NUMERIC
@ATTRIBUTE HORNY-VAR-entropy NUMERIC
@ATTRIBUTE horn-clauses-fraction NUMERIC
@ATTRIBUTE VG-mean NUMERIC
@ATTRIBUTE VG-coeff-variation NUMERIC
@ATTRIBUTE VG-min NUMERIC
@ATTRIBUTE VG-max NUMERIC
@ATTRIBUTE KLB-featuretime NUMERIC
@ATTRIBUTE CG-mean NUMERIC
@ATTRIBUTE CG-coeff-variation NUMERIC
@ATTRIBUTE CG-min NUMERIC
@ATTRIBUTE CG-max NUMERIC
@ATTRIBUTE CG-entropy NUMERIC
@ATTRIBUTE cluster-coeff-mean NUMERIC
@ATTRIBUTE cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE cluster-coeff-min NUMERIC
@ATTRIBUTE cluster-coeff-max NUMERIC
@ATTRIBUTE cluster-coeff-entropy NUMERIC
@ATTRIBUTE CG-featuretime NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC

@DATA
manthey_single-ordered-initialized-w42-b8.cnf,1.0,9072.0,73350.0,5495.0,60812.0,0.650955414,0.206176413,0.16,0.090360455,0.546999864,0.568538262,0.0,1.0,0.997300339,0.000668987,0.845539824,0.000363967,0.008917197,0.887320027,0.0,0.215270012,0.894708281,-0.0,0.000668987,2.469880091,0.000147997,0.014421496,1.148786886,0.614979443,0.163845599,0.0,0.860962567,1.243710708,0.000317615,3.232028271,1.6444e-05,0.009323818,0.845237811,0.653522331,0.00070002,2.146153385,0.000147997,0.01312241,0.06,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,158.73384,80.42362,-0.0,57.18767,-0.0,-0.0,10.600911,-0.0,-0.0,88.753456,-0.0,60.366505,-0.0,59.38698,161.27118,68.38719
aaai10-planning-ipc5-pathways-17-step20.cnf,1.0,50277.0,283903.0,37813.0,249569.0,0.329622088,0.137573176,0.64,0.151513209,0.490927635,0.9717684,0.0,1.0,1.080670719,6.0542e-05,0.932208721,5.2892e-05,0.001613202,0.473634065,0.0,0.893844989,0.960239453,0.02,6.0542e-05,0.693797188,8.014e-06,0.000304525,2.693071414,0.384713492,0.292452602,0.0,1.0,3.041001044,4.781e-05,0.920309157,0.0,0.000292504,2.718521025,0.900560566,0.000160021,0.839363574,8.014e-06,0.000536926,1.7,7.8648e-05,1.37366244,8.014e-06,0.003562141,3.043186057,0.226878241,0.606435896,0.009984639,0.733333333,3.101827986,4.44,143.74553,55.473568,-0.0,496.0768,-0.0,68.08208,478.26773,-0.0,-0.0,-0.0,590.2868,154.13622,-0.0,-0.0,480.3107,430.00204
40bits_10.dimacs.cnf,1.0,446.0,12980.0,446.0,12980.0,0.0,0.0,0.02,0.034360555,0.325051478,0.694805451,0.0,1.0,2.587668338,0.016223821,0.287485404,0.004484305,0.042600897,2.088378627,0.0,0.005624037,0.046533128,-0.0,0.016223821,1.134491834,0.000693374,0.079198767,5.202259986,0.10359417,0.119541079,0.0,0.785714286,3.198442744,0.001150615,0.603404993,7.7042e-05,0.003697997,3.346723675,0.098844376,0.002545828,0.409844466,0.00046225,0.005238829,-0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.04,5.9631324,2.2492537,-0.0,12.990668,-0.0,-0.055229347,8.802278,-1.6293067e-06,-0.080832705,-0.022126595,11.030741,2.2460313,-1.9132883e-06,-0.14440556,12.471048,8.808864
mrpp_6x6#10_8.cnf,1.0,3893.0,25742.0,1630.0,17009.0,1.388343558,0.513434064,0.06,0.095831619,0.40077018,0.777049474,0.0,1.0,1.814906543,0.002366376,0.244339938,0.001226994,0.003680982,1.344416846,0.0,0.065671115,0.36927509,0.0,0.002366376,0.575553819,0.000470339,0.005291316,3.831920291,0.263605463,0.158365807,0.0,0.741176471,3.77106483,0.000596977,0.467220415,0.000117585,0.001352225,2.697155178,0.319595508,0.00213622,0.292083632,0.000293962,0.003409959,0.0,0.004124988,0.402835835,0.00023517,0.009818331,4.618692303,0.373112868,0.278564113,0.048625793,0.679955703,3.605023426,2.16,31.94846,16.579622,-0.0,12.529374,-0.0,-0.0,1.3451953,-0.0,-0.0,17.708105,-8.5833024e-05,11.96824,-0.0,11.578086,32.777424,12.99082
manthey_DimacsSorter_35_1.cnf,1.0,6945.0,23459.0,3799.0,19124.0,0.828112661,0.226678519,0.04,0.19865091,0.294722787,1.181622872,0.0,1.0,1.364410637,0.000684991,0.403097261,0.000526454,0.007896815,1.044151926,0.0,0.60766576,0.871052081,-0.0,0.000684991,0.639227307,0.000313742,0.011451579,2.26355656,0.19080717,0.155942861,0.0,0.736842105,2.745193018,0.000468438,0.758063722,5.229e-05,0.009778289,2.237951257,0.778707383,0.000581126,0.581973358,0.000209161,0.00669316,0.02,0.000933788,1.227296464,0.000261452,0.03137419,3.290372571,0.173488711,0.459560942,0.00333888,0.549450549,3.277594243,0.28,51.272232,26.14418,-0.0,18.864933,-0.0,-0.0,3.2636204,-0.0,-0.0,28.806038,-0.0,19.521801,-0.0,19.043833,52.0194,22.010107
dated-10-17-u.cnf,1.0,229544.0,1070757.0,62370.0,393294.0,2.680359147,1.722535813,2.58,0.158583655,0.34628096,1.049870403,0.0,1.0,1.305242794,4.1834e-05,0.378509473,3.2067e-05,0.0001924,0.971554531,0.0,0.567308426,0.927674971,0.04,4.1834e-05,0.553648755,1.5256e-05,0.000104248,2.866164098,0.239777697,0.158491042,0.0,0.80952381,3.130810935,2.6755e-05,0.505438991,7.628e-06,7.1194e-05,2.608284499,0.745020265,4.0771e-05,0.55595979,1.0171e-05,0.000101705,4.58,6.3205e-05,0.654135198,7.628e-06,0.000205953,3.628911466,0.140332816,0.718074315,0.027401385,0.611111111,3.208696954,8.74,289.84158,111.83445,-0.0,1026.1426,-0.0,144.70253,1005.9207,-0.0,-0.0,-0.0,1226.6593,333.99835,-0.0,-0.0,980.39624,889.87744
manthey_DimacsSorterHalf_30_0.cnf,1.0,3612.0,11612.0,1947.0,9266.0,0.855161787,0.253183682,0.02,0.21012303,0.278621792,1.187580702,0.0,1.0,1.330607222,0.001343392,0.365979871,0.001027221,0.008217771,1.058136803,0.0,0.583639111,0.864234837,-0.0,0.001343392,0.484641887,0.000647529,0.011979279,2.257043734,0.185461357,0.143887776,0.0,0.666666667,2.71793779,0.000905997,0.568603894,0.000107921,0.009928772,2.234239413,0.764947118,0.001132981,0.451713937,0.000431686,0.0075545,-0.0,0.001688378,0.844004545,0.000539607,0.024174401,3.193782769,0.182666653,0.447457083,0.008888889,0.549450549,3.283202099,0.08,18.739552,9.654563,-0.0,7.103249,-0.0,-1.0383675e-05,0.9526214,-0.0009648262,-0.0,10.732243,-0.0035011237,7.2427163,-0.0,6.932439,18.983246,7.94056
gss-19-s100.cnf,1.0,31435.0,94548.0,13682.0,56829.0,1.297544219,0.663728026,0.44,0.24075736,0.189879469,1.548930087,0.0,1.0,1.131973514,0.000217475,1.081900916,0.000146177,0.002411928,0.980914641,0.0,0.661440462,0.940083408,-0.0,0.000217475,0.79932847,0.000123177,0.001865245,2.460904486,0.182015329,0.152301284,0.0,0.777777778,2.354194573,0.000149127,0.939773223,5.279e-05,0.001566102,1.876013738,0.893997783,0.000406984,0.759141038,7.0387e-05,0.002164388,0.24,0.000439569,0.911200787,8.7983e-05,0.00373049,3.780412828,0.172360286,0.466100066,0.018378002,0.527777778,3.22694261,1.76,131.98006,56.920788,-0.0,503.64536,-0.0,82.65956,506.02414,-0.0,-0.0,-0.0,619.5657,167.8679,-0.0,-0.0,485.519,448.91092
manthey_single-ordered-initialized-w28-b8.cnf,1.0,4480.0,34024.0,2640.0,26923.0,0.696969697,0.263752182,0.06,0.098057423,0.558341198,0.563652349,0.0,1.0,1.005616846,0.001377835,0.811481739,0.000757576,0.013257576,0.921005161,0.0,0.228577796,0.898116852,0.0,0.001377835,2.000493199,0.000334287,0.021134346,1.445591988,0.592061784,0.180439852,0.0,0.866666667,1.578665013,0.000649861,2.671040033,3.7143e-05,0.013780039,1.066244313,0.648070423,0.001434281,1.766316939,0.000334287,0.019240055,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,81.38402,40.95254,-0.0,28.777042,-0.0,-0.0,5.7345634,-0.0,-0.0,45.878494,-0.0,31.136946,-0.0,30.801619,82.54171,35.659973
6s17-opt.cnf,1.0,47657.0,139163.0,15646.0,75909.0,2.045954238,0.833287225,0.48,0.206115217,0.471903422,0.776447885,0.0,1.0,1.655187061,0.00021156,0.585965209,0.000127828,0.003131791,1.447586652,0.0,0.274987156,0.717372117,0.0,0.00021156,2.241553311,3.9521e-05,0.052088685,3.046627938,0.166245684,0.13869638,0.0,1.0,3.092822566,8.6042e-05,2.128746475,0.0,0.019220382,2.480289571,0.517659303,0.000241467,1.537585626,3.9521e-05,0.033922196,0.3,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.16,235.65312,118.69767,-0.0,83.76701,-0.0,-0.0,16.805098,-0.0,-0.0,131.63582,-0.0,89.27755,-0.0,88.39574,237.94926,103.49975
manthey_DimacsSorterHalf_37_6.cnf,1.0,7665.0,26841.0,4819.0,24472.0,0.590578958,0.096804511,0.06,0.196918928,0.309337641,1.158556623,0.0,1.0,1.393539907,0.000555327,0.52091471,0.000415024,0.008715501,1.060361387,0.0,0.603710363,0.871404054,0.0,0.000555327,0.64730308,0.000326904,0.00715103,2.366858896,0.213446865,0.178005352,0.0,0.833333333,2.87186488,0.00035989,0.821521228,4.0863e-05,0.004740111,2.375818767,0.765773128,0.000459694,0.64398165,0.000245178,0.005434783,0.04,0.000750439,1.308921096,0.000204315,0.04225237,3.347461383,0.181538886,0.489824086,0.001941711,0.571428571,3.3534778,0.4,74.13469,37.90416,-0.0,27.48343,-0.0,-0.0,4.5533724,-0.0,-0.0,41.51108,-0.0,28.13916,-0.0,27.422049,75.58154,31.52028
jgiraldezlevy.2200.9086.08.40.149.cnf,1.0,2200.0,9086.0,2133.0,8981.0,0.031411158,0.011691348,0.0,0.237501392,0.497724826,0.587551119,0.0,1.0,0.720552639,0.001424636,0.06501245,0.00140647,0.002344116,0.165295143,0.0,0.0,0.9621423,0.0,0.001424636,0.280758051,0.000111346,0.003563078,2.656817116,0.224099741,0.168021773,0.0,1.0,3.293921576,0.000693656,0.400491137,0.0,0.002449616,2.29528664,0.488809709,0.002473315,0.251832013,0.000222692,0.005790001,0.0,0.002131459,0.23693461,0.000668077,0.004899232,2.907123071,0.140728336,0.2667474,0.057142857,0.378787879,2.66913814,0.1,8.447069,3.4633524,-0.0,25.844372,-0.0,2.4221294,22.457003,-0.0,-0.0036964302,-0.0,27.951857,6.8692317,-0.0,-0.019035947,24.509792,20.680643
jgiraldezlevy.2200.9086.08.40.35.cnf,1.0,2200.0,9086.0,2140.0,9018.0,0.028037383,0.007540475,0.0,0.237303171,0.491820064,0.58657943,0.0,1.0,0.702808861,0.001418658,0.064739164,0.001401869,0.002803738,0.155910229,0.0,0.0,0.965956975,0.0,0.001418658,0.284854193,0.000221779,0.003548459,2.674805609,0.231419278,0.174834179,0.0,1.0,3.359518671,0.000703733,0.40165352,0.0,0.002328676,2.317641462,0.497782213,0.00244112,0.258681841,0.000443557,0.005544467,0.0,0.002108102,0.24317612,0.000443557,0.004768241,2.926564861,0.142667266,0.278178188,0.056410256,0.454545455,2.708340348,0.1,10.3496275,4.058614,-0.0,35.65186,-0.0,4.414051,33.620182,-0.0,-1.3107452e-05,-0.0,41.299503,10.91866,-0.0,-0.0001414606,33.97442,30.14146
bjrb07amba10andenv.cnf,1.0,196289.0,588610.0,45996.0,280393.0,3.267523263,1.099232149,5.12,0.164041185,0.500855226,0.715793974,0.0,1.0,1.850920445,7.9636e-05,0.406851704,4.3482e-05,0.00106531,1.664221288,0.0,0.221753039,0.544892348,0.02,7.9636e-05,14.29427245,2.1399e-05,0.113890147,2.936980751,0.179937444,0.134662102,0.0,0.75,3.202916008,2.4227e-05,13.184525754,3.566e-06,0.038139326,2.163755136,0.416839935,7.4924e-05,10.505195009,1.7832e-05,0.07030846,2.5,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.76,1317.2036,652.4976,-0.0,442.5365,-0.0,-0.0,103.90422,-0.0,-0.0,742.4023,-0.0,503.99475,-0.0,507.22006,1330.4429,595.74854
manthey_DimacsSorter_35_7.cnf,1.0,6838.0,23203.0,3734.0,18865.0,0.831280129,0.229949642,0.06,0.19793268,0.297371378,1.180366116,0.0,1.0,1.371143268,0.000695282,0.403457259,0.000535619,0.009373326,1.040580847,0.0,0.611396766,0.871296051,0.0,0.000695282,0.672990413,0.000318049,0.013994169,2.266618583,0.190495876,0.157948348,0.0,0.804878049,2.763390602,0.000476776,0.797301937,5.3008e-05,0.011237742,2.251937376,0.78038696,0.000590359,0.614363455,0.000212033,0.009064405,0.02,0.00096904,1.326941061,0.000265041,0.040286244,3.288967101,0.175238067,0.460186006,0.002635037,0.549450549,3.268821029,0.32,48.102196,24.235088,-0.0,17.029072,-0.0,-0.0,3.4984202,-0.0,-0.0,27.20472,-0.0,18.408152,-0.0,18.196152,48.37063,21.232536
jgiraldezlevy.2200.9086.08.40.83.cnf,1.0,2200.0,9086.0,2136.0,9015.0,0.029962547,0.007875763,0.0,0.236938436,0.493318543,0.587840578,0.0,1.0,0.734099815,0.001424488,0.06962215,0.001404494,0.002340824,0.178160645,0.0,0.0,0.959290072,0.0,0.001424488,0.284935498,0.000443705,0.003771492,2.680811116,0.228466211,0.172451671,0.0,1.0,3.318135354,0.000699677,0.39683659,0.0,0.001885746,2.301757838,0.493843594,0.002456268,0.256540655,0.000776484,0.006100943,0.0,0.002125969,0.243106295,0.000665557,0.004547976,2.933938953,0.14181379,0.272998918,0.058974359,0.476190476,2.696919482,0.12,9.411553,3.838923,-0.0,29.397907,-0.0,2.9470763,25.97907,-0.0,-0.0009024416,-0.0,32.189358,8.017328,-0.0,-0.006034102,27.894438,23.77357
complete-500-0.1-15-98765432150015.cnf,1.0,1000.0,74037.0,1000.0,74037.0,0.0,0.0,0.38,0.01350676,0.642976862,0.725082089,0.0,1.0,1.369576719,0.01754154,1.313760484,0.002,0.07,1.656924856,0.0,0.681848265,0.681848265,-0.0,0.01754154,0.938965452,0.001040021,0.048178613,5.475547746,0.459592244,0.384073955,0.0,0.876863253,3.081171143,0.001707997,0.218249141,0.001026514,0.002620311,4.470426583,0.688601645,0.007408458,0.013186333,0.007050529,0.007739374,0.26,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,24.9,25.97236,13.286746,-0.0,9.637847,-0.0,-0.0,1.4171302,-2.0543962e-06,-0.0,14.824355,-0.00040633316,10.023788,-0.0,9.738663,26.618704,10.992422
manthey_single-ordered-initialized-w48-b8.cnf,1.0,11520.0,94764.0,7004.0,79420.0,0.644774415,0.193200705,0.2,0.088189373,0.544183813,0.569617575,0.0,1.0,0.99655979,0.000526537,0.860181971,0.000285551,0.008138207,0.879914123,0.0,0.212087635,0.893553261,0.02,0.000526537,2.640962599,0.000113322,0.012704608,1.019014423,0.621534731,0.157726354,0.0,0.876777251,1.102858437,0.000250391,3.437828553,1.2591e-05,0.008196928,0.783596934,0.655275749,0.000553272,2.286615164,0.000113322,0.011558801,0.06,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,196.87886,99.93245,-0.0,71.39446,-0.0,-0.0,12.88783,-0.0,-0.0,109.82255,-0.0,74.66837,-0.0,73.43465,200.18752,84.39221
UCG-20-5p0.cnf,1.0,224587.0,1190673.0,120843.0,820631.0,0.858502354,0.45092374,3.22,0.147256197,0.403271332,0.908299302,0.0,1.0,1.406719911,2.3188e-05,0.431787759,1.655e-05,8.2752e-05,1.087668851,0.0,0.519406408,0.867023059,0.08,2.3188e-05,0.739115597,8.53e-06,8.1644e-05,3.045544179,0.226451381,0.146959094,0.0,0.833333333,2.926259995,1.2903e-05,0.852276641,3.656e-06,5.6054e-05,2.698059977,0.692746192,2.5378e-05,0.656174807,6.093e-06,8.8956e-05,16.88,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.04,2034.1339,1056.8402,-0.0,829.1108,-0.0,-0.0,93.31706,-0.0,-0.0,1062.6852,-0.0,724.4923,-0.0,710.68634,2045.6239,805.76917
48bits_12.dimacs.cnf,1.0,685.0,18047.0,685.0,18047.0,0.0,0.0,0.04,0.037956447,0.335121417,0.68340734,0.0,1.0,2.586072733,0.010341934,0.298923382,0.002919708,0.033576642,2.100389913,0.0,0.005873552,0.048706156,-0.0,0.010341934,1.244060077,0.000554109,0.059899152,5.222930571,0.085657365,0.104197359,0.0,0.785714286,3.033848935,0.00082631,0.639796216,0.000166233,0.002936776,3.338533386,0.109436471,0.001864232,0.417898127,0.000332465,0.004155815,-0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.08,12.194695,5.470041,-0.0,11.195867,-0.0,-0.0064152903,3.670939,-6.6960674e-06,-0.00033325364,3.7361884,4.5551825,3.229163,-0.0,2.6674483,15.802338,7.4265876
bob12m02-opt.cnf,1.0,26256.0,77806.0,6306.0,36931.0,3.163653663,1.106793751,0.16,0.17075086,0.484998968,0.750372008,0.0,1.0,1.471675621,0.000563243,0.322171256,0.000317158,0.007770377,0.936728656,0.0,0.038829168,0.460588665,-0.0,0.000563243,1.201498533,0.000189543,0.017789933,2.764919801,0.042320289,0.080501574,0.0,0.862068966,1.56612454,0.00020163,1.095099978,5.4155e-05,0.004088706,2.635588251,0.386287942,0.000346142,1.570573388,0.000135388,0.010587311,0.04,0.001989347,1.415672568,0.000135388,0.018900111,4.601001737,0.202863254,0.685855481,0.006448138,0.733333333,3.782454849,10.88,79.19444,39.42735,-0.0,26.453981,-0.0,-0.0,6.2646823,-0.0,-0.0,45.095272,-0.0,30.56016,-0.0,30.647009,79.77356,35.97014
E02F22.cnf,1.0,13574.0,1301188.0,11448.0,1262053.0,0.185709294,0.031008999,11.86,0.009070934,0.966448319,0.173290526,0.0,1.0,0.205696234,0.000723407,0.427897245,0.000174703,0.005852551,2.204110153,0.0,0.02364243,0.044865786,0.12,0.000723407,4.033201404,5.547e-06,0.01620138,1.608575446,0.373302988,0.228168779,0.189873418,0.99885031,1.110715913,0.000674487,4.31179149,1.585e-06,0.016179194,1.617097601,0.974911513,3.055e-05,1.293370734,1.9809e-05,0.00046353,1.06,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,36.62,269.47736,137.8346,-0.0,100.43433,-0.0,-0.0,15.939176,-0.0,-0.0,149.24849,-0.0,101.03614,-0.0,99.32493,275.19208,113.27946
50bits_10.dimacs.cnf,1.0,842.0,19430.0,842.0,19430.0,0.0,0.0,0.02,0.043335049,0.344030018,0.671043921,0.0,1.0,2.566258469,0.008110361,0.308810212,0.002375297,0.028503563,2.105484183,0.0,0.007720021,0.057025219,-0.0,0.008110361,1.235112276,0.000514668,0.055635615,5.128374046,0.084974611,0.104345784,0.0,0.785714286,3.00434261,0.000726036,0.586510974,0.0001544,0.00257334,3.264262172,0.120586722,0.001725299,0.427609575,0.000308801,0.004168811,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.08,15.029898,7.549407,-0.0,9.086026,-0.0,-0.00039904797,0.9424178,-0.00040449167,-3.035162e-06,6.859586,0.071298935,4.5599303,-0.0,4.3594465,16.626747,6.445479
manthey_single-ordered-initialized-w52-b6.cnf,1.0,9672.0,80015.0,4890.0,64924.0,0.97791411,0.232441008,0.14,0.075318834,0.528466705,0.590669497,0.0,1.0,1.035619501,0.00076489,0.761147755,0.000408998,0.011451943,0.954743269,0.0,0.205486415,0.848484382,-0.0,0.00076489,2.524324429,0.000138624,0.013785349,1.048862989,0.621049588,0.178208817,0.001117318,0.917808219,0.945411297,0.000355602,3.035036213,1.5403e-05,0.007778325,0.886668245,0.648127041,0.0006908,2.194729709,0.000107818,0.010751032,0.04,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.04,139.48729,70.765434,-0.0,50.50218,-0.0,-0.0,9.163976,-0.0,-0.0,77.9485,-0.0,52.998623,-0.0,52.09911,141.78833,59.882393
008-80-8.cnf,1.0,13408.0,478484.0,12698.0,306923.0,0.055914317,0.558970817,0.6,0.04137194,0.375423126,0.589520554,0.0,1.0,2.190098171,0.000453186,0.201316525,0.000157505,0.001575051,1.444261219,0.0,0.001111028,0.038139859,0.02,0.000453186,0.440466106,5.213e-05,0.000882958,3.72641525,0.11743364,0.068549042,0.0,0.672727273,2.815587539,7.3741e-05,0.497857267,3.258e-06,0.000188972,3.28686326,0.193572981,6.3581e-05,0.418564736,1.6291e-05,0.000136842,0.24,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,178.69804,91.08402,-0.0,65.88643,-0.0,-0.0,11.136914,-0.0,-0.0,99.283226,-0.0,67.3582,-0.0,66.0624,182.03705,76.23109
dated-5-13-u.cnf,1.0,138808.0,626501.0,44244.0,248601.0,2.137329355,1.520106516,1.56,0.177971931,0.37097579,1.041604591,0.0,1.0,1.375095464,6.0101e-05,0.446414561,4.5204e-05,0.000271223,1.013198461,0.0,0.615331394,0.892003652,0.02,6.0101e-05,0.445125461,2.4135e-05,0.000156878,2.732985984,0.249896725,0.156515862,0.0,0.764705882,3.082899933,3.7321e-05,0.457102661,1.2068e-05,0.00011263,2.453619708,0.755206134,6.1686e-05,0.451072472,1.609e-05,0.0001609,2.32,8.1487e-05,0.56326228,1.2068e-05,0.000329846,3.483942687,0.155451754,0.613145094,0.026447252,0.611111111,3.271775987,3.62,178.45534,69.64083,-0.0,593.68396,-0.0,74.65793,563.29266,-0.0,-0.0,-0.0,687.0266,182.10454,-0.0,-0.0,563.8165,501.62607
UCG-15-10p1.cnf,1.0,200003.0,1019221.0,102501.0,667154.0,0.951229744,0.527714741,2.74,0.15363919,0.409499037,0.920769164,0.0,1.0,1.423081413,2.7111e-05,0.440736044,1.9512e-05,9.756e-05,1.083214714,0.0,0.549660198,0.863024129,0.04,2.7111e-05,0.711710348,1.0492e-05,0.000101925,3.000460273,0.229293059,0.147811494,0.0,0.8,2.896474982,1.5281e-05,0.842726504,4.497e-06,6.895e-05,2.669966707,0.705202997,2.9667e-05,0.632541834,7.495e-06,0.000115416,12.28,4.6019e-05,0.585763691,4.497e-06,0.000274299,3.755070498,0.113756141,0.700997337,0.013538947,0.5,2.864917897,18.74,1725.4142,896.4996,-0.0,703.0377,-0.0,-0.0,79.31322,-0.0,-0.0,902.04364,-0.0,614.9096,-0.0,603.02826,1735.5425,683.7507
manthey_single-ordered-initialized-w18-b8.cnf,1.0,2160.0,15054.0,1195.0,10964.0,0.807531381,0.373039037,0.02,0.108993068,0.57740331,0.55364282,0.0,1.0,1.02880887,0.002998478,0.783341501,0.00167364,0.020920502,0.978085436,0.0,0.251641737,0.901587012,-0.0,0.002998478,1.561353319,0.000820868,0.031740241,1.84391295,0.557216225,0.192432724,0.008645533,0.8,1.994543001,0.001400933,2.15178521,9.1208e-05,0.021068953,1.350546046,0.641919008,0.0031006,1.420804783,0.000820868,0.029004013,-0.0,0.015228689,0.830902713,0.000456038,0.106165633,4.568387947,0.124126882,0.909991074,0.012124663,0.802298851,2.728302134,11.38,37.27416,18.605177,-0.0,12.864568,-0.0,-0.0,2.6900513,-0.0,-0.0,21.319872,-1.6500087e-07,14.43225,-0.0,14.356529,37.844147,16.639101
manthey_single-ordered-initialized-w12-b6.cnf,1.0,792.0,5055.0,350.0,3144.0,1.262857143,0.607824427,0.0,0.111323155,0.586057814,0.561970227,0.0,1.0,1.176680336,0.010210832,0.678701458,0.005714286,0.045714286,1.169912623,0.0,0.280216285,0.861005089,0.0,0.010210832,1.08939892,0.002862595,0.055661578,2.157516283,0.509667624,0.226875869,0.005714286,0.694915254,2.283473705,0.004649218,1.467422338,0.000318066,0.033396947,1.883127782,0.635814249,0.009045802,1.029489201,0.002226463,0.04389313,0.0,0.031929229,0.770316809,0.001590331,0.155534351,4.60433177,0.184458616,0.74783394,0.024853114,0.861471861,3.293464525,1.2,8.143651,3.467618,-0.0,9.21745,-0.0,-0.06436152,3.9098694,-6.714041e-05,-0.005872786,1.8191175,5.329306,2.2129078,-0.0,1.4645525,12.047159,6.2661843
