@RELATION COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls_saps NUMERIC
@ATTRIBUTE ls_gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE lp NUMERIC
@ATTRIBUTE unit NUMERIC
@ATTRIBUTE GNN_c6 NUMERIC
@ATTRIBUTE GNN_c14 NUMERIC
@ATTRIBUTE GNN_c29 NUMERIC

@DATA
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3688.cnf,1.0,1.18,0.01,0.2,60.05,2.01,0.26,1.98,2.12,2.3,2.0,72.36,0.39,0.0161354541778564,0.0029914379119873,0.0125868320465087
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3589.cnf,1.0,0.47,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3937.cnf,1.0,3.34,0.03,2.32,60.1,2.01,2.0,2.46,2.2,2.34,2.0,68.86,0.34,0.0563254356384277,0.0055568218231201,0.0465714931488037
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1103.cnf,1.0,2.32,0.03,1.56,60.05,2.01,1.96,2.37,2.17,2.38,2.0,63.45,1.05,0.0350716114044189,0.0053930282592773,0.0309915542602539
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3586.cnf,1.0,0.47,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3721.cnf,1.0,1.8,0.03,1.82,60.04,2.01,2.0,2.41,2.2,2.37,2.0,72.35,0.46,0.0395452976226806,0.004955768585205,0.0344245433807373
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1230.cnf,1.0,5.87,0.05,5.98,60.43,2.03,1.99,2.73,2.35,2.37,2.01,62.24,1.74,0.1093554496765136,0.0106730461120605,0.0855791568756103
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1011.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,6.008148193359375e-05,4.76837158203125e-05,5.626678466796875e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3487.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3633.cnf,1.0,0.49,0.0,0.02,26.42,0.62,0.03,0.3,2.09,2.34,2.0,60.82,0.26,0.0084900856018066,0.002110481262207,0.0068621635437011
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3674.cnf,1.0,0.83,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5323.cnf,1.0,3.34,0.02,0.11,60.01,2.01,0.19,2.29,2.15,2.24,2.01,84.7,3.25,0.0134413242340087,0.0037765502929687,0.0137572288513183
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1100.cnf,1.0,2.37,0.03,1.54,60.28,2.01,1.77,2.36,2.2,2.28,2.0,63.87,1.03,0.0401880741119384,0.0053107738494873,0.0343809127807617
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3927.cnf,1.0,3.33,0.04,2.27,60.11,2.01,2.01,2.45,2.2,2.36,2.0,69.39,0.18,0.0463643074035644,0.005465030670166,0.0415704250335693
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1337.cnf,1.0,5.98,0.06,6.01,61.13,2.01,1.99,2.76,2.35,2.41,2.0,62.3,1.54,0.1097247600555419,0.0106632709503173,0.0875370502471923
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3653.cnf,1.0,0.59,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3916.cnf,1.0,3.3,0.02,2.29,60.1,2.01,2.0,2.46,2.2,2.34,2.0,68.5,0.18,0.0472025871276855,0.0054681301116943,0.0412690639495849
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1107.cnf,1.0,0.03,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.911422729492188e-05,5.7697296142578125e-05,9.34600830078125e-05
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1238.cnf,1.0,4.52,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1032.cnf,1.0,2.62,0.04,1.77,60.3,2.01,1.73,2.53,2.21,2.3,2.0,63.53,1.04,0.044485330581665,0.0056557655334472,0.0374963283538818
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc900.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3650.cnf,1.0,0.48,0.0,0.04,60.15,2.01,0.12,0.68,2.11,2.38,2.0,62.08,0.37,0.0065057277679443,0.0016212463378906,0.0061843395233154
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3869.cnf,1.0,2.24,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1035.cnf,1.0,2.59,0.04,1.8,60.03,2.01,0.56,2.54,2.2,2.31,2.0,63.37,0.98,0.0442550182342529,0.0056238174438476,0.0377461910247802
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3814.cnf,1.0,2.99,0.04,2.19,60.03,2.01,2.0,2.49,2.19,2.34,2.0,68.32,0.21,0.0505759716033935,0.005549669265747,0.0441019535064697
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc981.cnf,1.0,2.51,0.03,1.55,60.05,2.01,1.99,2.41,2.19,2.29,2.01,63.36,0.97,0.0394649505615234,0.0054261684417724,0.0332438945770263
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1093.cnf,1.0,0.03,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.7206878662109375e-05,4.76837158203125e-05,4.792213439941406e-05
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/xinetd_vc56633.cnf,1.0,2.56,0.03,1.32,60.01,2.01,0.68,2.3,2.18,2.38,2.0,67.34,0.66,0.038466453552246,0.0051624774932861,0.0324070453643798
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3497.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3684.cnf,1.0,1.13,0.01,0.18,60.02,2.01,0.19,2.08,2.13,2.36,2.0,71.95,0.38,0.0120060443878173,0.0029664039611816,0.010695457458496
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9592.cnf,1.0,1.04,0.0,0.01,9.36,0.22,0.02,0.11,2.14,2.24,2.0,60.36,0.24,0.0051305294036865,0.0015385150909423,0.0043153762817382
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3585.cnf,1.0,0.5,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3582.cnf,1.0,0.48,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1052.cnf,1.0,2.68,0.04,1.96,60.02,2.01,1.69,2.4,2.23,2.32,2.0,63.09,0.97,0.0508944988250732,0.0058968067169189,0.0398776531219482
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3670.cnf,1.0,0.77,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc931.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc887.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3838.cnf,1.0,3.0,0.03,2.19,60.11,2.01,2.0,2.38,2.19,2.34,2.0,68.54,0.23,0.0461652278900146,0.0056605339050292,0.0401654243469238
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1117.cnf,1.0,0.02,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,6.651878356933594e-05,4.744529724121094e-05,4.744529724121094e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc136.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.626678466796875e-05,6.651878356933594e-05,8.487701416015625e-05
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9627.cnf,1.0,1.04,0.01,0.0,9.88,0.22,0.03,0.1,2.18,2.26,2.0,60.3,0.25,0.0049331188201904,0.0020315647125244,0.0041801929473876
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1114.cnf,1.0,0.02,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,6.270408630371094e-05,7.081031799316406e-05,4.649162292480469e-05
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1031.cnf,1.0,0.22,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3879.cnf,1.0,0.37,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1042.cnf,1.0,2.61,0.04,1.85,60.16,2.01,1.99,2.48,2.24,2.3,2.0,63.07,0.75,0.0437276363372802,0.0057780742645263,0.0379228591918945
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9426.cnf,1.0,0.89,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5528.cnf,1.0,3.08,0.01,0.1,61.53,2.01,0.2,2.26,2.12,2.21,2.0,21.95,1.14,0.0129687786102294,0.0035223960876464,0.0125119686126708
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3660.cnf,1.0,0.68,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1084.cnf,1.0,4.81,0.04,3.61,61.24,2.02,2.0,2.49,2.27,2.3,2.0,64.65,1.23,0.0776219367980957,0.0082979202270507,0.0613138675689697
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1367.cnf,1.0,6.44,0.07,5.54,61.24,2.01,2.0,2.9,2.32,2.4,2.0,62.66,0.94,0.0940496921539306,0.0101275444030761,0.0832505226135253
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1108.cnf,1.0,0.31,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3858.cnf,1.0,3.02,0.04,2.27,60.11,2.01,2.0,2.41,2.2,2.38,2.0,68.39,0.4,0.05535888671875,0.0056922435760498,0.0465240478515625
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1049.cnf,1.0,0.01,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.8650970458984375e-05,4.6253204345703125e-05,4.696846008300781e-05
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9457.cnf,1.0,0.32,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3844.cnf,1.0,3.04,0.03,2.2,60.03,2.01,2.0,2.38,2.2,2.32,2.0,68.37,0.23,0.0497851371765136,0.0056710243225097,0.041015625
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3855.cnf,1.0,3.09,0.02,2.27,60.05,2.01,2.0,2.44,2.2,2.33,2.0,68.24,0.25,0.0534441471099853,0.005728006362915,0.04628586769104
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3493.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3756.cnf,1.0,1.97,0.03,2.56,60.09,2.02,2.0,2.51,2.21,2.33,2.0,65.6,0.21,0.051161766052246,0.0054023265838623,0.045300006866455
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9436.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3922.cnf,1.0,3.32,0.04,2.26,60.03,2.01,2.01,2.43,2.21,2.34,2.0,68.2,0.19,0.0523328781127929,0.0054969787597656,0.0461127758026123
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3889.cnf,1.0,0.4,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3834.cnf,1.0,3.0,0.04,2.19,60.08,2.01,2.0,2.36,2.2,2.35,2.0,68.74,0.23,0.0465734004974365,0.0054922103881835,0.0403769016265869
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3616.cnf,1.0,0.48,0.0,0.04,60.11,2.01,0.11,0.68,2.12,2.4,2.0,62.03,0.37,0.0081868171691894,0.0016567707061767,0.0139112472534179
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3787.cnf,1.0,0.39,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3875.cnf,1.0,2.28,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3820.cnf,1.0,3.07,0.03,2.17,60.05,2.01,2.0,2.38,2.17,2.32,2.0,68.87,0.21,0.0489082336425781,0.0055508613586425,0.040506362915039
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1289.cnf,1.0,6.55,0.06,5.96,60.27,2.01,2.0,2.72,2.32,2.37,2.0,62.98,1.69,0.0953786373138427,0.010622501373291,0.0855357646942138
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1045.cnf,1.0,0.08,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.506111145019531e-05,5.888938903808594e-05,0.0001046657562255
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc152.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.960464477539063e-05,5.292892456054688e-05,5.626678466796875e-05
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1056.cnf,1.0,0.07,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.3882598876953125e-05,9.870529174804688e-05,7.271766662597656e-05
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9456.cnf,1.0,0.32,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3690.cnf,1.0,1.42,0.02,0.78,60.13,2.01,2.0,2.21,2.14,2.34,2.0,96.27,0.11,0.0315532684326171,0.0038697719573974,0.0239458084106445
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9467.cnf,1.0,0.31,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3591.cnf,1.0,0.49,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc1079.cnf,1.0,0.36,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1353.cnf,1.0,6.02,0.06,5.98,60.7,2.01,2.01,2.67,2.31,2.38,2.0,62.24,1.47,0.0981733798980712,0.0105798244476318,0.0871269702911377
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3830.cnf,1.0,3.02,0.03,2.21,60.08,2.01,2.0,2.38,2.22,2.34,2.0,68.66,0.23,0.0503146648406982,0.0056943893432617,0.0407617092132568
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3797.cnf,1.0,0.41,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9487.cnf,1.0,1.12,0.0,0.01,9.63,0.22,0.02,0.15,2.17,2.33,2.0,50.49,0.07,0.0055456161499023,0.0015585422515869,0.0074660778045654
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3527.cnf,1.0,0.33,0.0,0.0,0.24,0.05,0.01,0.05,2.24,2.45,2.0,0.25,0.29,0.0065023899078369,0.0015037059783935,0.0063526630401611
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1120.cnf,1.0,0.04,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,0.000101089477539,4.744529724121094e-05,8.702278137207031e-05
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1021.cnf,1.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.36,0.32,0.3,0.0,0.0,0.0039606094360351,0.0031259059906005,0.0060811042785644
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9432.cnf,1.0,0.85,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1069.cnf,1.0,0.12,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,0.0001039505004882,4.744529724121094e-05,5.698204040527344e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3524.cnf,1.0,0.17,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.673004150390625e-05,4.434585571289063e-05,8.082389831542969e-05
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1066.cnf,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.33,0.29,0.01,0.0,0.0039854049682617,0.0014290809631347,0.0035629272460937
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3762.cnf,1.0,0.36,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9477.cnf,1.0,0.33,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3864.cnf,1.0,3.08,0.04,2.27,60.03,2.01,2.0,2.41,2.22,2.34,2.0,68.51,0.41,0.0506069660186767,0.0058190822601318,0.0415980815887451
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3850.cnf,1.0,3.09,0.03,2.27,60.13,2.01,2.0,2.46,2.22,2.36,2.0,68.85,0.47,0.0559802055358886,0.0057694911956787,0.0461843013763427
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1055.cnf,1.0,0.08,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,0.0002281665802001,0.000279426574707,0.0002436637878417
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5309.cnf,1.0,0.27,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1052.cnf,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.32,0.33,0.0,0.0,0.0039305686950683,0.0014410018920898,0.0032351016998291
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1100.cnf,1.0,4.8,0.06,3.62,61.2,2.01,1.43,2.5,2.26,2.32,2.0,64.65,1.04,0.0774927139282226,0.0082557201385498,0.062178611755371
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3558.cnf,1.0,0.38,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3503.cnf,1.0,0.02,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1045.cnf,1.0,0.22,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9463.cnf,1.0,1.13,0.0,0.01,9.73,0.22,0.03,0.15,2.14,2.26,2.0,50.59,0.07,0.0068676471710205,0.0032920837402343,0.0054166316986083
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9398.cnf,1.0,0.09,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3881.cnf,1.0,0.41,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3537.cnf,1.0,0.35,0.0,0.01,1.56,0.59,0.03,0.33,2.15,2.47,2.0,60.49,0.46,0.0083827972412109,0.0015339851379394,0.0059592723846435
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1086.cnf,1.0,0.02,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.817413330078125e-05,4.744529724121094e-05,4.792213439941406e-05
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1031.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc172.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.696846008300781e-05,5.197525024414063e-05,4.76837158203125e-05
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1051.cnf,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.32,0.3,0.0,0.0,0.0039632320404052,0.0014288425445556,0.0032598972320556
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9476.cnf,1.0,0.32,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3772.cnf,1.0,0.37,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1062.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1383.cnf,1.0,6.33,0.06,6.25,60.26,2.02,2.0,2.72,2.35,2.35,2.01,62.25,1.37,0.0994956493377685,0.0106689929962158,0.0890443325042724
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc2355.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,6.771087646484375e-05,4.982948303222656e-05,8.511543273925781e-05
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1025.cnf,1.0,4.95,0.03,2.76,60.29,2.01,2.0,2.48,2.2,2.31,2.0,65.42,0.45,0.0629031658172607,0.0068845748901367,0.053678274154663
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc1092.cnf,1.0,0.3,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1281.cnf,1.0,6.25,0.05,5.2,60.1,2.01,2.01,2.57,2.28,2.34,2.01,63.01,2.08,0.0901134014129638,0.0101072788238525,0.0787642002105712
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3817.cnf,1.0,3.04,0.03,2.18,60.09,2.01,2.0,2.38,2.23,2.38,2.0,69.09,0.2,0.0467767715454101,0.00553560256958,0.0409667491912841
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3554.cnf,1.0,0.38,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3513.cnf,1.0,0.35,0.0,0.01,1.36,0.46,0.02,0.34,2.34,2.54,2.0,60.58,0.4,0.0087080001831054,0.0029752254486083,0.0060040950775146
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5316.cnf,1.0,3.43,0.02,0.11,60.01,2.01,0.21,2.33,2.15,2.19,2.0,90.91,2.63,0.0123927593231201,0.0037236213684082,0.010556936264038
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9473.cnf,1.0,1.27,0.0,0.01,10.29,0.23,0.03,0.17,2.12,2.23,2.0,60.42,0.0,0.0052299499511718,0.0015642642974853,0.0066542625427246
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1270.cnf,1.0,6.23,0.04,4.87,60.26,2.02,2.0,2.69,2.28,2.38,2.01,63.09,0.69,0.0865693092346191,0.00966477394104,0.0750970840454101
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3868.cnf,1.0,1.18,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3891.cnf,1.0,0.4,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9409.cnf,1.0,0.59,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1001.cnf,1.0,3.58,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1096.cnf,1.0,0.05,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,0.0001189708709716,8.606910705566406e-05,5.0067901611328125e-05
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1305.cnf,1.0,5.86,0.05,5.98,60.49,2.01,2.01,2.76,2.32,2.36,2.01,62.14,1.97,0.1078684329986572,0.0107560157775878,0.0858104228973388
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1041.cnf,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.32,0.32,0.0,0.0,0.0039496421813964,0.0014464855194091,0.0032131671905517
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1082.cnf,1.0,0.01,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.6253204345703125e-05,5.459785461425781e-05,4.649162292480469e-05
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1086.cnf,1.0,2.38,0.04,1.6,60.3,2.01,0.41,2.44,2.21,2.27,2.0,63.41,0.68,0.0416038036346435,0.0054020881652832,0.0348837375640869
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9452.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
