@RELATION COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls_saps NUMERIC
@ATTRIBUTE ls_gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE lp NUMERIC
@ATTRIBUTE unit NUMERIC
@ATTRIBUTE GNN_c6 NUMERIC
@ATTRIBUTE GNN_c14 NUMERIC
@ATTRIBUTE GNN_c29 NUMERIC

@DATA
instances/Sat_Data/bench/HW-verification/40randomsets/15/IBM_FV_2004_rule_batch_15_SAT_dat.k40.cnf,1.0,2.65,0.07,4.66,60.03,2.09,0.65,2.9,2.35,2.43,2.0,61.43,1.08,0.0780861377716064,0.0078177452087402,0.0703086853027343
instances/Sat_Data/bench/HW-verification/40randomsets/12_rule/SAT_dat.k35.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/HW-verification/40randomsets/2_17_1/IBM_FV_2004_rule_batch_2_17_1_SAT_dat.k30.cnf,1.0,0.44,0.01,0.1,2.46,2.01,1.14,0.5,2.09,2.32,2.0,53.06,0.38,0.0349733829498291,0.0224378108978271,0.0310463905334472
instances/Sat_Data/bench/HW-verification/40randomsets/2_31_2/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k75.cnf,1.0,2.63,0.07,4.1,60.02,2.08,1.99,2.74,2.35,2.39,2.0,62.34,2.54,0.0818417072296142,0.0070986747741699,0.0680055618286132
instances/Sat_Data/bench/HW-verification/40randomsets/26_rule/SAT_dat.k75.cnf,1.0,18.25,0.46,71.55,60.89,2.18,2.01,7.29,4.32,4.26,2.0,60.81,0.33,0.5962839126586914,0.0500471591949462,0.5587599277496338
instances/Sat_Data/bench/HW-verification/40randomsets/03/IBM_FV_2004_rule_batch_03_SAT_dat.k35.cnf,1.0,0.72,0.02,0.34,26.69,2.02,1.99,1.34,2.14,2.29,2.0,93.52,0.52,0.0177071094512939,0.0026168823242187,0.0184252262115478
instances/Sat_Data/bench/HW-verification/40randomsets/28_rule/SAT_dat.k80.cnf,1.0,2.23,0.07,3.14,60.03,2.02,2.0,2.89,2.37,2.51,2.0,64.95,0.11,0.0622777938842773,0.0082306861877441,0.0550520420074462
instances/Sat_Data/bench/HW-verification/40randomsets/25_rule/SAT_dat.k75.cnf,1.0,21.27,0.51,104.29,60.2,2.07,2.02,9.38,4.71,4.73,2.0,60.34,0.62,0.957449197769165,0.0616164207458496,0.7801461219787598
instances/Sat_Data/bench/HW-verification/40randomsets/04_rule/SAT_dat.k65.cnf,1.0,2.82,0.07,3.56,38.79,2.01,2.01,2.88,2.33,2.42,2.0,66.27,0.48,0.0680570602416992,0.007218599319458,0.0613188743591308
instances/Sat_Data/bench/HW-verification/40randomsets/06/IBM_FV_2004_rule_batch_06_SAT_dat.k80.cnf,1.0,3.14,0.09,5.79,60.06,2.01,2.02,2.86,2.44,2.48,2.05,61.71,1.86,0.1021339893341064,0.008944034576416,0.0814821720123291
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_7/SAT_dat.k95.cnf,1.0,1.19,0.04,0.96,60.02,2.01,2.0,2.56,2.2,2.44,2.0,71.07,1.18,0.0452687740325927,0.0046653747558593,0.030921459197998
instances/Sat_Data/bench/HW-verification/40randomsets/25_rule/SAT_dat.k20.cnf,1.0,4.84,0.12,5.57,60.07,2.04,1.99,3.91,2.62,2.68,2.0,61.45,0.51,0.0940954685211181,0.0156149864196777,0.0854218006134033
instances/Sat_Data/bench/HW-verification/40randomsets/16_2_rule_3/SAT_dat.k90.cnf,1.0,1.01,0.02,0.7,12.15,2.01,1.39,1.99,2.14,2.32,2.0,99.75,0.17,0.0269315242767334,0.0034935474395751,0.0223517417907714
instances/Sat_Data/bench/HW-verification/40randomsets/28_rule/SAT_dat.k70.cnf,1.0,1.9,0.05,2.38,60.03,2.02,2.0,2.88,2.33,2.41,2.0,67.46,0.09,0.0586678981781005,0.0072054862976074,0.0487234592437744
instances/Sat_Data/bench/HW-verification/40randomsets/2_17_1/IBM_FV_2004_rule_batch_2_17_1_SAT_dat.k75.cnf,1.0,1.42,0.02,0.84,7.76,2.02,1.99,1.59,2.17,2.31,2.0,65.41,0.5,0.030489444732666,0.0035359859466552,0.0230236053466796
instances/Sat_Data/bench/HW-verification/40randomsets/1_13/IBM_FV_2004_rule_batch_1_13_SAT_dat.k10.cnf,1.0,0.71,0.02,0.4,60.04,2.01,1.99,2.41,2.15,2.32,2.01,112.91,9.73,0.0191028118133544,0.003314733505249,0.0171458721160888
instances/Sat_Data/bench/HW-verification/40randomsets/26/IBM_FV_2004_rule_batch_26_SAT_dat.k25.cnf,1.0,6.5,0.14,8.52,60.74,2.11,2.01,4.06,2.82,2.81,2.04,60.95,19.1,0.1231274604797363,0.0174696445465087,0.1112911701202392
instances/Sat_Data/bench/HW-verification/40randomsets/02_2/IBM_FV_2004_rule_batch_02_2_SAT_dat.k70.cnf,1.0,0.91,0.02,0.74,21.43,2.02,2.0,1.65,2.18,2.29,2.0,66.11,1.71,0.0311336517333984,0.0036447048187255,0.0262260437011718
instances/Sat_Data/bench/HW-verification/40randomsets/03/IBM_FV_2004_rule_batch_03_SAT_dat.k25.cnf,1.0,0.12,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/HW-verification/40randomsets/14_rule_2/SAT_dat.k45.cnf,1.0,1.88,0.05,2.39,53.53,2.01,2.0,2.62,2.23,2.49,2.0,71.47,0.42,0.0574724674224853,0.0060501098632812,0.0478339195251464
instances/Sat_Data/bench/HW-verification/40randomsets/26_rule/SAT_dat.k95.cnf,1.0,23.14,0.58,112.08,60.19,2.15,2.01,9.02,4.88,4.93,2.05,60.68,0.34,0.85843825340271,0.0614855289459228,0.809844970703125
instances/Sat_Data/bench/HW-verification/40randomsets/26_rule/SAT_dat.k100.cnf,1.0,23.88,0.6,123.27,60.69,2.04,2.02,9.5,5.06,5.0,2.05,60.84,0.31,0.9330770969390868,0.0732662677764892,0.8735706806182861
instances/Sat_Data/bench/HW-verification/40randomsets/16_2_rule_5/SAT_dat.k35.cnf,1.0,0.44,0.01,0.13,5.56,2.01,0.13,0.73,2.11,2.33,2.0,67.81,0.08,0.0093543529510498,0.0022094249725341,0.0091402530670166
instances/Sat_Data/bench/HW-verification/40randomsets/2_31_2/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k95.cnf,1.0,3.34,0.08,6.88,60.03,2.13,2.0,3.15,2.46,2.5,2.03,61.57,2.59,0.1042251586914062,0.0091423988342285,0.0941545963287353
instances/Sat_Data/bench/HW-verification/40randomsets/26_rule/SAT_dat.k40.cnf,1.0,9.51,0.24,21.45,60.07,2.11,2.01,5.37,3.25,3.26,2.01,61.94,0.3,0.2746319770812988,0.0296604633331298,0.2216460704803466
instances/Sat_Data/bench/HW-verification/40randomsets/25_rule/SAT_dat.k65.cnf,1.0,18.36,0.44,76.5,60.15,2.02,2.0,8.0,4.31,4.22,2.0,60.39,0.62,0.8904595375061035,0.0533196926116943,0.6774294376373291
instances/Sat_Data/bench/HW-verification/40randomsets/2_17_2/IBM_FV_2004_rule_batch_2_17_2_SAT_dat.k80.cnf,1.0,1.97,0.03,1.81,16.61,2.03,0.63,2.46,2.2,2.33,2.0,64.98,7.19,0.0425283908843994,0.0045893192291259,0.0377359390258789
instances/Sat_Data/bench/HW-verification/40randomsets/31_1_rule_2/SAT_dat.k95.cnf,1.0,4.52,0.11,9.06,60.05,2.01,2.0,3.73,2.56,2.64,2.01,61.32,0.04,0.1470391750335693,0.0129251480102539,0.1197807788848877
instances/Sat_Data/bench/HW-verification/40randomsets/2_17_1/IBM_FV_2004_rule_batch_2_17_1_SAT_dat.k40.cnf,1.0,0.63,0.01,0.21,3.62,2.01,1.72,0.74,2.13,2.33,2.0,75.01,0.43,0.0160536766052246,0.0022230148315429,0.0131783485412597
instances/Sat_Data/bench/HW-verification/40randomsets/15_rule/SAT_dat.k65.cnf,1.0,4.61,0.11,13.24,60.05,2.01,1.43,3.75,2.59,2.64,2.0,60.95,0.31,0.1694350242614746,0.0143852233886718,0.1571104526519775
instances/Sat_Data/bench/HW-verification/40randomsets/2_17_1/IBM_FV_2004_rule_batch_2_17_1_SAT_dat.k95.cnf,1.0,1.8,0.03,1.41,10.33,2.02,2.0,2.18,2.22,2.44,2.0,64.25,0.53,0.0355534553527832,0.0039954185485839,0.0321254730224609
instances/Sat_Data/bench/HW-verification/40randomsets/03/IBM_FV_2004_rule_batch_03_SAT_dat.k45.cnf,1.0,1.01,0.02,0.71,47.37,2.02,1.99,2.11,2.17,2.3,2.0,65.01,1.08,0.0252802371978759,0.0032711029052734,0.0218312740325927
instances/Sat_Data/bench/HW-verification/40randomsets/02_2/IBM_FV_2004_rule_batch_02_2_SAT_dat.k90.cnf,1.0,1.17,0.03,1.24,28.13,2.02,2.0,2.3,2.18,2.36,2.0,64.59,1.8,0.0335249900817871,0.0038783550262451,0.0294456481933593
instances/Sat_Data/bench/HW-verification/40randomsets/14_rule_2/SAT_dat.k65.cnf,1.0,2.74,0.07,5.48,60.03,2.02,2.0,2.83,2.37,2.5,2.0,64.05,0.46,0.0867795944213867,0.0088915824890136,0.0790684223175048
instances/Sat_Data/bench/HW-verification/40randomsets/14_rule_2/SAT_dat.k10.cnf,1.0,0.31,0.01,0.03,4.64,2.01,0.08,0.32,2.12,2.42,2.0,28.19,0.1,0.0091943740844726,0.0020282268524169,0.0094890594482421
instances/Sat_Data/bench/HW-verification/40randomsets/18/IBM_FV_2004_rule_batch_18_SAT_dat.k15.cnf,1.0,0.66,0.01,0.15,47.85,2.01,1.49,1.7,2.12,2.31,2.0,79.99,0.46,0.0131692886352539,0.0023934841156005,0.0144362449645996
instances/Sat_Data/bench/HW-verification/40randomsets/25_rule/SAT_dat.k85.cnf,1.0,24.0,0.56,134.48,60.23,2.06,2.01,10.64,5.01,5.07,2.02,60.38,0.66,1.0076873302459717,0.0787734985351562,0.9593706130981444
instances/Sat_Data/bench/HW-verification/40randomsets/28_rule/SAT_dat.k100.cnf,1.0,2.84,0.09,4.99,60.04,2.01,2.01,3.1,2.44,2.56,2.0,62.79,0.11,0.0929548740386962,0.0103974342346191,0.0753605365753173
instances/Sat_Data/bench/HW-verification/40randomsets/09_rule/SAT_dat.k50.cnf,1.0,1.07,0.03,0.72,60.01,2.01,0.56,1.72,2.17,2.34,2.0,109.38,1.04,0.0271544456481933,0.0035750865936279,0.0224301815032959
instances/Sat_Data/bench/HW-verification/40randomsets/26_rule/SAT_dat.k60.cnf,1.0,14.6,0.35,46.11,60.73,2.11,2.01,5.76,3.8,3.79,2.01,61.19,0.33,0.4510555267333984,0.0499031543731689,0.4161486625671386
instances/Sat_Data/bench/HW-verification/40randomsets/25_rule/SAT_dat.k30.cnf,1.0,7.84,0.18,14.29,60.12,2.07,1.99,4.9,3.02,3.0,2.0,60.66,0.53,0.182180643081665,0.0276296138763427,0.16768479347229
instances/Sat_Data/bench/HW-verification/40randomsets/1_13/IBM_FV_2004_rule_batch_1_13_SAT_dat.k20.cnf,1.0,0.67,0.02,0.38,60.04,2.01,0.88,2.33,2.16,2.45,2.01,87.28,10.18,0.0189385414123535,0.0031437873840332,0.0160603523254394
instances/Sat_Data/bench/HW-verification/40randomsets/16_2_rule_6/SAT_dat.k90.cnf,1.0,1.3,0.03,1.01,16.61,2.02,1.32,2.21,2.19,2.33,2.0,65.01,0.08,0.0312919616699218,0.0043480396270751,0.0266568660736084
instances/Sat_Data/bench/HW-verification/40randomsets/02_2/IBM_FV_2004_rule_batch_02_2_SAT_dat.k80.cnf,1.0,1.04,0.03,0.97,24.55,2.02,2.0,1.88,2.18,2.29,2.0,65.68,1.75,0.0325744152069091,0.0035872459411621,0.0262951850891113
instances/Sat_Data/bench/HW-verification/40randomsets/14_rule_2/SAT_dat.k55.cnf,1.0,2.27,0.05,3.82,60.03,2.02,2.0,2.66,2.32,2.46,2.0,65.75,0.44,0.0750515460968017,0.0073726177215576,0.0616810321807861
instances/Sat_Data/bench/HW-verification/40randomsets/22_rule/SAT_dat.k25.cnf,1.0,2.16,0.03,0.96,60.02,2.02,0.68,2.49,2.23,2.31,2.0,80.47,0.04,0.0300428867340087,0.0062441825866699,0.0253736972808837
instances/Sat_Data/bench/HW-verification/40randomsets/16_2_rule_5/SAT_dat.k45.cnf,1.0,0.59,0.01,0.22,7.58,2.01,0.19,1.0,2.1,2.35,2.0,38.26,0.07,0.0154602527618408,0.0029759407043457,0.0132179260253906
instances/Sat_Data/bench/HW-verification/40randomsets/05_rule/SAT_dat.k100.cnf,1.0,8.08,0.21,26.34,60.07,2.05,2.01,5.07,3.13,3.15,2.0,60.64,0.53,0.2958126068115234,0.0259411334991455,0.2763910293579101
instances/Sat_Data/bench/HW-verification/40randomsets/26_rule/SAT_dat.k50.cnf,1.0,12.03,0.3,32.62,60.62,2.07,2.01,6.73,3.51,3.54,2.01,61.76,0.29,0.3443672657012939,0.040255069732666,0.3177886009216308
instances/Sat_Data/bench/HW-verification/40randomsets/12/IBM_FV_2004_rule_batch_12_SAT_dat.k15.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/HW-verification/40randomsets/2_17_1/IBM_FV_2004_rule_batch_2_17_1_SAT_dat.k60.cnf,1.0,1.03,0.02,0.5,6.02,2.01,2.0,1.22,2.13,2.37,2.0,100.92,0.48,0.0292105674743652,0.0026626586914062,0.0204596519470214
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_8/SAT_dat.k1.cnf,1.0,0.03,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/HW-verification/40randomsets/2_31_2/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k30.cnf,1.0,0.95,0.02,0.46,31.1,2.02,2.0,1.56,2.14,2.28,2.0,59.89,0.59,0.0223498344421386,0.0033318996429443,0.0184326171875
instances/Sat_Data/bench/HW-verification/40randomsets/16_2_rule_3/SAT_dat.k25.cnf,1.0,0.22,0.0,0.04,2.68,2.01,0.06,0.43,2.09,2.31,2.0,37.38,0.15,0.0084254741668701,0.0028669834136962,0.0071463584899902
instances/Sat_Data/bench/HW-verification/40randomsets/3_16_2/IBM_FV_2004_rule_batch_3_16_2_SAT_dat.k15.cnf,1.0,0.1,0.0,0.01,1.42,1.01,0.03,0.19,2.13,2.35,2.0,60.66,0.05,0.0080707073211669,0.0021138191223144,0.0108625888824462
instances/Sat_Data/bench/HW-verification/40randomsets/2_17_2/IBM_FV_2004_rule_batch_2_17_2_SAT_dat.k90.cnf,1.0,2.27,0.05,2.34,19.14,2.01,0.63,2.6,2.23,2.31,2.0,64.15,7.68,0.0568065643310546,0.0050487518310546,0.0473110675811767
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_6/SAT_dat.k80.cnf,1.0,1.14,0.04,0.92,60.02,2.01,2.0,2.5,2.2,2.45,2.02,69.85,1.12,0.0320992469787597,0.0047862529754638,0.0257139205932617
instances/Sat_Data/bench/HW-verification/40randomsets/09_rule/SAT_dat.k70.cnf,1.0,1.55,0.04,1.74,60.02,2.01,0.73,2.51,2.22,2.39,2.0,73.48,1.24,0.0453050136566162,0.0051732063293457,0.0357604026794433
instances/Sat_Data/bench/HW-verification/40randomsets/25_rule/SAT_dat.k50.cnf,1.0,13.96,0.32,44.33,60.18,2.12,2.01,5.97,3.73,3.77,2.0,60.44,0.59,0.4998159408569336,0.0407121181488037,0.4037632942199707
instances/Sat_Data/bench/HW-verification/40randomsets/14_rule_2/SAT_dat.k75.cnf,1.0,3.18,0.08,7.32,60.04,2.01,2.0,2.92,2.43,2.52,2.0,62.31,0.45,0.1059880256652832,0.0104353427886962,0.0978407859802246
instances/Sat_Data/bench/HW-verification/40randomsets/18/IBM_FV_2004_rule_batch_18_SAT_dat.k100.cnf,1.0,5.57,0.14,12.21,60.04,2.05,2.0,3.71,2.74,2.72,2.02,61.32,3.03,0.1605556011199951,0.0134150981903076,0.1466658115386963
instances/Sat_Data/bench/HW-verification/40randomsets/14_rule_2/SAT_dat.k20.cnf,1.0,0.78,0.02,0.33,18.79,2.01,1.87,1.04,2.14,2.4,2.0,80.32,0.4,0.0175898075103759,0.0028531551361083,0.0149445533752441
instances/Sat_Data/bench/HW-verification/40randomsets/22_rule/SAT_dat.k45.cnf,1.0,4.33,0.07,4.23,60.04,2.01,2.01,3.22,2.42,2.48,2.01,64.38,0.05,0.0853199958801269,0.0114226341247558,0.0689795017242431
instances/Sat_Data/bench/HW-verification/40randomsets/2_17_1/IBM_FV_2004_rule_batch_2_17_1_SAT_dat.k50.cnf,1.0,0.82,0.01,0.35,4.76,2.01,2.0,0.99,2.12,2.33,2.01,87.4,0.46,0.0197107791900634,0.0022666454315185,0.0163698196411132
instances/Sat_Data/bench/HW-verification/40randomsets/21_rule/SAT_dat.k15.cnf,1.0,0.95,0.01,0.12,33.08,2.01,0.16,1.41,2.15,2.24,2.0,70.59,0.02,0.0145928859710693,0.0025274753570556,0.011115550994873
instances/Sat_Data/bench/HW-verification/40randomsets/15_rule/SAT_dat.k100.cnf,1.0,7.19,0.18,33.46,60.07,2.07,2.0,4.75,3.03,3.0,2.0,60.43,0.35,0.4206190109252929,0.022174596786499,0.3244328498840332
instances/Sat_Data/bench/HW-verification/40randomsets/03/IBM_FV_2004_rule_batch_03_SAT_dat.k55.cnf,1.0,1.27,0.04,1.21,60.02,2.02,1.99,2.34,2.19,2.36,2.01,63.7,1.41,0.0352284908294677,0.0040271282196044,0.0300798416137695
instances/Sat_Data/bench/HW-verification/40randomsets/15_rule/SAT_dat.k75.cnf,1.0,5.25,0.14,18.06,60.05,2.02,1.36,3.49,2.69,2.74,2.0,60.91,0.35,0.2053263187408447,0.0164573192596435,0.1904451847076416
instances/Sat_Data/bench/HW-verification/40randomsets/18/IBM_FV_2004_rule_batch_18_SAT_dat.k25.cnf,1.0,1.26,0.02,0.57,60.02,2.01,1.99,2.4,2.15,2.36,2.0,65.29,0.82,0.0235552787780761,0.0034461021423339,0.0192883014678955
instances/Sat_Data/bench/HW-verification/40randomsets/16_2_rule_5/SAT_dat.k65.cnf,1.0,0.9,0.02,0.5,11.6,2.01,0.98,1.54,2.16,2.33,2.0,75.53,0.08,0.0243949890136718,0.0032477378845214,0.0199115276336669
instances/Sat_Data/bench/HW-verification/40randomsets/26_rule/SAT_dat.k70.cnf,1.0,16.92,0.42,61.68,60.13,2.07,2.0,6.64,4.2,4.11,2.02,60.98,0.3,0.6132447719573975,0.0471003055572509,0.5032665729522705
instances/Sat_Data/bench/HW-verification/40randomsets/02_1_rule_5/SAT_dat.k100.cnf,1.0,1.78,0.04,1.71,33.68,2.01,0.99,2.45,2.21,2.35,2.0,75.69,0.03,0.051063060760498,0.0047883987426757,0.0402727127075195
instances/Sat_Data/bench/HW-verification/40randomsets/09_rule/SAT_dat.k60.cnf,1.0,1.28,0.04,1.16,60.02,2.02,0.67,2.18,2.2,2.33,2.0,77.31,1.13,0.0365147590637207,0.0042457580566406,0.0292317867279052
instances/Sat_Data/bench/HW-verification/40randomsets/25_rule/SAT_dat.k95.cnf,1.0,27.21,0.66,169.87,60.23,2.07,2.01,11.97,5.41,5.39,2.02,60.34,0.73,1.26534104347229,0.0787322521209716,1.2055306434631348
instances/Sat_Data/bench/HW-verification/40randomsets/16_2_rule_3/SAT_dat.k15.cnf,1.0,0.1,0.0,0.01,1.21,0.89,0.03,0.19,2.18,2.28,2.0,60.73,0.12,0.0094835758209228,0.00205659866333,0.0061655044555664
instances/Sat_Data/bench/HW-verification/40randomsets/2_17_2/IBM_FV_2004_rule_batch_2_17_2_SAT_dat.k15.cnf,1.0,0.22,0.01,0.01,1.13,2.01,0.03,0.28,2.15,2.35,2.0,61.31,0.47,0.010514497756958,0.0022788047790527,0.0085222721099853
instances/Sat_Data/bench/HW-verification/40randomsets/22_rule/SAT_dat.k35.cnf,1.0,3.22,0.06,2.22,60.02,2.01,2.0,2.76,2.32,2.47,2.0,68.82,0.04,0.0505049228668212,0.0069098472595214,0.0445539951324462
instances/Sat_Data/bench/HW-verification/40randomsets/3_16_2/IBM_FV_2004_rule_batch_3_16_2_SAT_dat.k35.cnf,1.0,0.31,0.01,0.08,4.89,2.01,0.09,0.83,2.14,2.37,2.0,66.74,0.08,0.0108447074890136,0.0022511482238769,0.0124721527099609
instances/Sat_Data/bench/HW-verification/40randomsets/1_13/IBM_FV_2004_rule_batch_1_13_SAT_dat.k30.cnf,1.0,0.68,0.02,0.39,60.03,2.01,1.46,2.37,2.16,2.39,2.0,107.78,12.48,0.0188841819763183,0.0033190250396728,0.0162386894226074
instances/Sat_Data/bench/HW-verification/40randomsets/31_1_rule_2/SAT_dat.k70.cnf,1.0,3.28,0.08,4.64,60.04,2.03,2.0,2.94,2.39,2.61,2.03,63.61,0.04,0.0880196094512939,0.0094139575958251,0.0709249973297119
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_7/SAT_dat.k1.cnf,1.0,0.03,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/HW-verification/40randomsets/21_rule/SAT_dat.k35.cnf,1.0,2.57,0.04,1.28,60.02,2.02,2.0,2.65,2.27,2.3,2.0,97.08,0.03,0.0354917049407959,0.0052642822265625,0.0300097465515136
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_24/SAT_dat.k10.cnf,1.0,1.46,0.04,1.37,60.1,2.02,1.99,2.67,2.24,2.5,2.05,66.03,1.14,0.0424635410308837,0.0056817531585693,0.0322189331054687
instances/Sat_Data/bench/HW-verification/40randomsets/16_2_rule_5/SAT_dat.k55.cnf,1.0,0.73,0.03,0.34,9.56,2.01,0.22,1.27,2.15,2.32,2.0,54.77,0.08,0.0201067924499511,0.0028150081634521,0.0155165195465087
instances/Sat_Data/bench/HW-verification/40randomsets/15_rule/SAT_dat.k95.cnf,1.0,6.73,0.17,29.97,60.06,2.05,1.93,4.49,2.88,2.9,2.03,60.66,0.34,0.3222813606262207,0.0209743976593017,0.2997200489044189
instances/Sat_Data/bench/HW-verification/40randomsets/14_rule_2/SAT_dat.k40.cnf,1.0,1.64,0.05,1.82,46.66,2.01,2.0,2.49,2.2,2.4,2.0,75.85,0.43,0.0459098815917968,0.0053091049194335,0.0376224517822265
instances/Sat_Data/bench/HW-verification/40randomsets/03/IBM_FV_2004_rule_batch_03_SAT_dat.k20.cnf,1.0,0.09,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/HW-verification/40randomsets/1_14/IBM_FV_2004_rule_batch_1_14_SAT_dat.k15.cnf,1.0,0.51,0.01,0.17,16.64,2.01,0.34,0.86,2.12,2.31,2.0,71.97,0.12,0.0141379833221435,0.0032176971435546,0.0128228664398193
instances/Sat_Data/bench/HW-verification/40randomsets/09_rule/SAT_dat.k80.cnf,1.0,1.75,0.06,2.34,60.02,2.01,1.09,2.6,2.29,2.36,2.01,67.24,1.34,0.0561630725860595,0.0057289600372314,0.0478043556213378
instances/Sat_Data/bench/HW-verification/40randomsets/16_2_rule_3/SAT_dat.k35.cnf,1.0,0.33,0.01,0.09,4.1,2.01,0.1,0.67,2.09,2.31,2.0,65.03,0.15,0.0112645626068115,0.00209641456604,0.0132527351379394
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_6/SAT_dat.k90.cnf,1.0,1.18,0.03,0.95,60.13,2.01,2.0,2.56,2.22,2.5,2.01,72.28,1.15,0.0321764945983886,0.0049035549163818,0.0261890888214111
instances/Sat_Data/bench/HW-verification/40randomsets/25_rule/SAT_dat.k60.cnf,1.0,16.72,0.41,64.62,60.16,2.01,2.0,7.33,4.1,4.04,2.01,60.44,0.58,0.5534615516662598,0.0491166114807128,0.5139999389648438
instances/Sat_Data/bench/HW-verification/40randomsets/02_2/IBM_FV_2004_rule_batch_02_2_SAT_dat.k15.cnf,1.0,0.16,0.01,0.02,2.42,2.01,0.05,0.24,2.1,2.27,2.0,61.79,0.7,0.0077388286590576,0.001497745513916,0.0071845054626464
instances/Sat_Data/bench/HW-verification/40randomsets/15_rule/SAT_dat.k85.cnf,1.0,5.95,0.15,23.68,60.06,2.05,1.81,3.98,2.78,2.81,2.02,60.71,0.32,0.2904188632965088,0.0188109874725341,0.2316396236419677
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_8/SAT_dat.k35.cnf,1.0,0.97,0.03,0.74,60.02,2.01,2.01,2.4,2.17,2.49,2.0,117.61,1.01,0.03426194190979,0.0045928955078125,0.0241453647613525
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_6/SAT_dat.k1.cnf,1.0,0.03,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/HW-verification/40randomsets/14_rule_2/SAT_dat.k30.cnf,1.0,1.21,0.02,0.93,32.54,2.01,1.99,1.75,2.17,2.39,2.0,117.91,0.42,0.0318865776062011,0.0042111873626708,0.0250329971313476
instances/Sat_Data/bench/HW-verification/40randomsets/18/IBM_FV_2004_rule_batch_18_SAT_dat.k35.cnf,1.0,1.81,0.04,1.26,60.02,2.02,2.0,2.64,2.23,2.31,2.01,64.22,1.3,0.0346179008483886,0.0046770572662353,0.0301058292388916
instances/Sat_Data/bench/HW-verification/40randomsets/22_rule/SAT_dat.k100.cnf,1.0,10.25,0.19,23.61,60.07,2.01,2.0,4.35,3.06,3.02,2.0,60.59,0.06,0.2824842929840088,0.0217571258544921,0.2455706596374511
instances/Sat_Data/bench/HW-verification/40randomsets/22_rule/SAT_dat.k55.cnf,1.0,5.39,0.11,6.38,60.04,2.02,2.0,3.47,2.52,2.57,2.0,62.18,0.05,0.0990707874298095,0.0116398334503173,0.0895304679870605
instances/Sat_Data/bench/HW-verification/40randomsets/15/IBM_FV_2004_rule_batch_15_SAT_dat.k85.cnf,1.0,5.88,0.16,24.51,60.05,2.15,1.51,4.11,2.8,2.85,2.01,60.65,2.03,0.2696011066436767,0.0169906616210937,0.2439992427825927
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_19/SAT_dat.k45.cnf,1.0,1.08,0.02,0.91,60.03,2.01,2.0,2.43,2.17,2.45,2.0,69.96,1.88,0.0340213775634765,0.0051090717315673,0.025054931640625
instances/Sat_Data/bench/HW-verification/40randomsets/16_2_rule_5/SAT_dat.k75.cnf,1.0,1.04,0.03,0.67,13.57,2.01,1.72,1.8,2.16,2.35,2.0,94.86,0.08,0.0249562263488769,0.0035340785980224,0.0215659141540527
instances/Sat_Data/bench/HW-verification/40randomsets/2_17_2/IBM_FV_2004_rule_batch_2_17_2_SAT_dat.k25.cnf,1.0,0.5,0.01,0.1,3.36,2.01,0.09,0.66,2.14,2.36,2.0,68.68,2.14,0.0126707553863525,0.0026509761810302,0.0138108730316162
instances/Sat_Data/bench/HW-verification/40randomsets/26_rule/SAT_dat.k80.cnf,1.0,20.31,0.5,79.95,60.69,2.09,2.01,7.61,4.43,4.36,2.0,60.62,0.32,0.7037591934204102,0.0528044700622558,0.6611874103546143
instances/Sat_Data/bench/HW-verification/40randomsets/3_16_2/IBM_FV_2004_rule_batch_3_16_2_SAT_dat.k45.cnf,1.0,0.42,0.01,0.14,6.65,2.01,0.13,1.1,2.11,2.28,2.0,73.02,0.09,0.0131206512451171,0.00270676612854,0.0127902030944824
